name	category	kind	description	location_raw	city	lat	lng	gallery_space_m2	gallery_space_sqft	year_established	year_established_raw
Oceanographic Museum	science_museum	Science Museum									
Scientific Centre of Monaco	science_museum	Science Museum		Monaco-Ville	Monaco-Ville						
