name	category	kind	description	location_raw	city	lat	lng	gallery_space_m2	gallery_space_sqft	year_established	year_established_raw
Bardo National Museum	art_museum	Art Museum		Tunis	Tunis			9000	97000	1888	1888
Raqqada	art_museum	Art Museum		Kairouan	Kairouan						
