name	category	kind	description	location_raw	city	lat	lng	gallery_space_m2	gallery_space_sqft	year_established	year_established_raw
Dar el Makhzen (Tangier)	art_museum	Art Museum		Tangier	Tangier						
Museum of Contemporary Art (Tangier)	art_museum	Art Museum		Tangier	Tangier						
Musée de Carmen-Macein	art_museum	Art Museum		Tangier	Tangier						
