name	category	kind	description	location_raw	city	lat	lng	gallery_space_m2	gallery_space_sqft	year_established	year_established_raw
Carpet Museum of Iran	art_museum	Art Museum		Tehran	Tehran						
National Museum of Iran	art_museum	Art Museum		Tehran	Tehran						
Tehran Museum of Contemporary Art	art_museum	Art Museum		Tehran	Tehran						
Iran National museum of science and technology	science_museum	Science Museum		Tehran	Tehran						
