name	category	kind	description	location_raw	city	lat	lng	gallery_space_m2	gallery_space_sqft	year_established	year_established_raw
Everson Museum of Art	art_museum	Art Museum		Syracuse, New York	Syracuse						
Harwood Museum of Art	art_museum	Art Museum		Taos, New Mexico, New Mexico	Taos, New Mexico						
Millicent Rogers Museum	art_museum	Art Museum		Taos, New Mexico, New Mexico	Taos, New Mexico						
Taos Art Museum	art_museum	Art Museum		Taos, New Mexico, New Mexico	Taos, New Mexico						
ASU Art Museum	art_museum	Art Museum		Tempe, Arizona	Tempe						
Sheldon Swope Art Museum	art_museum	Art Museum		Terre Haute, Indiana	Terre Haute						
Toledo Museum of Art	art_museum	Art Museum		Toledo, Ohio	Toledo						
Tucson Museum of Art	art_museum	Art Museum		Tucson, Arizona	Tucson						
Gilcrease Museum	art_museum	Art Museum		Tulsa, Oklahoma	Tulsa						
Philbrook Museum of Art	art_museum	Art Museum		Tulsa, Oklahoma	Tulsa						
Sherwin Miller Museum of Jewish Art	art_museum	Art Museum		Tulsa, Oklahoma	Tulsa						
Tyler Museum of Art	art_museum	Art Museum		Tyler, Texas	Tyler						
Munson-Williams-Proctor Arts Institute	art_museum	Art Museum		Utica, New York	Utica						
Rose Art Museum	art_museum	Art Museum		Waltham, Massachusetts	Waltham						
Arthur M. Sackler Gallery	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
Corcoran Gallery of Art	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
Dumbarton Oaks	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
Freer Gallery of Art	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
Hirshhorn Museum and Sculpture Garden	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
Kreeger Museum	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
National Museum of Women in the Arts	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
National Portrait Gallery	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
Phillips Collection	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
US Art Gallery	art_museum	Art Museum		Washington, D.C.	Washington, D.C.						
Colby College Museum of Art	art_museum	Art Museum		Waterville, Maine	Waterville						
Leigh Yawkey Woodson Art Museum	art_museum	Art Museum		Wausau, Wisconsin	Wausau						
Davis Museum and Cultural Center	art_museum	Art Museum		Wellesley, Massachusetts	Wellesley						
Museum of Wisconsin Art	art_museum	Art Museum		West Bend, Wisconsin	West Bend						
Norton Museum of Art	art_museum	Art Museum		West Palm Beach, Florida	West Palm Beach						
Turn Park Art Space	art_museum	Art Museum		West Stockbridge, Massachusetts	West Stockbridge						
Wichita Art Museum	art_museum	Art Museum		Wichita, Kansas	Wichita						
Abby Aldrich Rockefeller Folk Art Museum	art_museum	Art Museum		Williamsburg, Virginia	Williamsburg						
Clark Art Institute	art_museum	Art Museum		Williamstown, Massachusetts	Williamstown						
Williams College Museum of Art	art_museum	Art Museum		Williamstown, Massachusetts	Williamstown						
Delaware Art Museum	art_museum	Art Museum		Wilmington, Delaware	Wilmington						
Delaware Center for the Contemporary Arts	art_museum	Art Museum		Wilmington, Delaware	Wilmington						
Reynolda House Museum of American Art	art_museum	Art Museum		Winston-Salem, North Carolina	Winston-Salem						
Charles Hosmer Morse Museum of American Art	art_museum	Art Museum		Winter Park, Florida	Winter Park						
Worcester Art Museum	art_museum	Art Museum		Worcester, Massachusetts	Worcester						
The Butler Institute of American Art	art_museum	Art Museum		Youngstown, Ohio	Youngstown						
Eyring Science Center	science_museum	Science Museum		Provo, Utah	Provo, Utah						
Sitka Sound Science Center	science_museum	Science Museum		Sitka, Alaska	Sitka, Alaska						
Jonsson-Rowland Science Center	science_museum	Science Museum		Troy, New York	Troy, New York						
