name	category	kind	description	location_raw	city	lat	lng	gallery_space_m2	gallery_space_sqft	year_established	year_established_raw
Children's Art Museum of Nepal	art_museum	Art Museum		Kathmandu	Kathmandu						
Patan Museum	art_museum	Art Museum		Kathmandu	Kathmandu						
