name	category	kind	description	location_raw	city	lat	lng	gallery_space_m2	gallery_space_sqft	year_established	year_established_raw
Museum of Modern Art of Algiers	art_museum	Art Museum		Algiers	Algiers						
Museum of Popular Arts and Traditions	art_museum	Art Museum		Algiers	Algiers						
National Museum of Fine Arts of Algiers	art_museum	Art Museum		Algiers	Algiers						
Ahmed Zabana National Museum	art_museum	Art Museum		Oran	Oran						
