PASSENGERS,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH,CLASS
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",10292,AMS,13198,MCI,2,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",11032,CUN,10466,AZA,2,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",11185,CUR,10466,AZA,4,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",12206,HRL,13605,NAS,5,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",12986,LIM,10466,AZA,4,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,11032,CUN,3,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,14312,PVR,2,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",13198,MCI,16163,YQB,2,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",13605,NAS,10747,BRO,5,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",14259,PSM,16149,YOW,5,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",14307,PVD,11185,CUR,5,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",14717,SCL,10185,AEX,5,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",16163,YQB,10721,BOS,5,L
0.00,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC",16782,DSS,12206,HRL,5,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10521,BDA,12264,IAD,5,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",10540,BED,11760,FRA,5,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11259,DAL,14832,SJD,1,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11697,FLL,10444,AXA,1,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11697,FLL,13605,NAS,5,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",11868,GCM,12264,IAD,1,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",13303,MIA,10444,AXA,1,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",13605,NAS,11697,FLL,5,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",13605,NAS,13898,OPF,4,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",14453,RAK,14843,SJU,4,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",14843,SJU,15084,SXM,1,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",14986,SRQ,11868,GCM,1,L
0.00,27Q,21652,"Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.",15084,SXM,10519,BCT,1,L
0.00,2GQ,21693,Cavok Air LLC,Cavok Air LLC,10397,ATL,14832,SJD,5,P
0.00,2GQ,21693,Cavok Air LLC,Cavok Air LLC,10608,BHX,12266,IAH,3,P
0.00,2GQ,21693,Cavok Air LLC,Cavok Air LLC,12191,HOU,12990,LIR,5,P
0.00,2GQ,21693,Cavok Air LLC,Cavok Air LLC,12266,IAH,13331,MJI,5,P
0.00,2GQ,21693,Cavok Air LLC,Cavok Air LLC,12990,LIR,12191,HOU,5,P
0.00,2GQ,21693,Cavok Air LLC,Cavok Air LLC,13303,MIA,12203,HRE,3,P
0.00,2GQ,21693,Cavok Air LLC,Cavok Air LLC,13303,MIA,12203,HRE,4,P
0.00,2GQ,21693,Cavok Air LLC,Cavok Air LLC,14832,SJD,10397,ATL,5,P
0.00,36Q,21869,Air Hamburg Luftverkehrsgesellschaft mbH,Air Hamburg Luftverkehrsgesellschaft mbH,13560,MXP,11618,EWR,2,P
0.00,36Q,21869,Air Hamburg Luftverkehrsgesellschaft mbH,Air Hamburg Luftverkehrsgesellschaft mbH,13560,MXP,11618,EWR,3,P
0.00,36Q,21869,Air Hamburg Luftverkehrsgesellschaft mbH,Air Hamburg Luftverkehrsgesellschaft mbH,13560,MXP,11618,EWR,4,P
0.00,36Q,21869,Air Hamburg Luftverkehrsgesellschaft mbH,Air Hamburg Luftverkehrsgesellschaft mbH,13560,MXP,11618,EWR,5,P
0.00,37Q,21875,"Eastern Air Express, LLC (EAX)","Eastern Air Express, LLC (EAX)",13303,MIA,14153,PLS,4,L
0.00,37Q,21875,"Eastern Air Express, LLC (EAX)","Eastern Air Express, LLC (EAX)",13303,MIA,15317,TRC,4,L
0.00,37Q,21875,"Eastern Air Express, LLC (EAX)","Eastern Air Express, LLC (EAX)",14153,PLS,13303,MIA,4,L
0.00,37Q,21875,"Eastern Air Express, LLC (EAX)","Eastern Air Express, LLC (EAX)",14635,RSW,11075,CMW,1,L
0.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air","Scott Aviation, LLC  d/b/a  Silver Air",16443,CSL,11259,DAL,1,L
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10397,ATL,11760,FRA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10397,ATL,11760,FRA,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10397,ATL,11760,FRA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10397,ATL,11760,FRA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10397,ATL,11760,FRA,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10397,ATL,12938,LEJ,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10752,BRU,11193,CVG,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10752,BRU,11193,CVG,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10752,BRU,11193,CVG,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10752,BRU,11193,CVG,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10752,BRU,11193,CVG,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10752,BRU,13930,ORD,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10752,BRU,13930,ORD,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,10752,BRU,13930,ORD,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,10480,BAH,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,10752,BRU,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,10752,BRU,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,10752,BRU,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,11548,EMA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,11548,EMA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,11548,EMA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,11548,EMA,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,12938,LEJ,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,12938,LEJ,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,12938,LEJ,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,12938,LEJ,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11193,CVG,12938,LEJ,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11298,DFW,11760,FRA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11298,DFW,11760,FRA,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11298,DFW,11760,FRA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11298,DFW,11760,FRA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11298,DFW,11760,FRA,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11548,EMA,11193,CVG,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11548,EMA,11193,CVG,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11548,EMA,11193,CVG,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11548,EMA,13303,MIA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,10397,ATL,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,10397,ATL,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,10397,ATL,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,10397,ATL,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,10397,ATL,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,11298,DFW,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,11298,DFW,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,11298,DFW,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,11298,DFW,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,11298,DFW,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12266,IAH,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12266,IAH,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12266,IAH,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12266,IAH,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12266,IAH,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12478,JFK,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12478,JFK,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12478,JFK,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12478,JFK,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12892,LAX,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12892,LAX,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12892,LAX,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12892,LAX,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,12892,LAX,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,13930,ORD,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,13930,ORD,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,13930,ORD,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,13930,ORD,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,13930,ORD,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,14747,SEA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,14747,SEA,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,14747,SEA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,14747,SEA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,11760,FRA,14747,SEA,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,11193,CVG,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,11193,CVG,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,11193,CVG,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,11193,CVG,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,11193,CVG,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,12892,LAX,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,12892,LAX,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,12892,LAX,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,12892,LAX,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12143,HKG,12892,LAX,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,11760,FRA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,11760,FRA,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,11760,FRA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,11760,FRA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,11760,FRA,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,15053,SVG,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,15053,SVG,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,15053,SVG,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,15053,SVG,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12266,IAH,15053,SVG,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12478,JFK,11760,FRA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12478,JFK,11760,FRA,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12478,JFK,11760,FRA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12478,JFK,11760,FRA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,11760,FRA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,11760,FRA,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,11760,FRA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,11760,FRA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,11760,FRA,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,12938,LEJ,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,12938,LEJ,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,12938,LEJ,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,12938,LEJ,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12892,LAX,12938,LEJ,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12938,LEJ,11193,CVG,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12938,LEJ,11193,CVG,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12938,LEJ,11193,CVG,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12938,LEJ,11193,CVG,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,12938,LEJ,11193,CVG,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13303,MIA,11760,FRA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13614,BKK,11193,CVG,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13614,BKK,11193,CVG,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13744,NRT,11193,CVG,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13744,NRT,11193,CVG,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13744,NRT,11193,CVG,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13744,NRT,11193,CVG,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13744,NRT,11193,CVG,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13930,ORD,11760,FRA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13930,ORD,11760,FRA,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13930,ORD,11760,FRA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13930,ORD,11760,FRA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13930,ORD,11760,FRA,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13930,ORD,14918,SNN,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13930,ORD,16271,YYZ,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,13930,ORD,16271,YYZ,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14309,PVG,12892,LAX,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14309,PVG,12892,LAX,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14309,PVG,12892,LAX,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14309,PVG,12892,LAX,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14309,PVG,12892,LAX,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14747,SEA,11760,FRA,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14747,SEA,11760,FRA,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14747,SEA,11760,FRA,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14747,SEA,11760,FRA,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,14747,SEA,11760,FRA,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,10397,ATL,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,11193,CVG,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,11193,CVG,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,11193,CVG,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,11193,CVG,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,11193,CVG,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,12892,LAX,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,12892,LAX,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,12892,LAX,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,12892,LAX,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,15113,SZX,12892,LAX,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,11298,DFW,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,11298,DFW,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,11298,DFW,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,11298,DFW,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,11298,DFW,5,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,13930,ORD,1,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,13930,ORD,2,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,13930,ORD,3,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,13930,ORD,4,G
0.00,3S,21427,AeroLogic GmbH,AeroLogic GmbH,16271,YYZ,13930,ORD,5,G
0.00,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14879,SLP,10980,CHA,5,P
0.00,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14879,SLP,16091,YIP,3,P
0.00,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,16091,YIP,14886,SLW,2,P
0.00,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,16477,QRO,13061,LRD,3,P
0.00,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,16477,QRO,13277,MGM,2,P
0.00,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,16477,QRO,13277,MGM,3,P
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12067,HAN,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12067,HAN,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12067,HAN,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12067,HAN,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12067,HAN,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12143,HKG,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12143,HKG,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12143,HKG,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12143,HKG,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12143,HKG,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12277,ICN,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12277,ICN,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12277,ICN,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12277,ICN,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12277,ICN,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12699,KIX,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12699,KIX,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12699,KIX,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12699,KIX,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,12699,KIX,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,13744,NRT,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,13744,NRT,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,13744,NRT,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,13744,NRT,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,13744,NRT,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14309,PVG,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14309,PVG,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14309,PVG,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14309,PVG,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14309,PVG,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14789,SGN,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14789,SGN,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14789,SGN,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14789,SGN,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,14789,SGN,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,15113,SZX,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,15113,SZX,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,15113,SZX,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,15113,SZX,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10299,ANC,15113,SZX,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10711,BOG,13303,MIA,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10711,BOG,13303,MIA,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10711,BOG,13303,MIA,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10711,BOG,13303,MIA,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10711,BOG,13303,MIA,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10970,CGN,11618,EWR,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10970,CGN,11618,EWR,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10970,CGN,11618,EWR,3,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10970,CGN,11618,EWR,4,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10970,CGN,11618,EWR,5,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10970,CGN,14100,PHL,1,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10970,CGN,14100,PHL,2,G
0.00,5X,19917,United Parcel Service,United Parcel Service,10970,CGN,14100,PHL,3,G
