PASSENGERS,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH,CLASS
2184.00,ET,20153,Ethiopian Airlines,Ethiopian Airlines,12478,JFK,10162,ADD,2,F
2184.00,MQ,20398,Envoy Air,Envoy Air,13303,MIA,13605,NAS,3,F
2185.00,5D,20250,Aerolitoral,Aerolitoral,13252,MEX,11298,DFW,1,F
2185.00,AA,19805,American Airlines Inc.,American Airlines Inc.,13930,ORD,12010,GUA,1,F
2185.00,AC,19531,Air Canada,Air Canada,10721,BOS,16271,YYZ,2,F
2185.00,PD,21226,Porter Airlines Limited (PACL),Porter Airlines Limited (PACL),16271,YYZ,14027,PBI,2,F
2185.00,WN,19393,Southwest Airlines Co.,Southwest Airlines Co.,14893,SMF,14832,SJD,2,F
2186.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),14879,SLP,11298,DFW,5,F
2187.00,PD,21226,Porter Airlines Limited (PACL),Porter Airlines Limited (PACL),16271,YYZ,14771,SFO,2,F
2189.00,QX,19687,Horizon Air,Horizon Air,16042,YEG,14747,SEA,1,F
2190.00,07Q,21136,Flair Airlines Ltd.,Flair Airlines Ltd.,14771,SFO,16229,YVR,1,F
2190.00,AA,19805,American Airlines Inc.,American Airlines Inc.,11298,DFW,13306,MID,4,F
2190.00,AM,19534,Aeromexico,Aeromexico,14771,SFO,11874,GDL,2,F
2190.00,F9,20436,Frontier Airlines Inc.,Frontier Airlines Inc.,14293,PUJ,11042,CLE,3,F
2190.00,QK,20206,Jazz Aviation LP,Jazz Aviation LP,16271,YYZ,10693,BNA,4,F
2190.00,TP,19576,TAP-TAP Air Portugal,TAP-TAP Air Portugal,12991,LIS,12892,LAX,2,F
2191.00,AV,19537,Aerovias Nacl De Colombia,Aerovias Nacl De Colombia,12478,JFK,14065,PEI,1,F
2191.00,WN,19393,Southwest Airlines Co.,Southwest Airlines Co.,15304,TPA,12073,HAV,2,F
2192.00,ET,20153,Ethiopian Airlines,Ethiopian Airlines,10162,ADD,11618,EWR,5,F
2193.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,11950,GND,10397,ATL,1,F
2193.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12892,LAX,14066,PEK,1,F
2194.00,4Y,22090,Eurowings Discover GmbH,Eurowings Discover GmbH,14635,RSW,11760,FRA,4,F
2194.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),14831,SJC,13370,MLM,3,F
2195.00,AA,19805,American Airlines Inc.,American Airlines Inc.,13303,MIA,13068,LRM,5,F
2195.00,AC,19531,Air Canada,Air Canada,12889,LAS,16229,YVR,4,F
2195.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,12990,LIR,13487,MSP,4,F
2198.00,5D,20250,Aerolitoral,Aerolitoral,11298,DFW,13252,MEX,5,F
2198.00,AA,19805,American Airlines Inc.,American Airlines Inc.,13303,MIA,15052,SVD,3,F
2199.00,CM,19770,Compania Panamena (Copa),Compania Panamena (Copa),10423,AUS,14286,PTY,2,F
2200.00,5D,20250,Aerolitoral,Aerolitoral,10397,ATL,13514,MTY,4,F
2201.00,RV,21610,Air Canada rouge LP,Air Canada rouge LP,12889,LAS,16229,YVR,4,F
2201.00,WS,20229,Westjet,Westjet,16229,YVR,14107,PHX,5,F
2202.00,B6,20409,JetBlue Airways,JetBlue Airways,10721,BOS,14153,PLS,4,F
2202.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,10721,BOS,13180,MBJ,3,F
2202.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,16998,TQO,12266,IAH,4,F
2202.00,WS,20229,Westjet,Westjet,15304,TPA,16271,YYZ,3,F
2203.00,07Q,21136,Flair Airlines Ltd.,Flair Airlines Ltd.,14771,SFO,16229,YVR,5,F
2203.00,AA,19805,American Airlines Inc.,American Airlines Inc.,14100,PHL,15084,SXM,1,F
2203.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,14228,PPT,2,F
2204.00,AC,19531,Air Canada,Air Canada,16217,YUL,13930,ORD,3,F
2205.00,LH,19554,Lufthansa German Airlines,Lufthansa German Airlines,11760,FRA,11298,DFW,2,F
2205.00,VB,21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",10423,AUS,13514,MTY,3,F
2205.00,WS,20229,Westjet,Westjet,13487,MSP,16257,YYC,5,F
2206.00,AA,19805,American Airlines Inc.,American Airlines Inc.,14832,SJD,12892,LAX,2,F
2206.00,SK,19571,Scandinavian Airlines Sys.,Scandinavian Airlines Sys.,11618,EWR,13952,OSL,2,F
2206.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12892,LAX,13243,MEL,4,F
2207.00,AA,19805,American Airlines Inc.,American Airlines Inc.,15052,SVD,13303,MIA,3,F
2207.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11638,FAT,13370,MLM,2,F
2208.00,BW,19542,Caribbean Airlines Limited,Caribbean Airlines Limited,11697,FLL,14210,POS,2,F
2208.00,ET,20153,Ethiopian Airlines,Ethiopian Airlines,12952,LFW,12264,IAD,5,F
2209.00,AM,19534,Aeromexico,Aeromexico,11032,CUN,13303,MIA,2,F
2210.00,5D,20250,Aerolitoral,Aerolitoral,10397,ATL,10638,BJX,5,F
2210.00,WS,20229,Westjet,Westjet,12173,HNL,16257,YYC,4,F
2210.00,WS,20229,Westjet,Westjet,16257,YYC,14679,SAN,1,F
2211.00,AC,19531,Air Canada,Air Canada,16149,YOW,11697,FLL,1,F
2211.00,BA,19540,British Airways Plc,British Airways Plc,12972,LHR,13495,MSY,2,F
2211.00,ZG,22069,ZIPAIR Tokyo Inc.,ZIPAIR Tokyo Inc.,12173,HNL,13744,NRT,4,F
2212.00,AA,19805,American Airlines Inc.,American Airlines Inc.,10423,AUS,11032,CUN,4,F
2212.00,F9,20436,Frontier Airlines Inc.,Frontier Airlines Inc.,15016,STL,14293,PUJ,2,F
2212.00,NK,20416,Spirit Air Lines,Spirit Air Lines,11697,FLL,15084,SXM,1,F
2213.00,8R,20234,Edelweiss Air Ag,Edelweiss Air Ag,16321,ZRH,15304,TPA,1,F
2213.00,DM,22141,Arajet S.A.,Arajet S.A.,14843,SJU,14739,SDQ,4,F
2213.00,F9,20436,Frontier Airlines Inc.,Frontier Airlines Inc.,13180,MBJ,10397,ATL,4,F
2213.00,FI,19546,Icelandair,Icelandair,12651,KEF,11292,DEN,2,F
2213.00,WS,20229,Westjet,Westjet,13487,MSP,16042,YEG,3,F
2214.00,AA,19805,American Airlines Inc.,American Airlines Inc.,13306,MID,11298,DFW,4,F
2214.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12010,GUA,11618,EWR,2,F
2215.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,12478,JFK,11760,FRA,3,F
2215.00,LH,19554,Lufthansa German Airlines,Lufthansa German Airlines,11760,FRA,10423,AUS,4,F
2216.00,4Y,22090,Eurowings Discover GmbH,Eurowings Discover GmbH,14100,PHL,11760,FRA,4,F
2216.00,AC,19531,Air Canada,Air Canada,16271,YYZ,10423,AUS,1,F
2216.00,QK,20206,Jazz Aviation LP,Jazz Aviation LP,16271,YYZ,14492,RDU,2,F
2216.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,11618,EWR,12010,GUA,2,F
2216.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12892,LAX,14789,SGN,2,F
2216.00,YV,20378,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,10210,AGU,2,F
2217.00,AA,19805,American Airlines Inc.,American Airlines Inc.,12892,LAX,14832,SJD,1,F
2217.00,VB,21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",13514,MTY,13303,MIA,4,F
2218.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,15566,VCE,12478,JFK,1,F
2218.00,MF,21770,"Xiamen Airlines Co., Ltd.","Xiamen Airlines Co., Ltd.",11724,FOC,12478,JFK,2,F
2218.00,ZG,22069,ZIPAIR Tokyo Inc.,ZIPAIR Tokyo Inc.,12173,HNL,13744,NRT,3,F
2219.00,AA,19805,American Airlines Inc.,American Airlines Inc.,12972,LHR,12889,LAS,1,F
2219.00,N3,22103,Vuela EL Salvador S.A. de C.V.,Vuela EL Salvador S.A. de C.V.,11618,EWR,14677,SAL,1,F
2219.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11638,FAT,13370,MLM,4,F
2220.00,8R,20234,Edelweiss Air Ag,Edelweiss Air Ag,16321,ZRH,12889,LAS,5,F
2220.00,RJ,19568,Alia-(The) Royal Jordanian,Alia-(The) Royal Jordanian,12478,JFK,10287,AMM,2,F
2223.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,13605,NAS,12953,LGA,2,F
2224.00,AA,19805,American Airlines Inc.,American Airlines Inc.,12892,LAX,14832,SJD,2,F
2224.00,AS,19930,Alaska Airlines Inc.,Alaska Airlines Inc.,12173,HNL,10244,AKL,3,F
2224.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12986,LIM,11618,EWR,2,F
2224.00,YV,20378,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,10210,AGU,3,F
2225.00,5D,20250,Aerolitoral,Aerolitoral,10638,BJX,10397,ATL,4,F
2225.00,LH,19554,Lufthansa German Airlines,Lufthansa German Airlines,14747,SEA,11760,FRA,2,F
2226.00,ET,20153,Ethiopian Airlines,Ethiopian Airlines,12264,IAD,12952,LFW,4,F
2227.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,12892,LAX,10696,BNE,3,F
2227.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12892,LAX,14789,SGN,3,F
2227.00,YV,20378,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,13799,OAX,3,F
2228.00,F9,20436,Frontier Airlines Inc.,Frontier Airlines Inc.,11032,CUN,10821,BWI,4,F
2228.00,MQ,20398,Envoy Air,Envoy Air,15317,TRC,11298,DFW,2,F
2229.00,8R,20234,Edelweiss Air Ag,Edelweiss Air Ag,16321,ZRH,15304,TPA,3,F
2229.00,F9,20436,Frontier Airlines Inc.,Frontier Airlines Inc.,15016,STL,14293,PUJ,4,F
2230.00,VB,21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",13796,OAK,11874,GDL,1,F
2230.00,WN,19393,Southwest Airlines Co.,Southwest Airlines Co.,14832,SJD,13232,MDW,3,F
2231.00,TP,19576,TAP-TAP Air Portugal,TAP-TAP Air Portugal,12892,LAX,12991,LIS,2,F
2231.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,11292,DEN,13518,MUC,2,F
2232.00,AA,19805,American Airlines Inc.,American Airlines Inc.,11731,FPO,11057,CLT,3,F
2232.00,AS,19930,Alaska Airlines Inc.,Alaska Airlines Inc.,14312,PVR,12478,JFK,4,F
2232.00,CA,19543,Air China,Air China,12264,IAD,14066,PEK,1,F
2233.00,AI,19533,National Aviation Company of India Limited d/b/a Air India,National Aviation Company of India Limited d/b/a Air India,10716,BOM,11618,EWR,2,F
2233.00,NK,20416,Spirit Air Lines,Spirit Air Lines,11697,FLL,13180,MBJ,1,F
2233.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11298,DFW,14879,SLP,3,F
2235.00,AC,19531,Air Canada,Air Canada,11292,DEN,16229,YVR,2,F
2235.00,EI,19623,Aer Lingus Plc,Aer Lingus Plc,11042,CLE,11435,DUB,3,F
2235.00,QF,19566,Qantas Airways Ltd.,Qantas Airways Ltd.,13243,MEL,11298,DFW,5,F
2235.00,WN,19393,Southwest Airlines Co.,Southwest Airlines Co.,15084,SXM,13204,MCO,4,F
2235.00,WS,20229,Westjet,Westjet,12892,LAX,16042,YEG,1,F
2236.00,N3,22103,Vuela EL Salvador S.A. de C.V.,Vuela EL Salvador S.A. de C.V.,14677,SAL,11618,EWR,4,F
2237.00,CM,19770,Compania Panamena (Copa),Compania Panamena (Copa),14286,PTY,14492,RDU,2,F
2238.00,ET,20153,Ethiopian Airlines,Ethiopian Airlines,10162,ADD,12478,JFK,4,F
2239.00,AA,19805,American Airlines Inc.,American Airlines Inc.,11298,DFW,13594,MZT,3,F
2239.00,AM,19534,Aeromexico,Aeromexico,13252,MEX,12266,IAH,1,F
2239.00,QK,20206,Jazz Aviation LP,Jazz Aviation LP,14492,RDU,16271,YYZ,2,F
2240.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,16782,DSS,12478,JFK,4,F
2241.00,N3,22103,Vuela EL Salvador S.A. de C.V.,Vuela EL Salvador S.A. de C.V.,14677,SAL,13303,MIA,3,F
2241.00,QK,20206,Jazz Aviation LP,Jazz Aviation LP,16271,YYZ,13487,MSP,5,F
2242.00,AA,19805,American Airlines Inc.,American Airlines Inc.,13303,MIA,16998,TQO,1,F
2243.00,AA,19805,American Airlines Inc.,American Airlines Inc.,13605,NAS,14100,PHL,1,F
2243.00,AS,19930,Alaska Airlines Inc.,Alaska Airlines Inc.,12892,LAX,16304,ZIH,4,F
2243.00,CM,19770,Compania Panamena (Copa),Compania Panamena (Copa),14679,SAN,14286,PTY,4,F
2243.00,QF,19566,Qantas Airways Ltd.,Qantas Airways Ltd.,12478,JFK,15092,SYD,5,F
2244.00,37Q,21875,"Eastern Air Express, LLC (EAX)","Eastern Air Express, LLC (EAX)",13303,MIA,12073,HAV,1,L
2244.00,AA,19805,American Airlines Inc.,American Airlines Inc.,13605,NAS,14100,PHL,2,F
2244.00,AA,19805,American Airlines Inc.,American Airlines Inc.,14832,SJD,10423,AUS,4,F
2245.00,DM,22141,Arajet S.A.,Arajet S.A.,11618,EWR,14293,PUJ,4,F
2246.00,AI,19533,National Aviation Company of India Limited d/b/a Air India,National Aviation Company of India Limited d/b/a Air India,14771,SFO,10674,BLR,1,F
2246.00,F9,20436,Frontier Airlines Inc.,Frontier Airlines Inc.,13204,MCO,11032,CUN,3,F
2246.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13232,MDW,16293,ZCL,1,F
2246.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),14893,SMF,10638,BJX,1,F
2247.00,B6,20409,JetBlue Airways,JetBlue Airways,12478,JFK,14832,SJD,1,F
2248.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,10752,BRU,10397,ATL,3,F
2248.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,12953,LGA,13605,NAS,2,F
2248.00,MF,21770,"Xiamen Airlines Co., Ltd.","Xiamen Airlines Co., Ltd.",11724,FOC,12478,JFK,4,F
2248.00,WS,20229,Westjet,Westjet,16042,YEG,13487,MSP,3,F
2248.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),14570,RNO,11874,GDL,5,F
2249.00,AM,19534,Aeromexico,Aeromexico,13930,ORD,11874,GDL,2,F
2249.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13303,MIA,11874,GDL,2,F
2250.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,10721,BOS,13560,MXP,5,F
2250.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10166,ADL,1,F
2251.00,5D,20250,Aerolitoral,Aerolitoral,10397,ATL,13514,MTY,5,F
2251.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),16293,ZCL,12892,LAX,2,F
2253.00,OS,19873,Austrian Airlines,Austrian Airlines,10721,BOS,15595,VIE,5,F
2254.00,5D,20250,Aerolitoral,Aerolitoral,16477,QRO,10397,ATL,2,F
2254.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,10397,ATL,11185,CUR,5,F
2254.00,G7,20500,GoJet Airlines LLC d/b/a United Express,GoJet Airlines LLC d/b/a United Express,16149,YOW,11618,EWR,2,F
2254.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,11928,GLA,11618,EWR,5,F
2254.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12264,IAD,15258,TLV,1,F
2254.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12266,IAH,16998,TQO,5,F
2255.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,13930,ORD,11868,GCM,2,F
2256.00,QF,19566,Qantas Airways Ltd.,Qantas Airways Ltd.,13243,MEL,12173,HNL,1,F
2256.00,VB,21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",11292,DEN,13514,MTY,1,F
2257.00,AA,19805,American Airlines Inc.,American Airlines Inc.,12010,GUA,13930,ORD,1,F
2257.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,11618,EWR,14453,RAK,3,F
2259.00,AM,19534,Aeromexico,Aeromexico,13303,MIA,11032,CUN,3,F
2259.00,B6,20409,JetBlue Airways,JetBlue Airways,15304,TPA,14293,PUJ,2,F
2259.00,CM,19770,Compania Panamena (Copa),Compania Panamena (Copa),14286,PTY,10397,ATL,2,F
2261.00,QK,20206,Jazz Aviation LP,Jazz Aviation LP,16271,YYZ,11057,CLT,1,F
2261.00,WS,20229,Westjet,Westjet,14908,SNA,16257,YYC,3,F
2262.00,FJ,20059,Air Pacific Ltd.,Air Pacific Ltd.,13602,NAN,14771,SFO,2,F
2262.00,GCA,22085,"Global Crossing Airlines, Inc.","Global Crossing Airlines, Inc.",10878,CAP,11697,FLL,5,L
2263.00,ZG,22069,ZIPAIR Tokyo Inc.,ZIPAIR Tokyo Inc.,12266,IAH,13744,NRT,4,F
2264.00,AA,19805,American Airlines Inc.,American Airlines Inc.,10521,BDA,13303,MIA,1,F
2264.00,AC,19531,Air Canada,Air Canada,16271,YYZ,12889,LAS,3,F
2265.00,B6,20409,JetBlue Airways,JetBlue Airways,13605,NAS,13204,MCO,5,F
2265.00,MQ,20398,Envoy Air,Envoy Air,16217,YUL,13930,ORD,5,F
2265.00,SN,21567,Brussels Airlines N.V.,Brussels Airlines N.V.,10752,BRU,12264,IAD,5,F
2266.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,10721,BOS,13605,NAS,4,F
2266.00,F9,20436,Frontier Airlines Inc.,Frontier Airlines Inc.,14293,PUJ,14843,SJU,3,F
2266.00,F9,20436,Frontier Airlines Inc.,Frontier Airlines Inc.,14293,PUJ,15016,STL,2,F
2266.00,MF,21770,"Xiamen Airlines Co., Ltd.","Xiamen Airlines Co., Ltd.",12478,JFK,11724,FOC,1,F
2267.00,2K,21507,Aerogal,Aerogal,13303,MIA,12051,GYE,2,F
2267.00,5D,20250,Aerolitoral,Aerolitoral,10397,ATL,16477,QRO,3,F
2267.00,AS,19930,Alaska Airlines Inc.,Alaska Airlines Inc.,12478,JFK,14312,PVR,3,F
2267.00,B6,20409,JetBlue Airways,JetBlue Airways,11164,CTG,11697,FLL,4,F
2267.00,TA,19574,Taca International Airlines,Taca International Airlines,14677,SAL,12889,LAS,1,F
2267.00,ZG,22069,ZIPAIR Tokyo Inc.,ZIPAIR Tokyo Inc.,13744,NRT,12173,HNL,3,F
2268.00,AA,19805,American Airlines Inc.,American Airlines Inc.,11057,CLT,11731,FPO,3,F
2269.00,EI,19623,Aer Lingus Plc,Aer Lingus Plc,13165,MAN,13204,MCO,3,F
2270.00,SK,19571,Scandinavian Airlines Sys.,Scandinavian Airlines Sys.,13952,OSL,11618,EWR,2,F
2271.00,8R,20234,Edelweiss Air Ag,Edelweiss Air Ag,15304,TPA,16321,ZRH,3,F
2271.00,AC,19531,Air Canada,Air Canada,16229,YVR,13303,MIA,3,F
2271.00,NK,20416,Spirit Air Lines,Spirit Air Lines,11697,FLL,10411,AUA,4,F
2272.00,AY,19538,Finnair Oy,Finnair Oy,12892,LAX,12101,HEL,1,F
2272.00,CM,19770,Compania Panamena (Copa),Compania Panamena (Copa),14286,PTY,10821,BWI,2,F
2272.00,QK,20206,Jazz Aviation LP,Jazz Aviation LP,13930,ORD,16271,YYZ,1,F
2272.00,WS,20229,Westjet,Westjet,16257,YYC,14908,SNA,3,F
2273.00,HY,20080,Uzbekistan Airways,Uzbekistan Airways,15130,TAS,12478,JFK,3,F
2273.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,11618,EWR,14677,SAL,5,F
2274.00,MQ,20398,Envoy Air,Envoy Air,13303,MIA,11372,DOM,1,F
2274.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13232,MDW,10210,AGU,4,F
2275.00,EI,19623,Aer Lingus Plc,Aer Lingus Plc,12339,IND,11435,DUB,3,F
2275.00,WS,20229,Westjet,Westjet,14107,PHX,16232,YWG,3,F
2276.00,AC,19531,Air Canada,Air Canada,16149,YOW,11697,FLL,2,F
2278.00,AA,19805,American Airlines Inc.,American Airlines Inc.,11057,CLT,10575,BGI,1,F
2278.00,TA,19574,Taca International Airlines,Taca International Airlines,10721,BOS,14677,SAL,1,F
2278.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),14832,SJD,13796,OAK,2,F
2279.00,AS,19930,Alaska Airlines Inc.,Alaska Airlines Inc.,10244,AKL,12173,HNL,2,F
2279.00,B6,20409,JetBlue Airways,JetBlue Airways,15013,STI,11697,FLL,4,F
2280.00,4Y,22090,Eurowings Discover GmbH,Eurowings Discover GmbH,11760,FRA,12889,LAS,3,F
2280.00,LR,19556,Lacsa,Lacsa,12010,GUA,12264,IAD,1,F
2280.00,WN,19393,Southwest Airlines Co.,Southwest Airlines Co.,11868,GCM,13204,MCO,3,F
2281.00,AA,19805,American Airlines Inc.,American Airlines Inc.,16998,TQO,13303,MIA,3,F
2282.00,WS,20229,Westjet,Westjet,16229,YVR,10397,ATL,4,F
2283.00,AC,19531,Air Canada,Air Canada,16217,YUL,12266,IAH,2,F
2283.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,13243,MEL,12892,LAX,2,F
2283.00,LR,19556,Lacsa,Lacsa,12010,GUA,12264,IAD,3,F
2283.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12892,LAX,13614,BKK,5,F
2283.00,YV,20378,Mesa Airlines Inc.,Mesa Airlines Inc.,13799,OAX,12266,IAH,3,F
2284.00,AA,19805,American Airlines Inc.,American Airlines Inc.,10575,BGI,11057,CLT,2,F
2284.00,AC,19531,Air Canada,Air Canada,10423,AUS,16271,YYZ,2,F
2284.00,CA,19543,Air China,Air China,14771,SFO,14066,PEK,1,F
2284.00,QK,20206,Jazz Aviation LP,Jazz Aviation LP,16271,YYZ,14100,PHL,2,F
2284.00,WS,20229,Westjet,Westjet,14771,SFO,16257,YYC,1,F
2286.00,RJ,19568,Alia-(The) Royal Jordanian,Alia-(The) Royal Jordanian,10287,AMM,12478,JFK,3,F
2287.00,VB,21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",10423,AUS,13514,MTY,5,F
2288.00,5D,20250,Aerolitoral,Aerolitoral,10397,ATL,16477,QRO,1,F
2288.00,FI,19546,Icelandair,Icelandair,11292,DEN,12651,KEF,1,F
2289.00,AM,19534,Aeromexico,Aeromexico,12266,IAH,13252,MEX,1,F
2289.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,11618,EWR,12986,LIM,2,F
2290.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,12972,LHR,14869,SLC,2,F
2290.00,FJ,20059,Air Pacific Ltd.,Air Pacific Ltd.,11298,DFW,13602,NAN,5,F
2291.00,BW,19542,Caribbean Airlines Limited,Caribbean Airlines Limited,12693,KIN,12478,JFK,4,F
2291.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,11488,EDI,12478,JFK,3,F
2291.00,NK,20416,Spirit Air Lines,Spirit Air Lines,11697,FLL,10448,AXM,4,F
2291.00,WS,20229,Westjet,Westjet,16232,YWG,14107,PHX,1,F
2292.00,AA,19805,American Airlines Inc.,American Airlines Inc.,11298,DFW,11915,GIG,3,F
2292.00,AA,19805,American Airlines Inc.,American Airlines Inc.,16217,YUL,13303,MIA,3,F
2292.00,B6,20409,JetBlue Airways,JetBlue Airways,10721,BOS,12972,LHR,2,F
2292.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12016,GUM,13694,NGO,2,F
2293.00,AA,19805,American Airlines Inc.,American Airlines Inc.,12892,LAX,11032,CUN,5,F
2293.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,10981,CHC,14771,SFO,2,F
2293.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,11618,EWR,14210,POS,2,F
2293.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,13614,BKK,12892,LAX,1,F
2293.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,13694,NGO,12016,GUM,2,F
2293.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11874,GDL,13303,MIA,2,F
2295.00,DL,19790,Delta Air Lines Inc.,Delta Air Lines Inc.,16782,DSS,12478,JFK,2,F
2295.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,12264,IAD,12010,GUA,5,F
2296.00,AA,19805,American Airlines Inc.,American Airlines Inc.,11298,DFW,11868,GCM,2,F
2297.00,AA,19805,American Airlines Inc.,American Airlines Inc.,15084,SXM,14100,PHL,3,F
2297.00,UA,19977,United Air Lines Inc.,United Air Lines Inc.,13614,BKK,12892,LAX,2,F
2297.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11638,FAT,13370,MLM,3,F
2297.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),16293,ZCL,12892,LAX,5,F
2298.00,AA,19805,American Airlines Inc.,American Airlines Inc.,13303,MIA,13068,LRM,1,F
2299.00,NK,20416,Spirit Air Lines,Spirit Air Lines,14739,SDQ,10721,BOS,3,F
2301.00,WS,20229,Westjet,Westjet,16271,YYZ,15304,TPA,3,F
2302.00,AA,19805,American Airlines Inc.,American Airlines Inc.,11298,DFW,14153,PLS,5,F
2302.00,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11638,FAT,13370,MLM,1,F
2303.00,B6,20409,JetBlue Airways,JetBlue Airways,13204,MCO,13605,NAS,3,F
