table_number,table_name,level,region,destino_turistico,ref_date,value
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Araucanía Andina,2016-09,12915.0
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,La Araucanía,Resto región,2016-09,3618.5
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Cuenca del Lago Ranco,2016-09,1544.0714285714298
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Siete Lagos,2016-09,5046.571428571435
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Ríos,Valdivia y Corral,2016-09,38756.07142857142
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Chiloé,2016-09,20357.78431372545
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Lago Llanquihue y Todos los Santos,2016-09,68450.45
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Puerto Montt y alrededores,2016-09,37566.6
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Los Lagos,Resto región,2016-09,26708.890000000007
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Aysén y Coyhaique,2016-09,18723.611607142855
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Carretera Austral Norte,2016-09,1994.0
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Aysén del Gral. Carlos Ibáñez del Campo,Carretera Austral Sur,2016-09,3593.2727272727225
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Punta Arenas y Estrecho de Magallanes,2016-09,33211.4
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Torres del Paine y Puerto Natales,2016-09,16298.681818181822
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Magallanes y la Antártica Chilena,Resto región,2016-09,1627.428571428572
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",national,,,2016-09,1757832.8729234461
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Arica y Parinacota,,2016-09,29780.6
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Tarapacá,,2016-09,73749.62222222221
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Antofagasta,,2016-09,134842.56000000003
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Atacama,,2016-09,38531.899999999994
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Coquimbo,,2016-09,93597.08333333334
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Valparaíso,,2016-09,239022.84207605242
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Metropolitana de Santiago,,2016-09,598582.1333333332
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Libertador Gral. Bernardo O’Higgins,,2016-09,56886.55238095239
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Maule,,2016-09,44632.53461538461
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Ñuble,,2016-09,28834.472934472928
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Biobío,,2016-09,66152.45298994437
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,La Araucanía,,2016-09,79341.28571428571
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Ríos,,2016-09,45346.7142857143
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Los Lagos,,2016-09,153083.7243137255
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Aysén del Gral. Carlos Ibáñez del Campo,,2016-09,24310.884334415583
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",region,Magallanes y la Antártica Chilena,,2016-09,51137.51038961041
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Arica,2016-10,38996.600000000006
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Arica y Parinacota,Camarones y Putre,2016-10,1901.0
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Iquique,2016-10,76558.20000000001
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Tarapacá,Resto región,2016-10,5022.711111111108
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Antofagasta,2016-10,70148.8
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Calama,2016-10,32345.1
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,San Pedro de Atacama,2016-10,51117.12
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Antofagasta,Resto región,2016-10,9343.8
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Copiapó y Ojos del Salado,2016-10,32383.6
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Pan de Azúcar y Bahía Inglesa - Caldera,2016-10,7638.999999999998
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Atacama,Valle del Huasco,2016-10,5660.488888888887
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,La Serena y Coquimbo,2016-10,91900.16666666672
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,Valle del Elqui,2016-10,10344.75
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Coquimbo,Resto región,2016-10,13480.166666666666
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,"Valparaíso, Viña del Mar y Concón",2016-10,170918.33333333328
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Litoral de Los Poetas,2016-10,28579.807017543775
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Litoral Norte,2016-10,12107.153846153853
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Valparaíso,Resto región,2016-10,58527.42207792206
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Metropolitana de Santiago,Santiago urbano,2016-10,629916.2
1,"Número de pernoctaciones de pasajeros en establecimientos de alojamiento turístico, según región y destino turístico, por mes y año.",destino,Metropolitana de Santiago,Resto región,2016-10,46858.66666666666
