Airline ID,Departure,Destination,distance_km,distance_mi
B6,SJU,SDQ,386.8,240.4
B6,SJU,STI,495.9,308.2
B6,SJU,STT,109.1,67.8
B6,SJU,STX,151.3,94.0
B6,SJU,SXM,308.7,191.8
B6,SJU,TPA,1991.3,1237.3
B6,SLC,JFK,3193.6,1984.4
B6,SLC,LGB,947.6,588.8
B6,SMF,JFK,4047.3,2514.9
B6,SMF,LGB,623.8,387.6
B6,SRQ,JFK,1678.0,1042.7
B6,SRQ,LGA,1687.0,1048.3
B6,STI,BOS,2553.1,1586.4
B6,STI,EWR,2391.1,1485.8
B6,STI,JFK,2380.3,1479.1
B6,STI,SJU,495.9,308.2
B6,STT,SJU,109.1,67.8
B6,STX,SJU,151.3,94.0
B6,SWF,FLL,1803.4,1120.6
B6,SWF,MCO,1593.7,990.3
B6,SXM,BOS,2805.9,1743.5
B6,SXM,JFK,2712.2,1685.3
B6,SXM,SJU,308.7,191.8
B6,SYR,JFK,335.6,208.5
B6,SYR,MCO,1697.8,1054.9
B6,TPA,BDL,1790.5,1112.6
B6,TPA,BOS,1908.5,1185.9
B6,TPA,DCA,1311.9,815.2
B6,TPA,EWR,1607.3,998.7
B6,TPA,HPN,1663.0,1033.3
B6,TPA,JFK,1619.5,1006.3
B6,TPA,LGA,1628.3,1011.8
B6,TPA,SJU,1991.3,1237.3
B6,UVF,JFK,3241.3,2014.0
B7,CAN,RMQ,751.0,466.6
B7,CKG,TPE,1528.7,949.9
B7,CSX,RMQ,857.3,532.7
B7,DLC,TPE,1544.5,959.7
B7,FOC,KHH,379.8,236.0
B7,FOC,TPE,184.2,114.4
B7,HAN,KHH,1507.4,936.6
B7,HGH,KHH,851.0,528.8
B7,HGH,RMQ,663.5,412.3
B7,KHH,FOC,379.8,236.0
B7,KHH,HAN,1507.4,936.6
B7,KHH,HGH,851.0,528.8
B7,KHH,KMG,1792.6,1113.9
B7,KHH,SGN,1956.4,1215.7
B7,KHH,TAO,1522.2,945.8
B7,KMG,KHH,1792.6,1113.9
B7,NGB,RMQ,624.0,387.8
B7,NGB,TPE,528.5,328.4
B7,NKG,RMQ,849.1,527.6
B7,NKG,TPE,776.4,482.4
B7,PVG,TSA,675.9,420.0
B7,RMQ,CAN,751.0,466.6
B7,RMQ,CSX,857.3,532.7
B7,RMQ,HGH,663.5,412.3
B7,RMQ,NGB,624.0,387.8
B7,RMQ,NKG,849.1,527.6
B7,RMQ,SZX,717.7,446.0
B7,RMQ,XMN,254.3,158.0
B7,SGN,KHH,1956.4,1215.7
B7,SHE,TPE,1853.3,1151.6
B7,SZX,RMQ,717.7,446.0
B7,SZX,TPE,801.8,498.2
B7,TAO,KHH,1522.2,945.8
B7,TAO,TPE,1246.8,774.7
B7,TPE,CKG,1528.7,949.9
B7,TPE,DLC,1544.5,959.7
B7,TPE,FOC,184.2,114.4
B7,TPE,NGB,528.5,328.4
B7,TPE,NKG,776.4,482.4
B7,TPE,SHE,1853.3,1151.6
B7,TPE,SZX,801.8,498.2
B7,TPE,TAO,1246.8,774.7
B7,TPE,XIY,1590.3,988.2
B7,TPE,YNZ,933.6,580.1
B7,TSA,PVG,675.9,420.0
B7,TSA,XMN,350.5,217.8
B7,XIY,TPE,1590.3,988.2
B7,XMN,RMQ,254.3,158.0
B7,XMN,TSA,350.5,217.8
B7,YNZ,TPE,933.6,580.1
B9,ABD,MHD,1243.7,772.8
B9,ABD,THR,657.5,408.5
B9,AWZ,IFN,331.7,206.1
B9,AWZ,KIH,737.4,458.2
B9,AWZ,MHD,1142.4,709.8
B9,AWZ,SRY,716.8,445.4
B9,AWZ,SYZ,417.9,259.6
B9,AWZ,THR,538.6,334.6
B9,AZD,MHD,689.7,428.6
B9,BND,MHD,1048.9,651.7
B9,GSM,MHD,,
B9,IFN,AWZ,331.7,206.1
B9,IFN,MHD,811.1,504.0
B9,KIH,AWZ,737.4,458.2
B9,KIH,SYZ,361.7,224.8
B9,KSH,MHD,1151.4,715.5
B9,KSH,THR,406.8,252.8
B9,MHD,ABD,1243.7,772.8
B9,MHD,AWZ,1142.4,709.8
B9,MHD,AZD,689.7,428.6
B9,MHD,BND,1048.9,651.7
B9,MHD,GSM,,
B9,MHD,IFN,811.1,504.0
B9,MHD,KSH,1151.4,715.5
B9,MHD,RAS,900.4,559.5
B9,MHD,SRY,578.4,359.4
B9,MHD,SYZ,993.3,617.2
B9,MHD,TBZ,1205.1,748.8
B9,MHD,THR,751.7,467.1
B9,MHD,ZAH,760.8,472.8
B9,RAS,MHD,900.4,559.5
B9,SRY,AWZ,716.8,445.4
B9,SRY,MHD,578.4,359.4
B9,SYZ,AWZ,417.9,259.6
B9,SYZ,KIH,361.7,224.8
B9,SYZ,MHD,993.3,617.2
B9,SYZ,THR,694.2,431.4
B9,TBZ,MHD,1205.1,748.8
B9,TBZ,THR,526.9,327.4
B9,THR,ABD,657.5,408.5
B9,THR,AWZ,538.6,334.6
B9,THR,KSH,406.8,252.8
B9,THR,MHD,751.7,467.1
B9,THR,SYZ,694.2,431.4
B9,THR,TBZ,526.9,327.4
B9,ZAH,MHD,760.8,472.8
BA,AAL,AAR,99.9,62.1
BA,AAL,OSL,343.8,213.6
BA,AAR,AAL,99.9,62.1
BA,AAR,BMA,550.2,341.9
BA,AAR,GOT,181.9,113.0
BA,AAR,OSL,425.6,264.5
BA,ABV,LHR,4774.2,2966.6
BA,ABZ,LCY,649.9,403.9
BA,ABZ,LHR,647.1,402.1
BA,ACC,LHR,5100.1,3169.0
BA,ACE,LGW,2710.2,1684.0
BA,AGP,LCY,1687.9,1048.8
BA,AGP,LGW,1645.2,1022.3
BA,AGP,LHR,1675.9,1041.3
BA,ALA,LHR,5623.9,3494.5
BA,ALC,LGW,1430.9,889.1
BA,ALG,LGW,1630.1,1012.9
BA,AMM,LHR,3683.0,2288.5
BA,AMS,LCY,335.1,208.2
BA,AMS,LGW,364.7,226.6
BA,AMS,LHR,370.4,230.2
BA,ANU,LGW,6564.0,4078.7
BA,ANU,PUJ,713.4,443.3
BA,ANU,SKB,100.2,62.3
BA,ANU,TAB,673.7,418.6
BA,ARN,LCY,1434.8,891.5
BA,ARN,LHR,1462.5,908.8
BA,ATH,LHR,2426.8,1507.9
BA,ATL,DFW,1174.5,729.8
BA,ATL,LHR,6760.8,4200.9
BA,ATL,MIA,959.1,595.9
BA,ATL,ORD,976.3,606.7
BA,AUH,LHR,5516.7,3427.9
BA,AUH,MCT,380.7,236.5
BA,AUS,LHR,7892.7,4904.3
BA,BAH,DOH,147.7,91.8
BA,BAH,LHR,5093.7,3165.1
BA,BCN,JFK,6150.2,3821.6
BA,BCN,LGW,1109.1,689.1
BA,BCN,LHR,1147.7,713.2
BA,BCN,MIA,7544.9,4688.2
BA,BDA,LGW,5540.6,3442.8
BA,BEY,LHR,3481.7,2163.4
BA,BGI,LGW,6758.8,4199.7
BA,BGO,BLL,556.5,345.8
BA,BGO,LHR,1042.1,647.5
BA,BHD,LHR,503.0,312.6
BA,BKK,CNX,596.7,370.8
BA,BKK,HKT,673.5,418.5
BA,BKK,LHR,9578.0,5951.5
BA,BLL,BGO,556.5,345.8
BA,BLL,BRU,620.7,385.7
BA,BLL,DUS,519.3,322.7
BA,BLL,LCY,761.6,473.3
BA,BLL,MAN,782.2,486.0
BA,BLL,MUC,840.7,522.4
BA,BLL,OSL,499.8,310.6
BA,BLL,ZRH,921.1,572.4
BA,BLQ,LHR,1163.2,722.8
BA,BLR,LHR,8046.6,4999.9
BA,BMA,AAR,550.2,341.9
BA,BNE,CNS,1391.1,864.4
BA,BOD,LGW,703.8,437.3
BA,BOM,LHR,7213.1,4482.0
BA,BOS,LHR,5239.7,3255.8
BA,BOS,MAD,5474.4,3401.6
BA,BRI,LGW,1708.6,1061.7
BA,BRU,BLL,620.7,385.7
BA,BRU,LHR,350.4,217.8
BA,BSL,LHR,719.6,447.1
BA,BUD,LHR,1489.6,925.6
BA,BWI,LHR,5833.4,3624.7
BA,CAI,LHR,3532.7,2195.1
BA,CDG,DFW,7944.1,4936.2
BA,CDG,JFK,5833.7,3624.9
BA,CDG,LHR,347.2,215.7
BA,CDG,MIA,7371.5,4580.4
BA,CDG,ORD,6664.2,4141.0
BA,CGN,TXL,463.2,287.8
BA,CMB,MLE,777.7,483.2
BA,CNS,BNE,1391.1,864.4
BA,CNS,HKG,5568.0,3459.8
BA,CNX,BKK,596.7,370.8
BA,CPH,LHR,979.6,608.7
BA,CPT,DUR,1277.0,793.5
BA,CPT,JNB,1271.1,789.8
BA,CPT,LHR,9680.9,6015.4
BA,CPT,PLZ,646.8,401.9
BA,CTA,LGW,1938.2,1204.4
BA,CTU,LHR,8302.0,5158.6
BA,CUN,LGW,7976.7,4956.5
BA,DBV,LGW,1690.1,1050.2
BA,DEL,LHR,6731.3,4182.6
BA,DEN,LHR,7496.5,4658.1
BA,DFW,ATL,1174.5,729.8
BA,DFW,CDG,7944.1,4936.2
BA,DFW,FRA,8258.2,5131.4
BA,DFW,LHR,7627.2,4739.4
BA,DFW,MAD,7973.9,4954.8
BA,DFW,MEX,1510.3,938.5
BA,DFW,MLM,1503.7,934.4
BA,DFW,MSY,719.4,447.0
BA,DME,LHR,2545.1,1581.4
BA,DOH,BAH,147.7,91.8
BA,DUB,JFK,5103.0,3170.9
BA,DUB,LHR,449.3,279.2
BA,DUB,ORD,5895.3,3663.2
BA,DUR,CPT,1277.0,793.5
BA,DUR,JNB,478.6,297.4
BA,DUR,PLZ,711.5,442.1
BA,DUS,BLL,519.3,322.7
BA,DUS,LCY,466.1,289.6
BA,DUS,LHR,501.9,311.9
BA,DUS,ORD,6788.4,4218.1
BA,DXB,LHR,5497.9,3416.3
BA,EBB,LHR,6497.0,4037.0
BA,EDI,LCY,543.1,337.5
BA,EDI,LGW,573.7,356.5
BA,EDI,LHR,533.5,331.5
BA,EWR,LHR,5561.7,3455.9
BA,EWR,ORY,5857.0,3639.4
BA,EZE,LHR,11136.6,6919.9
BA,FAO,LGW,1687.6,1048.6
BA,FAO,LHR,1712.8,1064.3
BA,FCO,JFK,6865.7,4266.2
BA,FCO,LGW,1405.6,873.4
BA,FCO,LHR,1443.9,897.2
BA,FCO,ORD,7741.6,4810.4
BA,FLR,LCY,1193.1,741.4
BA,FNA,LHR,4905.4,3048.1
BA,FNA,ROB,409.6,254.5
BA,FRA,ATL,7409.7,4604.1
BA,FRA,DFW,8258.2,5131.4
BA,FRA,LCY,620.4,385.5
BA,FRA,LHR,654.8,406.8
BA,GCM,NAS,754.1,468.6
BA,GIB,LHR,1747.0,1085.5
BA,GIG,LHR,9253.3,5749.7
BA,GLA,LCY,568.1,353.0
BA,GLA,LGW,595.2,369.9
BA,GLA,LHR,554.7,344.7
BA,GND,UVF,212.4,132.0
BA,GOA,LGW,1006.4,625.4
BA,GOT,AAR,181.9,113.0
BA,GOT,LHR,1068.8,664.1
BA,GOT,MAN,1031.3,640.8
BA,GRU,LHR,9460.2,5878.3
BA,GRX,LCY,1620.3,1006.8
BA,GUA,SAL,203.3,126.4
BA,GVA,LHR,754.1,468.6
BA,GYD,LHR,4002.1,2486.8
BA,HAJ,LHR,703.2,437.0
BA,HAM,LHR,745.4,463.2
BA,HEL,JFK,6607.3,4105.6
BA,HEL,LHR,1848.0,1148.3
BA,HEL,MAN,1811.5,1125.6
BA,HEL,VNO,632.2,392.8
BA,HEL,WAW,939.0,583.5
BA,HKG,CNS,5568.0,3459.8
BA,HKG,LHR,9630.8,5984.3
BA,HKT,BKK,673.5,418.5
BA,HND,LHR,9591.5,5959.9
BA,HRE,JNB,958.5,595.6
BA,HYD,LHR,7754.2,4818.2
BA,IAD,LHR,5901.8,3667.2
BA,IAH,LHR,7763.0,4823.7
BA,IBZ,LCY,1408.4,875.1
BA,IBZ,LHR,1408.0,874.9
BA,ICN,LHR,8861.2,5506.1
BA,IOM,LCY,425.5,264.4
BA,IST,LHR,2488.8,1546.5
BA,JED,LHR,4748.3,2950.5
BA,JER,LGW,258.7,160.7
BA,JFK,BCN,6150.2,3821.6
BA,JFK,CDG,5833.7,3624.9
BA,JFK,DUB,5103.0,3170.9
BA,JFK,FCO,6865.7,4266.2
BA,JFK,HEL,6607.3,4105.6
BA,JFK,LCY,5572.5,3462.6
BA,JFK,LHR,5539.7,3442.2
BA,JFK,MAD,5762.2,3580.5
BA,JFK,MAN,5362.1,3331.8
BA,JFK,MXP,6412.8,3984.7
BA,JFK,ORY,5833.9,3625.0
BA,JMK,LHR,2552.6,1586.1
BA,JNB,CPT,1271.1,789.8
BA,JNB,DUR,478.6,297.4
BA,JNB,HRE,958.5,595.6
BA,JNB,LHR,9075.1,5639.0
BA,JNB,LVI,957.9,595.2
BA,JNB,MRU,3065.9,1905.1
BA,JNB,PLZ,908.2,564.3
BA,JNB,VFA,928.0,576.6
BA,JNB,WDH,1164.7,723.7
BA,JTR,LHR,2644.5,1643.2
BA,KBP,LHR,2185.3,1357.9
BA,KIN,LGW,7536.8,4683.2
BA,KWI,LHR,4674.7,2904.8
BA,LAD,LHR,6835.8,4247.6
BA,LAS,LGW,8432.7,5239.9
BA,LAS,LHR,8395.0,5216.4
BA,LAX,LHR,8759.7,5443.0
BA,LAX,MAD,9387.0,5832.8
BA,LBA,LHR,278.3,172.9
BA,LCA,LGW,3247.5,2017.9
BA,LCA,LHR,3277.8,2036.8
BA,LCY,ABZ,649.9,403.9
BA,LCY,AGP,1687.9,1048.8
BA,LCY,AMS,335.1,208.2
BA,LCY,ARN,1434.8,891.5
BA,LCY,BLL,761.6,473.3
BA,LCY,DUS,466.1,289.6
BA,LCY,EDI,543.1,337.5
BA,LCY,FLR,1193.1,741.4
BA,LCY,FRA,620.4,385.5
BA,LCY,GLA,568.1,353.0
BA,LCY,GRX,1620.3,1006.8
BA,LCY,IBZ,1408.4,875.1
BA,LCY,IOM,425.5,264.4
BA,LCY,MAD,1257.9,781.6
BA,LCY,MAH,1333.8,828.8
BA,LCY,NCE,1023.5,636.0
BA,LCY,PMI,1345.3,835.9
BA,LCY,RTM,305.9,190.1
BA,LCY,VCE,1122.7,697.6
BA,LCY,ZRH,759.7,472.1
BA,LED,LHR,2113.7,1313.4
BA,LGW,ACE,2710.2,1684.0
BA,LGW,AGP,1645.2,1022.3
BA,LGW,ALC,1430.9,889.1
BA,LGW,ALG,1630.1,1012.9
BA,LGW,AMS,364.7,226.6
BA,LGW,ANU,6564.0,4078.7
BA,LGW,BCN,1109.1,689.1
BA,LGW,BDA,5540.6,3442.8
BA,LGW,BGI,6758.8,4199.7
BA,LGW,BOD,703.8,437.3
BA,LGW,BRI,1708.6,1061.7
BA,LGW,CTA,1938.2,1204.4
BA,LGW,CUN,7976.7,4956.5
BA,LGW,DBV,1690.1,1050.2
BA,LGW,EDI,573.7,356.5
BA,LGW,FAO,1687.6,1048.6
BA,LGW,FCO,1405.6,873.4
BA,LGW,GLA,595.2,369.9
BA,LGW,GOA,1006.4,625.4
BA,LGW,JER,258.7,160.7
BA,LGW,KIN,7536.8,4683.2
BA,LGW,LAS,8432.7,5239.9
BA,LGW,LCA,3247.5,2017.9
BA,LGW,MCO,6991.5,4344.3
BA,LGW,MLA,2063.0,1281.9
BA,LGW,MLE,8513.8,5290.2
BA,LGW,MRU,9747.8,6057.0
BA,LGW,NAP,1592.1,989.3
BA,LGW,NCE,1001.0,622.0
BA,LGW,NQY,346.7,215.4
BA,LGW,OLB,1361.5,846.0
BA,LGW,PFO,3185.8,1979.6
BA,LGW,PSA,1148.0,713.3
BA,LGW,RAK,2266.2,1408.2
BA,LGW,SKG,2134.3,1326.2
BA,LGW,SZG,1022.0,635.1
BA,LGW,TFS,2912.4,1809.7
BA,LGW,TIA,1864.5,1158.5
BA,LGW,TPA,7111.1,4418.6
BA,LGW,TRN,879.5,546.5
BA,LGW,UVF,6799.6,4225.1
BA,LGW,VCE,1117.3,694.2
BA,LGW,VRN,1038.1,645.0
BA,LHR,ABV,4774.2,2966.6
BA,LHR,ABZ,647.1,402.1
BA,LHR,ACC,5100.1,3169.0
BA,LHR,AGP,1675.9,1041.3
BA,LHR,ALA,5623.9,3494.5
BA,LHR,AMM,3683.0,2288.5
BA,LHR,AMS,370.4,230.2
BA,LHR,ARN,1462.5,908.8
BA,LHR,ATH,2426.8,1507.9
BA,LHR,ATL,6760.8,4200.9
BA,LHR,AUH,5516.7,3427.9
BA,LHR,AUS,7892.7,4904.3
BA,LHR,BAH,5093.7,3165.1
BA,LHR,BCN,1147.7,713.2
BA,LHR,BEY,3481.7,2163.4
BA,LHR,BGO,1042.1,647.5
BA,LHR,BHD,503.0,312.6
BA,LHR,BKK,9578.0,5951.5
BA,LHR,BLQ,1163.2,722.8
BA,LHR,BLR,8046.6,4999.9
BA,LHR,BOM,7213.1,4482.0
BA,LHR,BOS,5239.7,3255.8
BA,LHR,BRU,350.4,217.8
BA,LHR,BSL,719.6,447.1
BA,LHR,BUD,1489.6,925.6
BA,LHR,BWI,5833.4,3624.7
BA,LHR,CAI,3532.7,2195.1
BA,LHR,CDG,347.2,215.7
BA,LHR,CPH,979.6,608.7
BA,LHR,CPT,9680.9,6015.4
BA,LHR,CTU,8302.0,5158.6
BA,LHR,DEL,6731.3,4182.6
BA,LHR,DEN,7496.5,4658.1
BA,LHR,DFW,7627.2,4739.4
BA,LHR,DME,2545.1,1581.4
BA,LHR,DUB,449.3,279.2
BA,LHR,DUS,501.9,311.9
BA,LHR,DXB,5497.9,3416.3
BA,LHR,EBB,6497.0,4037.0
BA,LHR,EDI,533.5,331.5
BA,LHR,EWR,5561.7,3455.9
BA,LHR,EZE,11136.6,6919.9
BA,LHR,FAO,1712.8,1064.3
BA,LHR,FCO,1443.9,897.2
BA,LHR,FNA,4905.4,3048.1
BA,LHR,FRA,654.8,406.8
BA,LHR,GIB,1747.0,1085.5
BA,LHR,GIG,9253.3,5749.7
BA,LHR,GLA,554.7,344.7
BA,LHR,GOT,1068.8,664.1
BA,LHR,GRU,9460.2,5878.3
BA,LHR,GVA,754.1,468.6
BA,LHR,GYD,4002.1,2486.8
BA,LHR,HAJ,703.2,437.0
BA,LHR,HAM,745.4,463.2
BA,LHR,HEL,1848.0,1148.3
BA,LHR,HKG,9630.8,5984.3
BA,LHR,HND,9591.5,5959.9
BA,LHR,HYD,7754.2,4818.2
BA,LHR,IAD,5901.8,3667.2
BA,LHR,IAH,7763.0,4823.7
BA,LHR,IBZ,1408.0,874.9
BA,LHR,ICN,8861.2,5506.1
BA,LHR,IST,2488.8,1546.5
BA,LHR,JED,4748.3,2950.5
BA,LHR,JFK,5539.7,3442.2
BA,LHR,JMK,2552.6,1586.1
BA,LHR,JNB,9075.1,5639.0
BA,LHR,JTR,2644.5,1643.2
BA,LHR,KBP,2185.3,1357.9
BA,LHR,KWI,4674.7,2904.8
BA,LHR,LAD,6835.8,4247.6
BA,LHR,LAS,8395.0,5216.4
BA,LHR,LAX,8759.7,5443.0
BA,LHR,LBA,278.3,172.9
BA,LHR,LCA,3277.8,2036.8
BA,LHR,LED,2113.7,1313.4
BA,LHR,LIN,980.6,609.3
BA,LHR,LIS,1563.9,971.8
BA,LHR,LOS,5004.1,3109.4
BA,LHR,LUX,513.6,319.2
BA,LHR,LYS,757.3,470.6
BA,LHR,MAA,8235.0,5117.0
BA,LHR,MAD,1246.0,774.2
BA,LHR,MAN,242.8,150.9
BA,LHR,MEX,8903.9,5532.6
BA,LHR,MIA,7108.9,4417.3
BA,LHR,MRS,989.3,614.7
BA,LHR,MUC,941.6,585.1
BA,LHR,MXP,936.4,581.8
BA,LHR,NAS,6976.5,4335.0
BA,LHR,NBO,6841.2,4251.0
BA,LHR,NCE,1041.1,646.9
BA,LHR,NCL,405.0,251.6
BA,LHR,NRT,9591.5,5959.9
BA,LHR,OPO,1298.1,806.6
BA,LHR,ORD,6343.8,3941.8
BA,LHR,ORY,366.5,227.8
BA,LHR,OSL,1197.7,744.2
BA,LHR,OTP,2103.8,1307.2
BA,LHR,PEK,8153.3,5066.2
BA,LHR,PHL,5689.8,3535.5
BA,LHR,PHX,8462.9,5258.6
BA,LHR,PMI,1348.2,837.8
BA,LHR,PRG,1044.3,648.9
BA,LHR,PSA,1186.1,737.0
BA,LHR,PVG,9241.4,5742.4
BA,LHR,RDU,6216.1,3862.5
BA,LHR,RTM,341.8,212.4
BA,LHR,RUH,4940.6,3070.0
BA,LHR,SAN,8806.9,5472.4
BA,LHR,SEA,7702.1,4785.9
BA,LHR,SFO,8616.0,5353.7
BA,LHR,SIN,10883.3,6762.6
BA,LHR,SOF,2040.9,1268.2
BA,LHR,STR,756.3,469.9
BA,LHR,SVG,909.2,564.9
BA,LHR,TIP,2365.5,1469.8
BA,LHR,TLS,882.6,548.4
BA,LHR,TLV,3588.7,2229.9
BA,LHR,TXL,947.2,588.6
BA,LHR,VCE,1151.4,715.5
BA,LHR,VIE,1275.1,792.3
BA,LHR,WAW,1469.6,913.2
BA,LHR,YUL,5214.2,3240.0
BA,LHR,YVR,7578.6,4709.1
BA,LHR,YYC,7015.0,4358.9
BA,LHR,YYZ,5707.1,3546.2
BA,LHR,ZAG,1367.9,850.0
BA,LHR,ZRH,788.1,489.7
BA,LIN,LHR,980.6,609.3
BA,LIS,LHR,1563.9,971.8
BA,LOS,LHR,5004.1,3109.4
BA,LUX,LHR,513.6,319.2
BA,LVI,JNB,957.9,595.2
BA,LYS,LHR,757.3,470.6
BA,MAA,LHR,8235.0,5117.0
BA,MAD,BOS,5474.4,3401.6
BA,MAD,DFW,7973.9,4954.8
BA,MAD,JFK,5762.2,3580.5
BA,MAD,LAX,9387.0,5832.8
BA,MAD,LCY,1257.9,781.6
BA,MAD,LHR,1246.0,774.2
BA,MAD,MIA,7107.3,4416.2
BA,MAD,ORD,6745.8,4191.7
BA,MAH,LCY,1333.8,828.8
BA,MAN,BLL,782.2,486.0
BA,MAN,GOT,1031.3,640.8
BA,MAN,HEL,1811.5,1125.6
BA,MAN,JFK,5362.1,3331.8
BA,MAN,LHR,242.8,150.9
BA,MAN,ORD,6140.0,3815.2
BA,MCO,LGW,6991.5,4344.3
BA,MCT,AUH,380.7,236.5
BA,MEX,DFW,1510.3,938.5
BA,MEX,LHR,8903.9,5532.6
BA,MEX,MIA,2050.7,1274.3
BA,MIA,ATL,959.1,595.9
BA,MIA,BCN,7544.9,4688.2
BA,MIA,CDG,7371.5,4580.4
BA,MIA,CUR,1923.0,1194.9
BA,MIA,LHR,7108.9,4417.3
BA,MIA,MAD,7107.3,4416.2
BA,MIA,MEX,2050.7,1274.3
BA,MIA,MSY,1084.6,673.9
BA,MIA,MXP,7920.0,4921.3
BA,MIA,STT,1780.9,1106.6
BA,MLA,LGW,2063.0,1281.9
BA,MLE,CMB,777.7,483.2
BA,MLE,LGW,8513.8,5290.2
BA,MLM,DFW,1503.7,934.4
BA,MRS,LHR,989.3,614.7
BA,MRU,JNB,3065.9,1905.1
BA,MRU,LGW,9747.8,6057.0
BA,MSY,DFW,719.4,447.0
BA,MSY,MIA,1084.6,673.9
BA,MSY,ORD,1349.3,838.4
BA,MUC,BLL,840.7,522.4
BA,MUC,LHR,941.6,585.1
BA,MXP,JFK,6412.8,3984.7
BA,MXP,LHR,936.4,581.8
BA,MXP,MIA,7920.0,4921.3
BA,NAP,LGW,1592.1,989.3
BA,NAS,GCM,754.1,468.6
BA,NAS,LHR,6976.5,4335.0
BA,NAS,PLS,642.9,399.5
BA,NBO,LHR,6841.2,4251.0
BA,NCE,LCY,1023.5,636.0
BA,NCE,LGW,1001.0,622.0
BA,NCE,LHR,1041.1,646.9
BA,NCL,LHR,405.0,251.6
BA,NQY,LGW,346.7,215.4
BA,NRT,LHR,9591.5,5959.9
BA,OLB,LGW,1361.5,846.0
BA,OPO,LHR,1298.1,806.6
BA,ORD,ATL,976.3,606.7
BA,ORD,CDG,6664.2,4141.0
BA,ORD,DUB,5895.3,3663.2
BA,ORD,DUS,6788.4,4218.1
BA,ORD,FCO,7741.6,4810.4
BA,ORD,LHR,6343.8,3941.8
BA,ORD,MAD,6745.8,4191.7
BA,ORD,MAN,6140.0,3815.2
BA,ORD,MSY,1349.3,838.4
BA,ORY,EWR,5857.0,3639.4
BA,ORY,JFK,5833.9,3625.0
BA,ORY,LHR,366.5,227.8
BA,OSL,AAL,343.8,213.6
BA,OSL,AAR,425.6,264.5
BA,OSL,BLL,499.8,310.6
BA,OSL,LHR,1197.7,744.2
BA,OTP,LHR,2103.8,1307.2
BA,PEK,LHR,8153.3,5066.2
BA,PFO,LGW,3185.8,1979.6
BA,PHL,LHR,5689.8,3535.5
BA,PHX,LHR,8462.9,5258.6
BA,PLS,NAS,642.9,399.5
BA,PLZ,CPT,646.8,401.9
BA,PLZ,DUR,711.5,442.1
BA,PLZ,JNB,908.2,564.3
BA,PMI,LCY,1345.3,835.9
BA,PMI,LHR,1348.2,837.8
BA,POS,UVF,351.4,218.4
BA,PRG,LHR,1044.3,648.9
BA,PSA,LGW,1148.0,713.3
BA,PSA,LHR,1186.1,737.0
BA,PUJ,ANU,713.4,443.3
BA,PVG,LHR,9241.4,5742.4
BA,RAK,LGW,2266.2,1408.2
BA,RDU,LHR,6216.1,3862.5
BA,ROB,FNA,409.6,254.5
BA,RTM,LCY,305.9,190.1
BA,RTM,LHR,341.8,212.4
BA,RUH,LHR,4940.6,3070.0
BA,SAL,MAD,8666.0,5384.8
BA,SAN,LHR,8806.9,5472.4
BA,SEA,LHR,7702.1,4785.9
BA,SFO,LHR,8616.0,5353.7
BA,SIN,LHR,10883.3,6762.6
BA,SIN,SYD,6293.5,3910.6
BA,SJO,MIA,1804.7,1121.4
BA,SKB,ANU,100.2,62.3
BA,SKG,LGW,2134.3,1326.2
BA,SOF,LHR,2040.9,1268.2
BA,STR,LHR,756.3,469.9
BA,STT,MIA,1780.9,1106.6
BA,SVG,LHR,909.2,564.9
BA,SYD,SIN,6293.5,3910.6
BA,SZG,LGW,1022.0,635.1
BA,TAB,ANU,673.7,418.6
BA,TFS,LGW,2912.4,1809.7
BA,TIA,LGW,1864.5,1158.5
BA,TIP,LHR,2365.5,1469.8
BA,TLS,LHR,882.6,548.4
BA,TLV,LHR,3588.7,2229.9
BA,TPA,LGW,7111.1,4418.6
BA,TRN,LGW,879.5,546.5
BA,TXL,LHR,947.2,588.6
BA,UVF,GND,212.4,132.0
BA,UVF,LGW,6799.6,4225.1
BA,UVF,POS,351.4,218.4
BA,VCE,LCY,1122.7,697.6
BA,VCE,LGW,1117.3,694.2
BA,VCE,LHR,1151.4,715.5
BA,VFA,JNB,928.0,576.6
BA,VIE,LHR,1275.1,792.3
BA,VNO,HEL,632.2,392.8
BA,VRN,LGW,1038.1,645.0
BA,WAW,HEL,939.0,583.5
BA,WAW,LHR,1469.6,913.2
BA,WDH,JNB,1164.7,723.7
BA,YUL,LHR,5214.2,3240.0
BA,YVR,LHR,7578.6,4709.1
BA,YYC,LHR,7015.0,4358.9
BA,YYZ,LHR,5707.1,3546.2
BA,ZAG,LHR,1367.9,850.0
BA,ZRH,BLL,921.1,572.4
BA,ZRH,LCY,759.7,472.1
BA,ZRH,LHR,788.1,489.7
BB,DOM,SJU,594.4,369.4
BB,EIS,SJU,153.9,95.6
BB,FDF,SJU,683.3,424.6
BB,LRM,SJU,307.0,190.7
BB,NEV,SKB,18.0,11.2
BB,PTP,SJU,532.4,330.8
BB,PUJ,SJU,249.4,155.0
BB,SDQ,SJU,386.8,240.4
BB,SJU,DOM,594.4,369.4
BB,SJU,EIS,153.9,95.6
BB,SJU,FDF,683.3,424.6
BB,SJU,LRM,307.0,190.7
BB,SJU,PTP,532.4,330.8
BB,SJU,PUJ,249.4,155.0
BB,SJU,SDQ,386.8,240.4
BB,SJU,SKB,369.4,229.5
