Airline ID,Departure,Destination,distance_km,distance_mi
QR,BUD,ZAG,307.7,191.2
QR,CAI,DOH,2057.6,1278.5
QR,CAN,DOH,6196.9,3850.6
QR,CCJ,DOH,3005.0,1867.2
QR,CCU,DOH,3743.0,2325.8
QR,CDG,DOH,4969.2,3087.7
QR,CDG,JFK,5833.7,3624.9
QR,CGK,DOH,6893.6,4283.5
QR,CKG,DOH,5400.6,3355.8
QR,CMB,DOH,3612.5,2244.7
QR,CMN,DOH,5734.4,3563.2
QR,CNX,BKK,596.7,370.8
QR,COK,DOH,3108.3,1931.4
QR,CPH,DOH,4609.7,2864.3
QR,CPT,DOH,7452.1,4630.5
QR,CPT,JNB,1271.1,789.8
QR,CRK,DOH,7209.0,4479.5
QR,CTU,DOH,5130.9,3188.2
QR,DAC,DOH,3912.7,2431.2
QR,DAR,DOH,3818.7,2372.8
QR,DAR,JRO,450.1,279.7
QR,DEL,DOH,2549.2,1584.0
QR,DME,DOH,3531.9,2194.6
QR,DMM,DOH,224.8,139.7
QR,DOH,ADD,2262.5,1405.9
QR,DOH,ALG,4732.3,2940.5
QR,DOH,AMD,2144.7,1332.7
QR,DOH,AMM,1683.7,1046.2
QR,DOH,ARN,4618.1,2869.6
QR,DOH,ATH,2957.9,1837.9
QR,DOH,ATQ,2371.0,1473.3
QR,DOH,AUH,320.9,199.4
QR,DOH,BAH,147.7,91.8
QR,DOH,BCN,4861.5,3020.8
QR,DOH,BEY,1822.7,1132.6
QR,DOH,BGW,1139.7,708.2
QR,DOH,BKK,5280.0,3280.8
QR,DOH,BLR,3042.7,1890.6
QR,DOH,BOM,2291.3,1423.7
QR,DOH,BRU,4892.4,3040.0
QR,DOH,BSR,703.1,436.9
QR,DOH,BUD,3755.6,2333.6
QR,DOH,CAI,2057.6,1278.5
QR,DOH,CAN,6196.9,3850.6
QR,DOH,CCJ,3005.0,1867.2
QR,DOH,CCU,3743.0,2325.8
QR,DOH,CDG,4969.2,3087.7
QR,DOH,CGK,6893.6,4283.5
QR,DOH,CKG,5400.6,3355.8
QR,DOH,CMB,3612.5,2244.7
QR,DOH,CMN,5734.4,3563.2
QR,DOH,COK,3108.3,1931.4
QR,DOH,CPH,4609.7,2864.3
QR,DOH,CRK,7209.0,4479.5
QR,DOH,CTU,5130.9,3188.2
QR,DOH,DAC,3912.7,2431.2
QR,DOH,DAR,3818.7,2372.8
QR,DOH,DEL,2549.2,1584.0
QR,DOH,DME,3531.9,2194.6
QR,DOH,DMM,224.8,139.7
QR,DOH,DWC,360.3,223.9
QR,DOH,DXB,377.7,234.7
QR,DOH,EBB,3480.1,2162.4
QR,DOH,EBL,1420.0,882.4
QR,DOH,ELQ,792.5,492.4
QR,DOH,ESB,2390.8,1485.6
QR,DOH,FCO,4038.7,2509.5
QR,DOH,FRA,4587.5,2850.6
QR,DOH,GOI,2559.8,1590.6
QR,DOH,GRU,11858.3,7368.4
QR,DOH,GVA,4635.9,2880.6
QR,DOH,GYD,1695.7,1053.7
QR,DOH,HBE,2234.8,1388.6
QR,DOH,HGH,6692.6,4158.6
QR,DOH,HKG,6290.7,3908.9
QR,DOH,HYD,2913.5,1810.4
QR,DOH,IAD,11127.4,6914.2
QR,DOH,IAH,12932.6,8035.9
QR,DOH,ICN,7052.5,4382.2
QR,DOH,IKA,1128.7,701.3
QR,DOH,ISB,2248.7,1397.3
QR,DOH,IST,2755.9,1712.5
QR,DOH,ISU,1292.6,803.2
QR,DOH,JED,1330.6,826.8
QR,DOH,JFK,10769.5,6691.8
QR,DOH,JNB,6242.5,3878.9
QR,DOH,KHI,1565.9,973.0
QR,DOH,KIX,7905.1,4912.0
QR,DOH,KRT,2254.7,1401.0
QR,DOH,KTM,3359.5,2087.5
QR,DOH,KUL,5909.3,3671.9
QR,DOH,KWI,568.0,352.9
QR,DOH,LCA,2028.3,1260.3
QR,DOH,LHE,2330.3,1448.0
QR,DOH,LHR,5241.5,3256.9
QR,DOH,LOS,5527.5,3434.6
QR,DOH,LXR,1896.4,1178.3
QR,DOH,MAA,3286.4,2042.1
QR,DOH,MAD,5329.9,3311.8
QR,DOH,MAN,5409.4,3361.2
QR,DOH,MCT,701.1,435.7
QR,DOH,MED,1202.7,747.3
QR,DOH,MEL,11957.5,7430.1
QR,DOH,MHD,1439.1,894.2
QR,DOH,MLE,3312.3,2058.2
QR,DOH,MNL,7282.5,4525.1
QR,DOH,MUC,4301.9,2673.1
QR,DOH,MXP,4422.8,2748.2
QR,DOH,NBO,3352.7,2083.3
QR,DOH,NJF,1025.1,637.0
QR,DOH,NRT,8297.7,5155.9
QR,DOH,ORD,11458.1,7119.7
QR,DOH,OSL,4955.5,3079.2
QR,DOH,OTP,3140.5,1951.4
QR,DOH,PEK,6162.5,3829.2
QR,DOH,PER,9329.6,5797.2
QR,DOH,PEW,2149.1,1335.4
QR,DOH,PHL,10918.6,6784.5
QR,DOH,PVG,6796.0,4222.8
QR,DOH,RGN,4690.6,2914.6
QR,DOH,RUH,495.5,307.9
QR,DOH,SAH,1333.3,828.5
QR,DOH,SGN,5994.7,3724.9
QR,DOH,SHJ,393.0,244.2
QR,DOH,SIN,6206.7,3856.6
QR,DOH,SLL,951.1,591.0
QR,DOH,SYZ,484.2,300.8
QR,DOH,TIF,1204.8,748.7
QR,DOH,TRV,3265.5,2029.1
QR,DOH,TUN,4110.4,2554.1
QR,DOH,TXL,4405.6,2737.5
QR,DOH,VCE,4149.7,2578.5
QR,DOH,VIE,3968.6,2465.9
QR,DOH,WAW,3944.2,2450.8
QR,DOH,YUL,10406.2,6466.1
QR,DOH,ZRH,4495.0,2793.0
QR,DPS,SIN,1671.5,1038.6
QR,DWC,DOH,360.3,223.9
QR,DXB,DOH,377.7,234.7
QR,EBB,DOH,3480.1,2162.4
QR,EBB,KGL,340.0,211.3
QR,EBL,DOH,1420.0,882.4
QR,ELQ,DOH,792.5,492.4
QR,ESB,BEG,1162.1,722.1
QR,ESB,DOH,2390.8,1485.6
QR,EZE,GRU,1722.2,1070.1
QR,FCO,DOH,4038.7,2509.5
QR,FRA,DOH,4587.5,2850.6
QR,GOI,DOH,2559.8,1590.6
QR,GRU,DOH,11858.3,7368.4
QR,GRU,EZE,1722.2,1070.1
QR,GVA,DOH,4635.9,2880.6
QR,GYD,DOH,1695.7,1053.7
QR,GYD,TBS,447.2,277.9
QR,HAN,BKK,995.2,618.4
QR,HBE,DOH,2234.8,1388.6
QR,HGH,DOH,6692.6,4158.6
QR,HKG,DOH,6290.7,3908.9
QR,HKT,BKK,673.5,418.5
QR,HKT,KUL,705.1,438.1
QR,HYD,DOH,2913.5,1810.4
QR,IAD,DOH,11127.4,6914.2
QR,IAH,DOH,12932.6,8035.9
QR,ICN,DOH,7052.5,4382.2
QR,IKA,DOH,1128.7,701.3
QR,ISB,DOH,2248.7,1397.3
QR,IST,DOH,2755.9,1712.5
QR,ISU,DOH,1292.6,803.2
QR,JED,DOH,1330.6,826.8
QR,JFK,BCN,6150.2,3821.6
QR,JFK,CDG,5833.7,3624.9
QR,JFK,DOH,10769.5,6691.8
QR,JFK,LAS,3609.3,2242.7
QR,JFK,MSY,1901.5,1181.5
QR,JFK,MXP,6412.8,3984.7
QR,JFK,ORD,1187.8,738.1
QR,JFK,SAN,3928.0,2440.8
QR,JNB,CPT,1271.1,789.8
QR,JNB,DOH,6242.5,3878.9
QR,JNB,MPM,433.0,269.0
QR,JRO,DAR,450.1,279.7
QR,KBV,BKK,649.8,403.7
QR,KGL,EBB,340.0,211.3
QR,KHI,DOH,1565.9,973.0
QR,KIX,DOH,7905.1,4912.0
QR,KRT,DOH,2254.7,1401.0
QR,KTM,DOH,3359.5,2087.5
QR,KUL,DOH,5909.3,3671.9
QR,KUL,HKT,705.1,438.1
QR,KWI,DOH,568.0,352.9
QR,LAS,JFK,3609.3,2242.7
QR,LCA,DOH,2028.3,1260.3
QR,LHE,DOH,2330.3,1448.0
QR,LHR,DOH,5241.5,3256.9
QR,LOS,DOH,5527.5,3434.6
QR,LXR,DOH,1896.4,1178.3
QR,MAA,DOH,3286.4,2042.1
QR,MAD,DOH,5329.9,3311.8
QR,MAN,DOH,5409.4,3361.2
QR,MCT,DOH,701.1,435.7
QR,MDL,BKK,1024.8,636.8
QR,MED,DOH,1202.7,747.3
QR,MEL,DOH,11957.5,7430.1
QR,MEX,ATL,2143.4,1331.8
QR,MHD,DOH,1439.1,894.2
QR,MLE,DOH,3312.3,2058.2
QR,MNL,DOH,7282.5,4525.1
QR,MPM,JNB,433.0,269.0
QR,MSY,JFK,1901.5,1181.5
QR,MUC,DOH,4301.9,2673.1
QR,MXP,DOH,4422.8,2748.2
QR,MXP,JFK,6412.8,3984.7
QR,NBO,DOH,3352.7,2083.3
QR,NJF,DOH,1025.1,637.0
QR,NRT,DOH,8297.7,5155.9
QR,ORD,ATL,976.3,606.7
QR,ORD,DOH,11458.1,7119.7
QR,ORD,JFK,1187.8,738.1
QR,ORD,MSY,1349.3,838.4
QR,OSL,DOH,4955.5,3079.2
QR,OTP,DOH,3140.5,1951.4
QR,OTP,SOF,299.5,186.1
QR,PEK,DOH,6162.5,3829.2
QR,PER,DOH,9329.6,5797.2
QR,PEW,DOH,2149.1,1335.4
QR,PHL,DOH,10918.6,6784.5
QR,PNH,SGN,213.2,132.5
QR,PVG,DOH,6796.0,4222.8
QR,RGN,DOH,4690.6,2914.6
QR,RUH,DOH,495.5,307.9
QR,SAH,DOH,1333.3,828.5
QR,SAN,JFK,3928.0,2440.8
QR,SGN,DOH,5994.7,3724.9
QR,SGN,PNH,213.2,132.5
QR,SHJ,DOH,393.0,244.2
QR,SIN,DOH,6206.7,3856.6
QR,SIN,DPS,1671.5,1038.6
QR,SLL,DOH,951.1,591.0
QR,SOF,OTP,299.5,186.1
QR,SYZ,DOH,484.2,300.8
QR,TBS,GYD,447.2,277.9
QR,TIF,DOH,1204.8,748.7
QR,TRV,DOH,3265.5,2029.1
QR,TUN,DOH,4110.4,2554.1
QR,TXL,DOH,4405.6,2737.5
QR,VCE,DOH,4149.7,2578.5
QR,VIE,DOH,3968.6,2465.9
QR,WAW,DOH,3944.2,2450.8
QR,YUL,DOH,10406.2,6466.1
QR,ZAG,BUD,307.7,191.2
QR,ZRH,DOH,4495.0,2793.0
QS,AMS,PRG,705.0,438.1
QS,ARN,PRG,1087.1,675.5
QS,AYT,PRG,1974.8,1227.1
QS,BCN,PRG,1358.0,843.8
QS,BRU,PRG,696.6,432.8
QS,BTS,PRG,303.6,188.7
QS,BUD,PRG,471.6,293.0
QS,CDG,OSR,1127.6,700.7
QS,CDG,PRG,852.4,529.6
QS,CPH,PRG,622.8,387.0
QS,DUS,PRG,543.8,337.9
QS,FCO,PRG,936.0,581.6
QS,FNC,PRG,3193.8,1984.5
QS,FRA,PRG,406.1,252.3
QS,HAM,PRG,489.8,304.3
QS,KBP,PRG,1181.3,734.0
QS,KSC,PRG,529.8,329.2
QS,LPA,PRG,3511.8,2182.1
QS,MAD,PRG,1750.4,1087.7
QS,MXP,PRG,645.7,401.2
QS,NCE,PRG,893.5,555.2
QS,OSR,CDG,1127.6,700.7
QS,OSR,PRG,279.4,173.6
QS,OTP,PRG,1080.6,671.5
QS,PMI,PRG,1480.2,919.7
QS,PRG,AMS,705.0,438.1
QS,PRG,ARN,1087.1,675.5
QS,PRG,AYT,1974.8,1227.1
QS,PRG,BCN,1358.0,843.8
QS,PRG,BRU,696.6,432.8
QS,PRG,BTS,303.6,188.7
QS,PRG,BUD,471.6,293.0
QS,PRG,CDG,852.4,529.6
QS,PRG,CPH,622.8,387.0
QS,PRG,DUS,543.8,337.9
QS,PRG,FCO,936.0,581.6
QS,PRG,FNC,3193.8,1984.5
QS,PRG,FRA,406.1,252.3
QS,PRG,HAM,489.8,304.3
QS,PRG,HER,1863.6,1158.0
QS,PRG,KBP,1181.3,734.0
QS,PRG,KSC,529.8,329.2
QS,PRG,LPA,3511.8,2182.1
QS,PRG,MAD,1750.4,1087.7
QS,PRG,MXP,645.7,401.2
QS,PRG,NCE,893.5,555.2
QS,PRG,OSR,279.4,173.6
QS,PRG,OTP,1080.6,671.5
QS,PRG,PMI,1480.2,919.7
QS,PRG,RHO,1883.7,1170.5
QS,PRG,SPU,745.9,463.5
QS,PRG,SXB,510.9,317.5
QS,PRG,TFS,3573.2,2220.3
QS,PRG,TLV,2634.6,1637.1
QS,PRG,TXL,281.6,175.0
QS,PRG,VLC,1651.2,1026.0
QS,PRG,WAW,521.0,323.7
QS,PRG,ZRH,510.7,317.3
QS,RHO,PRG,1883.7,1170.5
QS,SPU,PRG,745.9,463.5
QS,SXB,PRG,510.9,317.5
QS,TFS,PRG,3573.2,2220.3
QS,TLV,PRG,2634.6,1637.1
QS,TXL,PRG,281.6,175.0
QS,VLC,PRG,1651.2,1026.0
QS,WAW,PRG,521.0,323.7
QS,ZRH,PRG,510.7,317.3
QU,IEV,VKO,734.6,456.5
QU,LWO,VKO,1100.1,683.6
QU,VKO,IEV,734.6,456.5
QU,VKO,LWO,1100.1,683.6
QV,BKK,LPQ,707.4,439.6
QV,BKK,VTE,516.8,321.1
QV,BKK,ZVK,536.4,333.3
QV,CAN,VTE,1267.5,787.6
QV,CNX,LPQ,358.4,222.7
QV,HAN,LPQ,407.1,253.0
QV,HAN,VTE,494.6,307.3
QV,HOE,VTE,336.9,209.4
QV,ICN,VTE,3178.8,1975.2
QV,JHG,LPQ,272.9,169.6
QV,KMG,VTE,791.9,492.1
QV,LPQ,BKK,707.4,439.6
QV,LPQ,CNX,358.4,222.7
QV,LPQ,HAN,407.1,253.0
QV,LPQ,JHG,272.9,169.6
QV,LPQ,PKZ,654.2,406.5
QV,LPQ,REP,742.4,461.3
QV,LPQ,VTE,216.4,134.5
QV,LXG,VTE,352.9,219.3
QV,ODY,VTE,305.5,189.8
QV,PKZ,LPQ,654.2,406.5
QV,PKZ,REP,285.7,177.5
QV,PKZ,SGN,488.8,303.7
QV,PKZ,VTE,467.4,290.4
QV,PKZ,ZVK,192.4,119.6
QV,PNH,VTE,757.1,470.4
QV,REP,LPQ,742.4,461.3
QV,REP,PKZ,285.7,177.5
QV,SGN,PKZ,488.8,303.7
QV,SIN,VTE,1856.7,1153.7
QV,VTE,BKK,516.8,321.1
QV,VTE,CAN,1267.5,787.6
QV,VTE,HAN,494.6,307.3
QV,VTE,HOE,336.9,209.4
QV,VTE,ICN,3178.8,1975.2
QV,VTE,KMG,791.9,492.1
QV,VTE,LPQ,216.4,134.5
QV,VTE,LXG,352.9,219.3
QV,VTE,ODY,305.5,189.8
QV,VTE,PKZ,467.4,290.4
QV,VTE,PNH,757.1,470.4
QV,VTE,SIN,1856.7,1153.7
QV,VTE,XKH,174.2,108.2
QV,VTE,ZVK,282.4,175.5
QV,XKH,VTE,174.2,108.2
QV,ZVK,BKK,536.4,333.3
QV,ZVK,PKZ,192.4,119.6
QV,ZVK,VTE,282.4,175.5
QZ,BDO,DPS,861.0,535.0
QZ,BDO,JHB,1044.1,648.7
QZ,BDO,KUL,1254.7,779.7
QZ,BDO,PKU,1064.3,661.3
QZ,BDO,SIN,999.9,621.3
QZ,BDO,SUB,577.4,358.8
QZ,BKI,DPS,1635.9,1016.5
QZ,CGK,DMK,2326.0,1445.3
QZ,CGK,DPS,982.6,610.6
QZ,CGK,HKT,1833.6,1139.3
QZ,CGK,JHB,925.1,574.8
QZ,CGK,JOG,455.9,283.3
QZ,CGK,KUL,1129.0,701.5
QZ,CGK,PEN,1454.2,903.6
QZ,CGK,SIN,882.2,548.2
QZ,CGK,SUB,691.2,429.5
QZ,DMK,CGK,2326.0,1445.3
QZ,DMK,SUB,2722.6,1691.7
QZ,DPS,BDO,861.0,535.0
QZ,DPS,BKI,1635.9,1016.5
QZ,DPS,CGK,982.6,610.6
QZ,DPS,DRW,1764.4,1096.4
QZ,DPS,JOG,531.8,330.5
QZ,DPS,KUL,1964.4,1220.6
QZ,DPS,PER,2580.2,1603.2
QZ,DPS,SIN,1671.5,1038.6
QZ,DPS,SUB,303.0,188.3
QZ,DPS,UPG,634.4,394.2
QZ,DRW,DPS,1764.4,1096.4
QZ,HKT,CGK,1833.6,1139.3
QZ,JHB,BDO,1044.1,648.7
QZ,JHB,CGK,925.1,574.8
QZ,JHB,SUB,1424.5,885.1
QZ,JOG,CGK,455.9,283.3
QZ,JOG,DPS,531.8,330.5
QZ,JOG,SIN,1241.9,771.7
QZ,KUL,BDO,1254.7,779.7
QZ,KUL,CGK,1129.0,701.5
QZ,KUL,DPS,1964.4,1220.6
QZ,KUL,SUB,1666.8,1035.7
QZ,PEN,CGK,1454.2,903.6
QZ,PEN,SUB,1978.3,1229.2
QZ,PER,DPS,2580.2,1603.2
QZ,PKU,BDO,1064.3,661.3
QZ,SIN,BDO,999.9,621.3
QZ,SIN,CGK,882.2,548.2
QZ,SIN,DPS,1671.5,1038.6
QZ,SIN,JOG,1241.9,771.7
QZ,SIN,SRG,1165.3,724.1
QZ,SIN,SUB,1376.1,855.1
QZ,SRG,SIN,1165.3,724.1
QZ,SUB,BDO,577.4,358.8
QZ,SUB,CGK,691.2,429.5
QZ,SUB,DMK,2722.6,1691.7
QZ,SUB,DPS,303.0,188.3
QZ,SUB,JHB,1424.5,885.1
QZ,SUB,KUL,1666.8,1035.7
QZ,SUB,PEN,1978.3,1229.2
QZ,SUB,SIN,1376.1,855.1
QZ,SUB,UPG,791.1,491.6
QZ,UPG,DPS,634.4,394.2
QZ,UPG,SUB,791.1,491.6
R2,DME,OSW,1452.2,902.4
R2,DME,REN,1221.8,759.2
R2,LBD,REN,1687.2,1048.4
R2,LED,REN,1792.9,1114.1
R2,OSW,DME,1452.2,902.4
R2,REN,DME,1221.8,759.2
R2,REN,DYU,1802.1,1119.8
R2,REN,LBD,1687.2,1048.4
R2,REN,LED,1792.9,1114.1
R3,AER,KRR,187.0,116.2
R3,BQS,KHV,599.8,372.7
R3,BQS,YKS,1305.3,811.1
R3,BTK,VKO,3860.1,2398.6
R3,CKH,YKS,1236.4,768.3
R3,CYX,YKS,1611.9,1001.6
R3,DYR,KHV,3074.2,1910.2
R3,DYU,IKT,3124.1,1941.2
R3,DYU,KRR,2546.2,1582.1
R3,EGO,KRR,652.7,405.5
R3,FEG,KRR,2693.4,1673.6
R3,GDX,KHV,1610.9,1000.9
R3,HRB,YKS,1845.2,1146.6
R3,IKS,YKS,1068.6,664.0
R3,IKT,DYU,3124.1,1941.2
R3,IKT,NER,1413.0,878.0
R3,IKT,TAS,2904.1,1804.5
R3,IKT,YKS,1860.0,1155.8
R3,KHV,BQS,599.8,372.7
R3,KHV,DYR,3074.2,1910.2
R3,KHV,GDX,1610.9,1000.9
R3,KHV,NER,1158.5,719.9
R3,KHV,NGK,671.5,417.2
R3,KHV,OHH,,
R3,KHV,YKS,1545.5,960.4
R3,KJA,YKS,2191.1,1361.5
R3,KRR,AER,187.0,116.2
R3,KRR,DYU,2546.2,1582.1
R3,KRR,EGO,652.7,405.5
R3,KRR,FEG,2693.4,1673.6
R3,KRR,IST,941.9,585.3
R3,KRR,LCA,1223.8,760.5
R3,KRR,MCX,722.2,448.8
R3,KRR,NUX,3225.1,2004.0
R3,KRR,PRG,1941.6,1206.4
R3,KRR,RMI,2099.0,1304.2
R3,KRR,TAS,2464.0,1531.0
R3,KRR,TLV,1494.7,928.8
R3,KRR,VKO,1181.5,734.2
R3,LCA,KRR,1223.8,760.5
R3,LED,YKS,4841.6,3008.4
R3,MCX,KRR,722.2,448.8
R3,MJZ,YKS,812.2,504.7
R3,MQJ,YKS,808.9,502.7
R3,MRV,TLV,1533.8,953.1
R3,NER,IKT,1413.0,878.0
R3,NER,KHV,1158.5,719.9
R3,NER,VKO,5032.7,3127.2
R3,NER,YKS,637.4,396.1
R3,NGK,KHV,671.5,417.2
R3,NUX,KRR,3225.1,2004.0
R3,OHH,KHV,,
R3,PEK,YKS,2603.6,1617.8
R3,PRG,KRR,1941.6,1206.4
R3,PWE,VKO,5581.3,3468.1
R3,PYJ,YKS,977.0,607.1
R3,RMI,KRR,2099.0,1304.2
R3,TAS,IKT,2904.1,1804.5
R3,TAS,KRR,2464.0,1531.0
R3,TLV,KRR,1494.7,928.8
R3,TLV,MRV,1533.8,953.1
R3,ULK,YKS,807.9,502.0
R3,UUD,YKS,1756.7,1091.6
R3,VKO,BTK,3860.1,2398.6
R3,VKO,KRR,1181.5,734.2
R3,VKO,NER,5032.7,3127.2
R3,VKO,PWE,5581.3,3468.1
R3,VKO,YKS,4909.4,3050.5
R3,VVO,YKS,2084.5,1295.3
R3,YKS,BQS,1305.3,811.1
R3,YKS,CKH,1236.4,768.3
R3,YKS,CYX,1611.9,1001.6
R3,YKS,HRB,1845.2,1146.6
R3,YKS,IKS,1068.6,664.0
R3,YKS,IKT,1860.0,1155.8
R3,YKS,KHV,1545.5,960.4
R3,YKS,KJA,2191.1,1361.5
R3,YKS,LED,4841.6,3008.4
R3,YKS,MJZ,812.2,504.7
R3,YKS,MQJ,808.9,502.7
R3,YKS,NER,637.4,396.1
R3,YKS,PEK,2603.6,1617.8
R3,YKS,PYJ,977.0,607.1
R3,YKS,ULK,807.9,502.0
R3,YKS,UUD,1756.7,1091.6
R3,YKS,VKO,4909.4,3050.5
R3,YKS,VVO,2084.5,1295.3
R7,AUA,CCS,391.4,243.2
R7,BLA,CCS,257.3,159.9
R7,BLA,PZO,293.3,182.3
R7,BLA,VLN,354.3,220.1
R7,BRM,CCS,266.3,165.5
R7,CCS,AUA,391.4,243.2
R7,CCS,BLA,257.3,159.9
R7,CCS,BRM,266.3,165.5
R7,CCS,LSP,368.8,229.2
R7,CCS,MAR,517.8,321.7
R7,CCS,MUN,431.1,267.9
R7,CCS,PMV,332.2,206.4
R7,CCS,PZO,530.5,329.7
R7,CCS,STD,648.5,403.0
R7,LSP,CCS,368.8,229.2
R7,MAR,CCS,517.8,321.7
R7,MAR,VLN,418.1,259.8
R7,MUN,CCS,431.1,267.9
R7,PMV,CCS,332.2,206.4
R7,PMV,PZO,320.3,199.1
R7,PZO,BLA,293.3,182.3
R7,PZO,CCS,530.5,329.7
R7,PZO,PMV,320.3,199.1
R7,STD,CCS,648.5,403.0
R7,VLN,BLA,354.3,220.1
R7,VLN,MAR,418.1,259.8
RA,BKK,KTM,2229.5,1385.4
RA,DOH,KTM,3359.5,2087.5
RA,HKG,KTM,2932.4,1822.1
RA,KTM,BKK,2229.5,1385.4
RA,KTM,DOH,3359.5,2087.5
RA,KTM,HKG,2932.4,1822.1
RA,KTM,KUL,3273.2,2033.9
RA,KUL,KTM,3273.2,2033.9
RC,BGO,FAE,696.9,433.0
RC,BLL,FAE,1171.3,727.8
RC,CPH,FAE,1344.1,835.2
RC,FAE,BGO,696.9,433.0
RC,FAE,BLL,1171.3,727.8
RC,FAE,CPH,1344.1,835.2
RC,FAE,SVG,789.7,490.7
RC,SVG,BGO,159.3,99.0
RC,SVG,FAE,789.7,490.7
RG,AZI,DXB,129.5,80.5
RG,AZI,FJR,203.2,126.2
RG,AZI,XSB,190.9,118.6
RG,AZI,ZDY,,
RG,DXB,AZI,129.5,80.5
RG,DXB,XSB,301.0,187.1
RG,FJR,AZI,203.2,126.2
RG,XSB,AZI,190.9,118.6
RG,XSB,DXB,301.0,187.1
RG,ZDY,AZI,,
RI,BKK,CGK,2297.0,1427.3
RI,CGK,BKK,2297.0,1427.3
RI,CGK,DPS,982.6,610.6
RI,CGK,PKU,933.2,579.9
RI,CGK,SIN,882.2,548.2
RI,DPS,CGK,982.6,610.6
RI,DPS,HKG,3456.1,2147.5
RI,DPS,SIN,1671.5,1038.6
RI,HKG,DPS,3456.1,2147.5
RI,JOG,PKU,1354.3,841.5
RI,JOG,PLM,835.5,519.2
RI,PKU,CGK,933.2,579.9
RI,PKU,JOG,1354.3,841.5
RI,PLM,JOG,835.5,519.2
RI,SIN,CGK,882.2,548.2
RI,SIN,DPS,1671.5,1038.6
RJ,ADE,AMM,2294.7,1425.9
RJ,ALG,AMM,3049.2,1894.7
RJ,AMM,ADE,2294.7,1425.9
RJ,AMM,ALG,3049.2,1894.7
RJ,AMM,AMS,3402.0,2113.9
RJ,AMM,AQJ,252.6,156.9
RJ,AMM,ATH,1297.1,806.0
RJ,AMM,AUH,1998.2,1241.6
RJ,AMM,BAH,1545.8,960.5
RJ,AMM,BCN,3188.6,1981.3
RJ,AMM,BEN,1483.5,921.8
RJ,AMM,BEY,238.0,147.9
RJ,AMM,BGW,791.5,491.8
RJ,AMM,BKK,6840.7,4250.6
RJ,AMM,BOM,3937.9,2446.9
RJ,AMM,BSR,1117.7,694.5
RJ,AMM,CAI,472.4,293.5
RJ,AMM,CDG,3381.2,2101.0
RJ,AMM,DEL,3945.4,2451.6
RJ,AMM,DME,2638.1,1639.2
RJ,AMM,DMM,1461.4,908.0
RJ,AMM,DOH,1683.7,1046.2
RJ,AMM,DXB,2021.5,1256.1
RJ,AMM,EBL,889.5,552.7
RJ,AMM,FCO,2383.1,1480.8
RJ,AMM,FRA,3044.6,1891.8
RJ,AMM,GVA,3018.4,1875.6
RJ,AMM,IST,1242.8,772.2
RJ,AMM,ISU,962.3,597.9
RJ,AMM,JED,1159.9,720.7
RJ,AMM,JFK,9214.8,5725.8
RJ,AMM,KBP,2113.2,1313.1
RJ,AMM,KRT,1827.5,1135.5
RJ,AMM,KWI,1180.1,733.3
RJ,AMM,LCA,413.9,257.2
RJ,AMM,LHR,3683.0,2288.5
RJ,AMM,LOS,4393.1,2729.8
RJ,AMM,MAD,3651.7,2269.0
RJ,AMM,MCT,2368.3,1471.6
RJ,AMM,MED,876.1,544.4
RJ,AMM,MRA,,
RJ,AMM,MUC,2747.2,1707.0
RJ,AMM,ORD,10013.8,6222.3
RJ,AMM,OSM,832.9,517.6
RJ,AMM,OTP,1668.0,1036.4
RJ,AMM,RUH,1288.6,800.7
RJ,AMM,SAH,1989.6,1236.3
RJ,AMM,SSH,444.0,275.9
RJ,AMM,TIP,2147.1,1334.2
RJ,AMM,TLV,109.3,67.9
RJ,AMM,TUN,2426.8,1508.0
RJ,AMM,TXL,2952.6,1834.6
RJ,AMM,VIE,2448.6,1521.5
RJ,AMM,YUL,8897.0,5528.3
RJ,AMM,ZRH,2905.8,1805.6
RJ,AMS,AMM,3402.0,2113.9
RJ,AQJ,AMM,252.6,156.9
RJ,ATH,AMM,1297.1,806.0
RJ,AUH,AMM,1998.2,1241.6
RJ,BAH,AMM,1545.8,960.5
RJ,BCN,AMM,3188.6,1981.3
RJ,BEN,AMM,1483.5,921.8
RJ,BEY,AMM,238.0,147.9
RJ,BGW,AMM,791.5,491.8
RJ,BKK,AMM,6840.7,4250.6
RJ,BKK,HKG,1689.4,1049.7
RJ,BKK,KUL,1220.6,758.4
RJ,BOM,AMM,3937.9,2446.9
RJ,BSR,AMM,1117.7,694.5
RJ,CAI,AMM,472.4,293.5
RJ,CDG,AMM,3381.2,2101.0
RJ,CPH,VIE,876.6,544.7
RJ,DEL,AMM,3945.4,2451.6
RJ,DME,AMM,2638.1,1639.2
RJ,DMM,AMM,1461.4,908.0
RJ,DOH,AMM,1683.7,1046.2
RJ,DTW,YUL,851.1,528.8
RJ,DXB,AMM,2021.5,1256.1
RJ,EBL,AMM,889.5,552.7
RJ,FCO,AMM,2383.1,1480.8
RJ,FRA,AMM,3044.6,1891.8
RJ,GVA,AMM,3018.4,1875.6
RJ,GVA,ZRH,230.3,143.1
RJ,HKG,BKK,1689.4,1049.7
RJ,IST,AMM,1242.8,772.2
RJ,ISU,AMM,962.3,597.9
RJ,JED,AMM,1159.9,720.7
RJ,JFK,AMM,9214.8,5725.8
RJ,KBP,AMM,2113.2,1313.1
RJ,KRT,AMM,1827.5,1135.5
