name,lat,lon,country_code,feature_code
Praia do Siriú,-27.987780,-48.630000,BR,BCH
Praia de Camboriú,-27.004720,-48.613610,BR,BCH
Praia das Taquaras,-27.007780,-48.580560,BR,BCH
Praia do Pinho,-27.019170,-48.575560,BR,BCH
Praia do Estaleiro,-27.030560,-48.581670,BR,BCH
Praia do Estaleirinho,-27.048330,-48.587500,BR,BCH
Praia da Mata de Camboriú,-27.064170,-48.593890,BR,BCH
Praia da Ilhota,-27.075280,-48.594440,BR,BCH
Praia Grossa,-27.088060,-48.595560,BR,BCH
Praia de Itapema,-27.125280,-48.602500,BR,BCH
Praia das Bombas,-27.140000,-48.507780,BR,BCH
Praia do Estaleiro,-27.121120,-48.519220,BR,BCH
Praia do Inglês,-27.145830,-48.476110,BR,BCH
Praia do Caixa de Aço,-27.127500,-48.525280,BR,BCH
Praia do Perequê,-27.151390,-48.575560,BR,BCH
Praia de Porto Belo,-27.156670,-48.546940,BR,BCH
Praia do Mariscal,-27.186390,-48.498610,BR,BCH
Praia da Tainha,-27.217220,-48.510560,BR,BCH
Praia de Canto Grande,-27.191940,-48.505000,BR,BCH
Praia de Morrinhos,-27.182500,-48.520000,BR,BCH
Praia do Cantinho,-27.181940,-48.538060,BR,BCH
Praia do Cardoso,-27.188060,-48.547780,BR,BCH
Praia da Lagoa,-27.190280,-48.550830,BR,BCH
Praia Triste,-27.197500,-48.560000,BR,BCH
Praia Vermelha,-27.204720,-48.572500,BR,BCH
Praia Pontal do Sul,-25.583890,-48.351110,BR,BCH
Praia do Farol,-25.540280,-48.293890,BR,BCH
Praia do Cano,-25.568060,-48.306390,BR,BCH
Praia do Belo,-25.553610,-48.308890,BR,BCH
Praia de Barrancos,-25.608610,-48.397780,BR,BCH
Praia Ipanema,-25.661110,-48.443060,BR,BCH
Praia do Leste,-25.694440,-48.465830,BR,BCH
Praia de Matinhos,-25.742220,-48.494170,BR,BCH
Praia da Restinga,-25.244720,-48.030280,BR,BCH
Praia do Ararapira,-25.230280,-48.013330,BR,BCH
Praia Grande,-22.994600,-44.095100,BR,BCH
PRAIA DA BARRA,-23.010500,-43.342880,BR,BCH
Matadeiro,-27.755600,-48.498220,BR,BCH
Praia de Itacoatiara,-22.975780,-43.036540,BR,BCH
Praia da Vila,-28.239750,-48.656130,BR,BCH
Praia do Rosa,-28.129670,-48.636820,BR,BCH
Mole Beach,-27.599280,-48.427730,BR,BCH
Ingleses Beach,-27.432600,-48.393980,BR,BCH
Joaquina Beach,-27.630430,-48.448590,BR,BCH
Praia da Ferradura,-22.770960,-41.886750,BR,BCH
Praia da Tartaruga,-22.757500,-41.901600,BR,BCH
Praia Brava,-27.398590,-48.413830,BR,BCH
Praia Azeda,-22.742050,-41.881490,BR,BCH
Praia Brava,-22.749270,-41.873530,BR,BCH
Praia da Ferradurinha,-22.781370,-41.899820,BR,BCH
Praia dos Amroes,-26.956810,-48.628840,BR,BCH
Praia de João Fernandes,-22.742780,-41.875680,BR,BCH
French's Beach,-9.776730,-35.839810,BR,BCH
Toque Toque Grande,-23.833930,-45.511210,BR,BCH
Praia de Cumbuco,-3.626890,-38.728310,BR,BCH
Praia de Calhetas,-23.830070,-45.522190,BR,BCH
Praia Olho de Boi,-22.754970,-41.864880,BR,BCH
Praia dos Ossos,-22.745850,-41.881600,BR,BCH
Farol da Barra,-13.010390,-38.531900,BR,BCH
Praia de Bombaça,-13.889990,-38.934990,BR,BCH
Porto de Galinhas,-8.504170,-35.001110,BR,BCH
Taipús de fora,-13.963680,-38.933370,BR,BCH
Praia do Cardo,-22.985800,-43.687830,BR,BCH
Praia do Aterro,-22.984600,-43.665730,BR,BCH
Praia da Venda Grande,-23.000890,-43.649160,BR,BCH
Praia da Capela,-23.005120,-43.634960,BR,BCH
Praia da Marambaia,-23.049150,-43.629180,BR,BCH
Praia do Canto,-23.069940,-43.568140,BR,BCH
Praia dos Buzios,-23.072300,-43.556710,BR,BCH
Praia do Perigoso,-23.069980,-43.552200,BR,BCH
Praia do Meio,-23.064980,-43.550740,BR,BCH
Praia do Inferno,-23.057550,-43.544940,BR,BCH
Praia do Abricó,-23.046600,-43.514230,BR,BCH
Prainha,-23.039650,-43.505280,BR,BCH
Praia da Macumba,-23.032900,-43.488240,BR,BCH
Praia da Joatinga,-23.014090,-43.290450,BR,BCH
Praia dos Amores,-23.014710,-43.299240,BR,BCH
Praia do Vidigal,-22.991660,-43.232240,BR,BCH
Praia do Arpoador,-22.987290,-43.196490,BR,BCH
Praia do Diabo,-22.988390,-43.189480,BR,BCH
Praia de Fora,-22.944620,-43.155820,BR,BCH
Praia da Amendoeira,-22.839780,-43.223720,BR,BCH
Praia Belo Jardim,-22.818030,-43.218530,BR,BCH
Praia do Golfinho,-22.829110,-43.186120,BR,BCH
Praia do Alentejo,-22.830140,-43.180250,BR,BCH
Praia de Cocotá,-22.801550,-43.177610,BR,BCH
Praia Congonhas do Campo,-22.799570,-43.174620,BR,BCH
Praia da Moça,-22.780950,-43.157230,BR,BCH
Praia dos Frades,-22.769550,-43.110790,BR,BCH
Praia da Imbuca,-22.768520,-43.106810,BR,BCH
Praia Grossa,-22.763340,-43.106570,BR,BCH
Praia dos Tamolos,-22.757710,-43.108310,BR,BCH
Praia do Buraco,-22.753350,-43.103880,BR,BCH
Praia do Catimbau,-22.750670,-43.104640,BR,BCH
Praia São Roque,-22.752500,-43.109860,BR,BCH
Praia da Moreninha,-22.757730,-43.110420,BR,BCH
Praia José Bonifácio,-22.762720,-43.110460,BR,BCH
Praia de Ramos,-22.838240,-43.250570,BR,BCH
Praia do Forte,-22.942830,-43.158270,BR,BCH
Praia da Cruz,-22.981000,-44.078900,BR,BCH
Praia do Sito Bom,-22.972300,-44.075400,BR,BCH
Praia dos Pinheiros,-22.964100,-44.081300,BR,BCH
Praia de São Brás,-22.952700,-44.076800,BR,BCH
Praia Brava,-22.950300,-44.015400,BR,BCH
Praia do Saco,-22.944600,-44.042300,BR,BCH
Praia do Guiti,-22.941500,-44.051500,BR,BCH
Praia Barra do Sul,-26.488900,-48.620700,BR,BCH
Praia Antônio Pereira,-26.285300,-48.678400,BR,BCH
Praia de Piçarras,-26.739000,-48.678600,BR,BCH
Praia de Itajubá,-26.713000,-48.681500,BR,BCH
Praia Pedra Branca,-26.680900,-48.686900,BR,BCH
Praia Barra Velha,-26.629900,-48.679700,BR,BCH
Praia Barra do Sul,-26.521900,-48.639300,BR,BCH
Tambaba,-7.365830,-34.797220,BR,BCH
Praia do Matadeiro,-27.750090,-48.499830,BR,BCH
Praia da Canelinha,-25.460310,-48.243210,BR,BCH
Praia Pontal da Ilha,-25.289900,-48.078850,BR,BCH
Praia Enseada da Baleia,-25.261420,-48.048550,BR,BCH
Praia Brava,-25.834900,-48.536700,BR,BCH
Praia Mansa,-25.846500,-48.539400,BR,BCH
Praia Central,-25.881000,-48.567400,BR,BCH
Praia Grande,-25.928100,-48.579700,BR,BCH
Praia da Barra do Saí-Mirim,-25.988400,-48.599170,BR,BCH
Praia do Luz,-28.146780,-48.645060,BR,BCH
Porto da Barra,-13.009580,-38.527850,BR,BCH
Praia da Pipa,-6.233590,-35.045120,BR,BCH
Praia Grande,-26.281100,-48.531200,BR,BCH
Praia Funda,-23.060310,-43.548930,BR,BCH
Praia do Pontal,-23.030220,-43.474970,BR,BCH
Praia da Rosa,-22.790800,-43.188820,BR,BCH
Praia da Barra de Guaratiba,-23.066450,-43.568290,BR,BCH
Praia da Barra da Tijuca,-23.014710,-43.410490,BR,BCH
Praia da Engenhoca,-22.821270,-43.171770,BR,BCH
Muro Alto Beach,-8.434000,-34.978450,BR,BCH
Praia de Lopes Mendes,-23.169640,-44.129930,BR,BCH
Praia do Sancho,-3.854850,-32.443540,BR,BCH
Praia do Boldro,-3.845220,-32.428400,BR,BCH
Praia do Presídio,-3.933870,-38.311820,BR,BCH
Praia do Balbino,-4.021280,-38.213970,BR,BCH
Praia do Batoque,-4.000860,-38.228880,BR,BCH
Yamacraw Beach,25.016670,-77.250000,BS,BCH
South Beach,25.003830,-77.346920,BS,BCH
Saunder’s Beach,25.066670,-77.366670,BS,BCH
North Beach,26.604820,-77.008930,BS,BCH
Love Beach,25.050000,-77.466670,BS,BCH
Cable Beach,25.077890,-77.411710,BS,BCH
Adelaide Beach,25.000150,-77.493950,BS,BCH
Cotton Bay Beach,24.636640,-76.145000,BS,BCH
White Road Beach,24.919910,-76.143190,BS,BCH
Bonefish Bay Beach,24.071990,-74.532690,BS,BCH
Silver Point Beach,26.496820,-78.669580,BS,BCH
Nunjack Beach,26.837590,-77.382590,BS,BCH
Westwind Beach,-54.410000,3.285280,BV,BCH
Sibun Beach,17.454330,-88.254720,BZ,BCH
Mexico Beach,18.002020,-87.912740,BZ,BCH
Aberdeen Beach,45.050150,-64.148740,CA,BCH
Adams Cove Beach,47.859590,-53.084170,CA,BCH
Admirals Beach,47.016600,-53.648110,CA,BCH
Algerine Shore,44.549560,-64.214340,CA,BCH
Allen Flats,43.538380,-65.555910,CA,BCH
Andersons Back Shore,44.900150,-62.348600,CA,BCH
Andersrag Beach,76.385010,-87.499950,CA,BCH
Azors Beach,45.524500,-65.113690,CA,BCH
Back Beach,47.691600,-53.939830,CA,BCH
Back Beach,43.909910,-64.780050,CA,BCH
Back Beach,44.833450,-62.465310,CA,BCH
Back Beach,44.642040,-63.927560,CA,BCH
Back Beach,45.064380,-66.736020,CA,BCH
Backhouse Shore,44.504230,-64.306710,CA,BCH
Backmans Beach,44.407830,-64.262750,CA,BCH
Back Shore,44.916850,-62.315300,CA,BCH
Back Shore,44.406320,-64.303610,CA,BCH
Backside,47.567990,-53.570300,CA,BCH
Backside Beach,47.580490,-53.563400,CA,BCH
Backside Beach,47.666590,-53.513390,CA,BCH
Bald Head Beach,47.458200,-53.914820,CA,BCH
Ballast Beach,74.445120,-123.170810,CA,BCH
Barachois Beach,46.861000,-53.580020,CA,BCH
Bar de Cocagne,46.416840,-64.615450,CA,BCH
Barneys Beach,44.552270,-63.941800,CA,BCH
Barre à Church Point,44.344550,-66.118730,CA,BCH
Barre à Doucet,44.249300,-66.134090,CA,BCH
Barre à Tico,44.257770,-66.135720,CA,BCH
Barre au Chat,45.483440,-60.915210,CA,BCH
Barre au Saumon,44.212080,-66.158900,CA,BCH
Barre Natashquan,50.116840,-61.815220,CA,BCH
Barren Shore,44.453610,-63.591860,CA,BCH
Barres à Pointe Noire,44.204910,-66.162370,CA,BCH
Bartletts Beach,44.014850,-66.158940,CA,BCH
Battery Island Breakers,45.900140,-59.948430,CA,BCH
Battery Point Beach,44.364550,-64.290780,CA,BCH
Battle Beach,44.619510,-66.715950,CA,BCH
Batture aux Outardes,49.033390,-68.498960,CA,BCH
Batture Ikkatujaaq,58.283760,-77.716160,CA,BCH
Batture Pangaligiaq,58.017010,-68.531810,CA,BCH
Batture Qainngujuaq,60.036020,-69.835350,CA,BCH
Batture Qanait Qinngua,60.063520,-69.796240,CA,BCH
Batture Saint-Nicolas,49.306490,-67.765810,CA,BCH
Battures de Manicouagan,49.079790,-68.253650,CA,BCH
Battures Stony,58.917050,-68.681790,CA,BCH
Bayfield Beach,45.633440,-61.748560,CA,BCH
Bayswater Beach,44.502650,-64.065260,CA,BCH
Beach Meadows Beach,44.058590,-64.637980,CA,BCH
Belfry Beach,45.766850,-60.181750,CA,BCH
Belle Côte Beach,46.450140,-61.098510,CA,BCH
Belliveau Beach,46.233440,-64.498750,CA,BCH
Bend Breaker,45.666850,-60.331770,CA,BCH
Bens Beach,45.916840,-60.898500,CA,BCH
Bergy Bar,71.301180,-73.064410,CA,BCH
Berry Beach,45.368190,-65.496930,CA,BCH
Betsys Beach,45.316850,-60.965210,CA,BCH
Beveridge Beach,45.216700,-65.854220,CA,BCH
Bezansons Beach,45.166850,-61.665250,CA,BCH
Big Bar,45.650480,-64.729470,CA,BCH
Big Beach,49.749960,-55.948170,CA,BCH
Big Beach,47.649890,-52.714750,CA,BCH
Big Beach,45.323650,-64.792190,CA,BCH
Big Beach,46.016840,-60.681780,CA,BCH
Big Beach,45.583450,-61.231830,CA,BCH
Big Freshwater Beach,47.652700,-53.795320,CA,BCH
Big Grappling Beach,46.333440,-60.465170,CA,BCH
Big Head Breakers,44.933450,-62.048580,CA,BCH
Big Island Beach,45.683440,-62.365310,CA,BCH
Big MarshBeach,47.641600,-53.785620,CA,BCH
Bilbys Beach,44.473220,-63.550190,CA,BCH
Bird Islands Breakers,44.850160,-62.231890,CA,BCH
Black Beach,45.154890,-66.228250,CA,BCH
Black Island Breaker,49.699920,-54.331420,CA,BCH
Blackout Beach,70.301060,-68.147110,CA,BCH
Black Point Beach,43.701040,-65.049430,CA,BCH
Blacksmiths Beach,43.530640,-65.384620,CA,BCH
Blanche Beach,43.487690,-65.393670,CA,BCH
Blue Beach,47.697100,-53.948130,CA,BCH
Blue Beach,45.103010,-64.217220,CA,BCH
Boat Beach,76.026570,-106.032820,CA,BCH
Bones Ledge Beach,45.183450,-61.348530,CA,BCH
Botanical Beach,48.525870,-124.442480,CA,BCH
Boyds Beach,43.822410,-64.849180,CA,BCH
Bracketts Beach,44.539160,-63.544780,CA,BCH
Brackley Beach,46.433420,-63.198690,CA,BCH
Brady Beach,48.828250,-125.152340,CA,BCH
Bray Beach,45.638290,-64.743200,CA,BCH
Breaker Beach,48.825260,-125.155180,CA,BCH
Breaking Beach,47.249890,-52.798050,CA,BCH
Breens Beach,45.683440,-61.581850,CA,BCH
Brewley,47.236000,-53.964830,CA,BCH
Broad Breaker,44.716850,-62.681930,CA,BCH
Broad Cove Beach,46.716840,-60.348460,CA,BCH
Broad of the Island,47.233190,-52.781350,CA,BCH
Broken Grounds,46.266840,-60.098450,CA,BCH
Brooks Beach,44.467020,-65.989310,CA,BCH
Brown Beach,48.863000,-54.059210,CA,BCH
Browns Beach,45.319440,-65.552730,CA,BCH
Bull Beach,44.833450,-62.565320,CA,BCH
Bull Dog Beach,44.946760,-66.924630,CA,BCH
Bunbury Sand,46.541830,-63.798720,CA,BCH
Burnell Beach,52.550090,-55.731270,CA,BCH
Butchers Beach,48.844600,-54.008410,CA,BCH
Caines Beach,47.699900,-53.845320,CA,BCH
Callanders Beach,46.800120,-64.898730,CA,BCH
Cambridge Flats,45.216850,-64.148740,CA,BCH
Camel Beach,47.249890,-52.798050,CA,BCH
Cameron Beach,45.866850,-63.715410,CA,BCH
Cape Bay Beach,44.192480,-64.377520,CA,BCH
Cape Breaker,45.300150,-60.915200,CA,BCH
Cape Dog Strand,47.090200,-53.706410,CA,BCH
Cape Shore,47.036000,-54.116250,CA,BCH
Carleton Village Shore,43.659460,-65.328290,CA,BCH
Caroline Beach,45.236460,-64.488310,CA,BCH
Carters Beach,43.908710,-64.823170,CA,BCH
Carters Beach,45.483450,-61.231830,CA,BCH
Catalone Beach,46.000140,-59.931730,CA,BCH
Causeway Beach,45.159440,-64.172920,CA,BCH
Cavendish Beach,46.500120,-63.432000,CA,BCH
Chamberlains Beach,47.533190,-52.948060,CA,BCH
Chance Cove Beach,47.673500,-53.813420,CA,BCH
Chance Harbour Beach,45.683440,-62.581930,CA,BCH
Chapel Beach,47.449890,-53.148080,CA,BCH
Cheeseman Beach,45.171110,-66.224420,CA,BCH
Chegoggin Flats,43.849200,-66.134730,CA,BCH
Chelton Shore,46.300130,-63.748720,CA,BCH
Cherrys Beach,44.511980,-64.008050,CA,BCH
Chesterman Beach,49.115930,-125.894180,CA,BCH
Chéticamp Beach,46.600140,-61.048510,CA,BCH
Chimney Corner Beach,46.383440,-61.165210,CA,BCH
China Beach,48.433300,-124.092720,CA,BCH
Chisholms Beach,45.633440,-62.465320,CA,BCH
Chitticks Beach,45.120890,-66.523050,CA,BCH
Chocolate Beach,48.842440,-123.458240,CA,BCH
Church Holes,48.030490,-52.975850,CA,BCH
Clam Harbour Beach,44.716850,-62.881940,CA,BCH
Clam Harbour Beach,45.416850,-61.415240,CA,BCH
Colindale Beach,46.066840,-61.515240,CA,BCH
Columbia Beach,49.357050,-124.395790,CA,BCH
Come By Chance Beach,47.833200,-53.998130,CA,BCH
Conawaga Beach,49.820100,-125.033810,CA,BCH
Conrad Beach,44.141590,-64.513800,CA,BCH
Conrods Beach,44.700150,-63.181970,CA,BCH
Cooks Beach,43.744190,-66.077700,CA,BCH
Cooks Beach,44.572230,-64.163710,CA,BCH
Coolens Beach,44.523430,-63.790410,CA,BCH
Corney Beach,46.716840,-60.915200,CA,BCH
Côte à Évrade,47.569530,-61.511640,CA,BCH
Côte à Philias,47.575130,-61.505240,CA,BCH
Courages Beach,47.683190,-53.231380,CA,BCH
Cow Bay Beach,44.613120,-63.438450,CA,BCH
Cow Beach,47.700000,-58.365220,CA,BCH
Crescent Beach,45.866850,-63.665410,CA,BCH
Crescent Beach,44.234100,-64.401560,CA,BCH
Crescent Beach,43.695830,-65.119160,CA,BCH
Cribbons Beach,45.766840,-61.898580,CA,BCH
Crichton Beach,45.516840,-61.098520,CA,BCH
Crooked Beach,46.166840,-60.415160,CA,BCH
Crowells Bar,45.166850,-64.182040,CA,BCH
Crystal Crescent Beach,44.460250,-63.618740,CA,BCH
Cumbys Cove Beach,47.815190,-53.452290,CA,BCH
Currys Breaker,45.208750,-61.285730,CA,BCH
Cuslett Beach,46.956000,-54.167550,CA,BCH
Cyrus Beach,44.531790,-63.945500,CA,BCH
Daltons Beach,47.099890,-52.948060,CA,BCH
Dalvay Beach,46.416810,-63.048680,CA,BCH
Dare Beach,48.624820,-124.766240,CA,BCH
Dauphinees Beach,44.630500,-64.051370,CA,BCH
Deadmans Beach,44.498810,-63.819680,CA,BCH
Dennis Beach,45.630360,-64.849490,CA,BCH
Deveaus Shore,44.106020,-66.208540,CA,BCH
Dolphin Beach,49.292360,-124.147780,CA,BCH
Donks Beach,46.316840,-61.248520,CA,BCH
Donovan Beach,64.741080,-82.296460,CA,BCH
Duncans Beach,46.566840,-60.381760,CA,BCH
Dune de Buctouche,46.483440,-64.632050,CA,BCH
Dune deChockpish,46.583440,-64.715450,CA,BCH
Dunn Beach,44.897260,-66.957880,CA,BCH
Dunns Beach,45.683440,-61.881870,CA,BCH
Dunphys Beach,47.129100,-53.500900,CA,BCH
Eagle Beach,48.532940,-123.385910,CA,BCH
Eagle Beach,71.617890,-72.580900,CA,BCH
East Bar,51.366890,-80.349520,CA,BCH
Easter Beach,47.549890,-53.014760,CA,BCH
Eastern Bar,45.166850,-64.215450,CA,BCH
Eastern Beach,45.783450,-60.098440,CA,BCH
Eastern Breaker,45.183450,-61.331830,CA,BCH
Edgetts Beach,45.456590,-64.844400,CA,BCH
Egg Beach,43.722820,-65.145210,CA,BCH
English Bar,45.019560,-66.956120,CA,BCH
English Bay Beach,49.286960,-123.143520,CA,BCH
Enman Shore,46.583440,-64.065440,CA,BCH
Equis Beach,48.968030,-125.301290,CA,BCH
Estran Aulassiviup Ikirasangata Imanga,59.933720,-69.698460,CA,BCH
Estran Killiarusiup Tininnirujanga,59.100370,-69.115220,CA,BCH
Estran Nuitasuulik,56.933670,-76.566110,CA,BCH
Estran Papijjulik,60.057920,-69.686740,CA,BCH
Estran Tininganiarvik,58.676770,-69.734690,CA,BCH
Estran Tininnialuk,62.233910,-75.682320,CA,BCH
Estran Tininnirujaq,60.096020,-69.631520,CA,BCH
Estran Tinujjaumavik,60.057920,-69.753140,CA,BCH
Estran Tinujjauvik,60.057920,-69.652030,CA,BCH
Estran Tinujjauvik,60.701200,-69.663700,CA,BCH
Evangeline Beach,45.138810,-64.319570,CA,BCH
Evans Beach,45.150140,-66.215560,CA,BCH
False Harbour Bar,43.804820,-66.155070,CA,BCH
False Harbour Beach,43.803780,-66.154780,CA,BCH
Fannys Beach,47.813790,-53.450890,CA,BCH
Feehans Shore,46.433410,-62.881970,CA,BCH
Finky Beach,47.606790,-53.284180,CA,BCH
First Beach,47.258200,-53.993930,CA,BCH
First Beach,45.390520,-64.317270,CA,BCH
Fishermans Beach,44.666850,-63.215370,CA,BCH
Flambro Head Beach,48.020690,-52.970250,CA,BCH
Flambro Head Holes,48.017990,-52.964750,CA,BCH
Flat Rock Beach,44.453850,-63.593280,CA,BCH
Floeberg Beach,82.451900,-61.406560,CA,BCH
Florence Beach,46.266840,-60.248460,CA,BCH
Flynns Dock,47.609590,-53.275880,CA,BCH
Fortune Beach,46.333400,-62.348630,CA,BCH
Foul Breakers,53.533380,-55.947950,CA,BCH
Fownes Beach,45.381090,-65.462640,CA,BCH
Fox Cove Beach,47.869290,-53.417490,CA,BCH
Fox Cove Beach,47.729100,-53.835620,CA,BCH
Fox Island Main Beach,45.350150,-61.115220,CA,BCH
Fox Point Beach,44.598160,-64.062130,CA,BCH
Frasers Beach,47.033430,-60.581770,CA,BCH
French Beach,44.382470,-66.203980,CA,BCH
French Beach,48.390800,-123.944410,CA,BCH
Friars Bay Beach,44.883240,-66.952120,CA,BCH
Fury Beach,72.801410,-91.933390,CA,BCH
Gardiner Shore,46.316830,-63.782020,CA,BCH
Gardner Creek Beach,45.278480,-65.702360,CA,BCH
Gardners Beach,44.988840,-67.001370,CA,BCH
Garlep Shore,47.910990,-53.377280,CA,BCH
Gaskiers Shore,46.881800,-53.628720,CA,BCH
Gates Beach,44.516360,-64.122950,CA,BCH
George Hardys Breaker,45.766850,-60.115150,CA,BCH
Georges Beach,44.463310,-63.609730,CA,BCH
Gerrys Beach,44.933450,-62.065280,CA,BCH
Ghost Beach,45.666840,-61.431840,CA,BCH
Gill Beach,49.483980,-123.979150,CA,BCH
Gillis Beach,45.950140,-60.865190,CA,BCH
Glace Bay Beach,46.183440,-59.948440,CA,BCH
Glovers Shore,46.383430,-63.765420,CA,BCH
Goat Shore,47.433190,-53.181380,CA,BCH
Golden Bay Beach,46.827700,-54.146760,CA,BCH
Goods Beach,48.049890,-53.154960,CA,BCH
Gooseberry Beach,46.300140,-60.398460,CA,BCH
Gordons Beach,45.766840,-62.865360,CA,BCH
Gordons Beach,48.370660,-123.837010,CA,BCH
Goulet Beach,45.583440,-60.915210,CA,BCH
Grand Desert Beach,44.683450,-63.231970,CA,BCH
Grande Digue Shore,46.583440,-64.132040,CA,BCH
Grants Beach,46.183440,-64.048730,CA,BCH
Grauer Beach,49.049660,-123.035920,CA,BCH
Gravelly Bank,47.283190,-52.781350,CA,BCH
Graven Beach,46.966600,-53.531410,CA,BCH
Great French Beach,49.666620,-54.731460,CA,BCH
Green Island Breaker,44.600070,-66.839470,CA,BCH
Greens Harbour Beach,47.634590,-53.506390,CA,BCH
Green Shore,48.701310,-53.989810,CA,BCH
Green Side Shore,43.801810,-64.885060,CA,BCH
Gregorys Beach,47.166600,-53.525900,CA,BCH
Grève Aulassiviup Ikirasangata Sinaa,59.933720,-69.715160,CA,BCH
Grève Aulassiviup Ippialunga,59.917120,-69.681760,CA,BCH
Grève Aulassiviup Qinnguata Ippialunga,59.917120,-69.748470,CA,BCH
Grève des Phoques,50.300140,-64.398680,CA,BCH
Grève Kangiararjuk,61.549820,-71.669650,CA,BCH
Grève Mitirtalik,60.000420,-69.915160,CA,BCH
Grève Naujakkuvik,60.000420,-69.915160,CA,BCH
Grève Niqiluk,59.950420,-69.715160,CA,BCH
Grève Nirlinik Utarqiuvik,59.950420,-69.865170,CA,BCH
Grève Nirlinik Utarqiuvik,60.022620,-69.839550,CA,BCH
Grève Pijigiaq,60.101820,-69.809530,CA,BCH
Grève Pisugiassiaq,59.867120,-69.581760,CA,BCH
Grève Qainngujuaq,60.029620,-69.844050,CA,BCH
Grève Qainnguluttuq,60.558210,-69.690730,CA,BCH
Grève Qairtuinaq,62.149210,-75.780930,CA,BCH
Grève Qamanialuup Paanga,58.700380,-69.929200,CA,BCH
Grève Qarmait,60.820440,-69.951390,CA,BCH
Grève Qarsutuuq,60.689600,-69.699520,CA,BCH
Grève Qarsutuurusik,60.519010,-69.804370,CA,BCH
Grève Qilalukkisiivikallak,62.247810,-75.549000,CA,BCH
Grève Qinngua,62.165310,-75.872640,CA,BCH
Grève Saakittuq,59.317100,-69.248510,CA,BCH
Grève Saattuit,58.883660,-69.481860,CA,BCH
Grève Sajjugittuq,62.189510,-75.719820,CA,BCH
Grève Sanirajaq,59.883720,-69.631770,CA,BCH
Grève Saniraq,60.064920,-77.224920,CA,BCH
Grève Tijjalussiuvik,58.883650,-68.681800,CA,BCH
Grève Tininnirujaluk,59.900420,-69.748470,CA,BCH
Grève Tuttusiurvik,59.017060,-69.298540,CA,BCH
Grève Umiirivik,58.668460,-69.649390,CA,BCH
Grève Utaskap,55.083600,-78.216260,CA,BCH
Grovers Breaker,45.245950,-61.310730,CA,BCH
Gull Cove Strand,46.827700,-54.025950,CA,BCH
Gull Island Bar,43.663670,-65.915870,CA,BCH
Hadley Beach,45.383450,-61.481840,CA,BCH
Hales Beach,43.687970,-65.177820,CA,BCH
Half Hour Breaker,44.883450,-62.298600,CA,BCH
Halibut Islands Breaker,44.900150,-62.181890,CA,BCH
Hall Beach,68.782160,-81.221580,CA,BCH
Hamilton Beach,48.774620,-123.274780,CA,BCH
Hamsterley Beach,48.532940,-123.385910,CA,BCH
Harricott Beach,47.169300,-53.531400,CA,BCH
Harris Beach,45.816840,-60.115140,CA,BCH
Harry Cove Beach,47.138800,-54.062040,CA,BCH
Hatchs Rock Breaker,46.000140,-59.765130,CA,BCH
Haulover Beach,45.083450,-61.765260,CA,BCH
Hawbolt Beach,44.883450,-62.415310,CA,BCH
Hawke Flat,50.616770,-57.298220,CA,BCH
Heartz Shore,46.266820,-63.081980,CA,BCH
Heather Beach,45.866850,-63.748710,CA,BCH
Hells Beach,47.583320,-59.115280,CA,BCH
Herring Cove Beach,44.871660,-66.931240,CA,BCH
Hesquiat Bar,49.404220,-126.415340,CA,BCH
Hiawatha Beach,45.178680,-64.166400,CA,BCH
Hickeys Beach,47.399890,-53.114770,CA,BCH
Highland Shore,47.679090,-53.717510,CA,BCH
Hirtles Beach,44.265160,-64.272840,CA,BCH
Horsehead Beach,47.051300,-53.653710,CA,BCH
Hortons Beach,45.816850,-63.415390,CA,BCH
Houston Beach,45.214300,-64.365870,CA,BCH
Hunts Point Beach,43.952750,-64.767670,CA,BCH
Indian Beach,49.566650,-55.831480,CA,BCH
Indian Beach,44.673310,-65.750340,CA,BCH
Indian Beach,45.750140,-60.981810,CA,BCH
Indian Beach,44.791430,-66.796860,CA,BCH
Indian Beach,44.952160,-66.914440,CA,BCH
Indian Point Beach,45.883440,-61.481840,CA,BCH
Indian Pond Beach,47.449890,-53.098070,CA,BCH
Ingonish Beach,46.633440,-60.381760,CA,BCH
Iron Strand,59.550310,-63.814850,CA,BCH
Island View Beach,48.572430,-123.366940,CA,BCH
James Beach,45.666840,-62.548620,CA,BCH
Jericho Beach,49.272370,-123.193260,CA,BCH
John's Beach,49.033320,-58.148410,CA,BCH
Johnstons Beach,43.779170,-64.948380,CA,BCH
Jones Beach,47.177430,-55.137490,CA,BCH
Josephine Shore,46.633440,-63.882030,CA,BCH
Kearneys Beach,47.216590,-52.831360,CA,BCH
Keatings Sand Beach,44.957710,-65.238980,CA,BCH
Keeha Beach,48.785940,-125.171100,CA,BCH
Keirs Shore,46.516830,-63.698720,CA,BCH
Kellett Sandspit,71.965120,-125.928210,CA,BCH
Kellys Beach,46.183440,-60.248460,CA,BCH
Kellys Beach,45.042010,-66.888480,CA,BCH
Kellys Beach,46.833420,-64.915430,CA,BCH
Kelp Cove Bar,43.469200,-65.757200,CA,BCH
Kelp Hauler Shore,43.769000,-66.129130,CA,BCH
Kennedys Shore,46.266840,-61.265220,CA,BCH
Kents Beach,44.716850,-63.065360,CA,BCH
Keppoch Beach,46.200120,-63.115380,CA,BCH
Kinney Shore,44.485800,-65.965740,CA,BCH
Kipps Beach,45.155120,-64.183520,CA,BCH
