name,lat,lon,country_code,feature_code
Spiaggia di Marina,42.251550,14.510490,IT,BCH
Spiaggia di Canale,42.138890,14.718930,IT,BCH
Spiaggia di Rodi Garganico,41.930700,15.890870,IT,BCH
Spiaggia di Mattinata,41.704220,16.069180,IT,BCH
Spiaggia Di Domani,43.349850,10.451300,IT,BCH
Spiaggia di Pietra Ligure,44.148310,8.285020,IT,BCH
Spiaggia di Borghetto Santo Spirito,44.110240,8.245150,IT,BCH
Spiaggia di Ceriale,44.091100,8.231850,IT,BCH
Spiaggia di Borgio,44.157420,8.309790,IT,BCH
Spiaggia di Finale Ligure,44.168460,8.346430,IT,BCH
Spiaggia di Cavallino,45.467720,12.544840,IT,BCH
Cala del gesso,42.416250,11.092260,IT,BCH
Spiaggia di San Foca,40.303570,18.403040,IT,BCH
Spiaggia della Punticeddha,40.251000,18.447640,IT,BCH
Spiaggia di Porto Miggiano,40.032280,18.445440,IT,BCH
Spiaggia di San Teodoro,37.906420,12.459480,IT,BCH
Spiaggia di Marausa,37.934520,12.480900,IT,BCH
Spiaggia La Sorgente,38.074550,15.636830,IT,BCH
Mazzeo,37.872270,15.302060,IT,BCH
Letojanni,37.880250,15.308560,IT,BCH
San Mauro a Mare beach,44.164540,12.448280,IT,BCH
Savignano a Mare beach,44.167340,12.444190,IT,BCH
Spiaggia di Torre Guaceto,40.715740,17.792880,IT,BCH
Grève de Lecq,49.248060,-2.201390,JE,BCH
Sand Eel Beach,49.256980,-2.230110,JE,BCH
La Grève d' Azette,49.168240,-2.084570,JE,BCH
Les Laveurs,49.230000,-2.232220,JE,BCH
L’Ouziere,49.218060,-2.229440,JE,BCH
Green Island Beach,49.163260,-2.075170,JE,BCH
Harmony Beach,18.483190,-77.520400,JM,BCH
Gunboat Beach,17.944080,-76.761620,JM,BCH
Farquhars Beach,17.850000,-77.383330,JM,BCH
Buccaneer Beach,17.945280,-76.765750,JM,BCH
Boston Beach,18.156700,-76.353100,JM,BCH
Barnswell Beach,17.750420,-77.140360,JM,BCH
James Bond Beach,18.411510,-77.093360,JM,BCH
Hellshire Beach,17.898050,-76.894200,JM,BCH
Sugarman Beach,17.896460,-76.896070,JM,BCH
Puerto Seco Beach,18.463250,-77.399500,JM,BCH
Cornwall Beach,18.488400,-77.928600,JM,BCH
Yumiga-hama,35.483330,133.333330,JP,BCH
Yorii Hama,37.930420,139.037520,JP,BCH
Tagono Ura,35.137220,138.710160,JP,BCH
Suya Ura,34.255350,132.264980,JP,BCH
Omurono-hama,33.167630,133.199570,JP,BCH
Ō-hama,34.251900,136.816020,JP,BCH
Niriga Hama,34.259520,135.093120,JP,BCH
Nichinan-kaigan,31.750000,131.466670,JP,BCH
Neda-hama,26.233330,127.300000,JP,BCH
Namaitaga-hama,33.900000,130.916670,JP,BCH
Nakō-hama,26.633330,128.033330,JP,BCH
Nakata Hama,37.483020,137.107550,JP,BCH
Naga-hama,30.550000,130.933330,JP,BCH
Koishi-hama,29.448400,129.618570,JP,BCH
Kiyomi Gata,35.058410,138.534700,JP,BCH
Kiriishi-hama,29.605900,129.713000,JP,BCH
Kichiri-ura,29.583330,129.716670,JP,BCH
Kana-hama,26.283330,126.816670,JP,BCH
Ikarashi-hama,37.883330,138.950000,JP,BCH
Igarashi Hama,37.874830,138.937490,JP,BCH
White Beach,26.301670,127.909170,JP,BCH
Iwai Kaigan,35.093630,139.840720,JP,BCH
Heiza-hama,38.566670,139.550000,JP,BCH
Heisa-ura,34.943070,139.813010,JP,BCH
Goshiki-hama,35.681400,134.979050,JP,BCH
Futami-ura,34.509290,136.790900,JP,BCH
Fukiage-hama,31.450000,130.283330,JP,BCH
Ara-hama,26.683330,128.100000,JP,BCH
Ara-hama,26.300000,126.766670,JP,BCH
Ao-hama,33.950000,131.016670,JP,BCH
Akogi-ura,34.704740,136.521710,JP,BCH
Naga-hama,42.114440,139.514440,JP,BCH
Senjō-hama,42.091110,139.428330,JP,BCH
Naga Hama,38.414420,141.350510,JP,BCH
Naga Hama,38.258540,141.017080,JP,BCH
Kujūkuri Hama,35.497080,140.428310,JP,BCH
Kikuta-ura,36.883330,140.800000,JP,BCH
Kashima-ura,35.750000,140.833330,JP,BCH
Tofuno-ura,40.100000,141.833330,JP,BCH
Shichirinaga Hama,40.915960,140.302360,JP,BCH
Hyakunin Hama,41.983330,143.250000,JP,BCH
Nobiru Kaigan,38.366540,141.161540,JP,BCH
Goishi Kaigan,38.987410,141.740890,JP,BCH
Dairiseki Kaigan,38.948760,141.639220,JP,BCH
Kugunari Hama,38.871170,141.631020,JP,BCH
Tanaka Hama,38.861870,141.622650,JP,BCH
Odano Hama,38.852330,141.622300,JP,BCH
Sankyō,38.879460,141.591330,JP,BCH
Kayobe,41.196750,140.332530,JP,BCH
Naga Hama,41.359300,140.823800,JP,BCH
Mae Hama,31.996530,128.351640,JP,BCH
Ushiro Hama,31.996640,128.350280,JP,BCH
Hateno Hama,26.348040,126.888550,JP,BCH
Zaimokuza Kaigan,35.305810,139.549120,JP,BCH
Yuiga Hama,35.309360,139.541010,JP,BCH
Katsuura Hama,33.836550,130.480640,JP,BCH
Shingū Hama,33.719530,130.438680,JP,BCH
Senriga Hama,33.331900,129.530350,JP,BCH
Minami Hama,27.681550,142.134980,JP,BCH
Chidoriga Hama,24.770130,141.293660,JP,BCH
Okina Hama,24.761360,141.308790,JP,BCH
Hinode Hama,24.788660,141.344380,JP,BCH
Matsuzakino Hama,31.229660,130.768890,JP,BCH
Heta Kaigan,31.146690,130.751850,JP,BCH
Takasu Kaigan,31.335290,130.803710,JP,BCH
Kozuka Hama,31.169090,130.575210,JP,BCH
Ashiya Kaigan,33.888370,130.644180,JP,BCH
Natsuiga Hama,33.915180,130.667740,JP,BCH
Fukiageno Hama,35.115170,138.613560,JP,BCH
Zushi Kaigan,35.292380,139.572330,JP,BCH
Shichiriga Hama,35.304530,139.512480,JP,BCH
Nunobiki Kaigan,35.306970,139.810080,JP,BCH
Shinmaiko Kaigan,35.243990,139.868920,JP,BCH
Tadara Kitahama Kaigan,35.039870,139.828770,JP,BCH
Namuya Kaigan,35.060200,139.826440,JP,BCH
Izumi Ura,35.289940,140.405810,JP,BCH
Hiari Ura,35.269430,140.399520,JP,BCH
Shiratsuru Hama,32.379180,129.995150,JP,BCH
Kujiramichi,32.483900,130.281380,JP,BCH
Shiratono Hama,32.396640,130.401330,JP,BCH
Bentenga Hama,42.969550,144.383910,JP,BCH
Soto Hama,43.177360,145.500830,JP,BCH
Sanri Hama,43.189100,145.468300,JP,BCH
Maruichi Hama,42.985480,144.955390,JP,BCH
Kojari Hama,42.981900,144.965610,JP,BCH
Jari Hama,42.982600,144.970630,JP,BCH
Riruran,42.988660,144.982260,JP,BCH
Chōbushi Hama,42.657620,143.616710,JP,BCH
Yūdō Hama,42.590260,143.540750,JP,BCH
Tiwi Beaches,-4.232640,39.606260,KE,BCH
Shelly Beach,-4.093470,39.674740,KE,BCH
Nyuma Maji,-4.668190,39.384890,KE,BCH
Nyali Beach,-4.048680,39.709480,KE,BCH
Kifundi Beach,-4.661900,39.395190,KE,BCH
Gazi Beach,-4.441130,39.505930,KE,BCH
Funzi Beach,-4.580210,39.436570,KE,BCH
Diani Beach,-4.279760,39.594700,KE,BCH
Bumburi Beach,-3.983330,39.733330,KE,BCH
Galu Beach,-4.355910,39.556320,KE,BCH
Shanzu Beach,-3.972060,39.753040,KE,BCH
Landing Beach,-4.012860,-154.971480,KI,BCH
Public Recreation Area,1.353780,173.038250,KI,BCH
Mtsangani Sima,-12.215560,44.281940,KM,BCH
Chiroroni,-12.376940,44.501110,KM,BCH
Pinney's Beach,17.152900,-62.628770,KN,BCH
Frigate Beach,17.281100,-62.688660,KN,BCH
Yonghwa-haesuyokchang,37.292220,129.301110,KR,BCH
Sinnam-haesuyokchang,37.265280,129.326670,KR,BCH
Yangjŏng-haesuyokchang,37.020830,129.410830,KR,BCH
Pongp’yŏng-haesuyokchang,37.048100,129.412600,KR,BCH
Pugu-haesuyokchang,37.097780,129.380000,KR,BCH
Nagok-haesuyokchang,37.123890,129.372500,KR,BCH
Tŏksan-haesuyokchang,37.382300,129.247500,KR,BCH
Kungch’on-haesuyokchang,37.317500,129.275830,KR,BCH
Hosan-haesuyokchang,37.167000,129.346800,KR,BCH
Ihohaesuyokjang,33.498270,126.453060,KR,BCH
Kimnyŏng-haesuyokchang,33.561940,126.761940,KR,BCH
Sinyang-haesuyokchang,33.431670,126.915560,KR,BCH
Kwanmae-haesuyokchang,34.243330,126.052220,KR,BCH
Nanji-haesuyokchang,37.044170,126.424170,KR,BCH
Chebu-haesuyokchang,37.166940,126.617780,KR,BCH
Jigyeonghaesuyokjang,37.927300,128.796600,KR,BCH
Jukdohaesuyokjang,37.974900,128.759500,KR,BCH
Jumunjinhaesuyokjang,37.910100,128.820300,KR,BCH
Kyŏngp’o-haesuyokchang,37.805200,128.908800,KR,BCH
Namaehaesuyokjang,37.951900,128.775300,KR,BCH
Sach’ŏn-haesuyokchang,37.828100,128.880200,KR,BCH
Songjŏng-haesuyokchang,37.778700,128.939700,KR,BCH
Wŏlch’ŏn-haesuyokchang,37.162900,129.351600,KR,BCH
Mallip’o-haesuyokchang,36.786510,126.141430,KR,BCH
Ch’ŏllip’o-haesuyokchang,36.799700,126.146900,KR,BCH
Ch’ŏngp’odae-haesuyokchang,36.605100,126.290300,KR,BCH
Imwŏnjin-haesuyokchang,37.222300,129.340500,KR,BCH
Paengnip’o-haesuyokchang,36.812800,126.154200,KR,BCH
Mongsanp’o-haesuyokchang,36.669000,126.287600,KR,BCH
Yŏnp’o-haesuyokchang,36.693700,126.210400,KR,BCH
Kop’o-haesuyokchang,37.148700,129.362200,KR,BCH
Ch’ŏngp’odae-haesuyokchang,36.642800,126.299800,KR,BCH
Sambong-haesuyokchang,36.567200,126.317600,KR,BCH
Pangp’o-haesuyokchang,36.509100,126.331300,KR,BCH
Samch’ŏk-haesuyokchang,37.468200,129.169300,KR,BCH
Maengbang-haesuyokchang,37.394000,129.225700,KR,BCH
Tŏkch’ŏn-haesuyokchang,36.570600,129.420400,KR,BCH
Koraebul-haesuyokchang,36.588600,129.410100,KR,BCH
Wŏlsongjŏng-haesuyokchang,36.739500,129.472500,KR,BCH
Hajodaehaesuyokjang,38.024650,128.722330,KR,BCH
Ch’odori-haesuyokchang,38.494150,128.428270,KR,BCH
Baekdohaesuyokjang,38.308310,128.543060,KR,BCH
Sampohaesuyokjang,38.318130,128.532750,KR,BCH
Songjihohaesuyokjang,38.343680,128.514600,KR,BCH
Hwajinp’o-haesuyokchang,38.477710,128.438730,KR,BCH
Bongpohaesuyokjang,38.253410,128.564810,KR,BCH
Naksanhaesuyokjang,38.115530,128.636440,KR,BCH
Geojin sipilli haesuyokjang,38.440670,128.454500,KR,BCH
Banamhaesuyokjang,38.423600,128.462860,KR,BCH
Gyoamhaesuyokjang,38.297740,128.547660,KR,BCH
Munamhaesuyokjang,38.301000,128.547200,KR,BCH
Ayajinhaesuyokjang,38.275460,128.553510,KR,BCH
Cheongganhaesuyokjang,38.263270,128.558970,KR,BCH
Cheonjinhaesuyokjang,38.258440,128.560010,KR,BCH
Bongsudaehaesuyokjang,38.322530,128.527900,KR,BCH
Gonghyeonjinhaesuyokjang,38.356340,128.510580,KR,BCH
Sokchohaesuyokjang,38.188830,128.604870,KR,BCH
Hwaongchihaesuyokjang,38.184300,128.608160,KR,BCH
Jeongamhaesuyokjang,38.138030,128.616700,KR,BCH
Seorakhaesuyokjang,38.129240,128.624150,KR,BCH
Osanhaesuyokjang,38.091620,128.662480,KR,BCH
Donghohaesuyokjang,38.055550,128.686120,KR,BCH
Jangyohaesuyokjang,37.994150,128.742440,KR,BCH
Dongsanpohaesuyokjang,37.977140,128.759760,KR,BCH
Hyanghohaesuyokjang,37.914890,128.813210,KR,BCH
Yeongjinhaesuyokjang,37.870350,128.844270,KR,BCH
Hyeopjaehaesuyokjang,33.394140,126.239420,KR,BCH
Geumneunghaesuyokjang,33.390610,126.235560,KR,BCH
Hamohaesuyokjang,33.211040,126.261180,KR,BCH
Gwanseonghaesuyokjang,35.664030,129.453410,KR,BCH
Ilsanhaesuyokjang,35.496570,129.430980,KR,BCH
Ilgwanghaesuyokjang,35.261210,129.233730,KR,BCH
Jinhahaesuyokjang,35.382850,129.345590,KR,BCH
Gwangallihaesuyokjang,35.151960,129.117550,KR,BCH
Haeundaehaesuyokjang,35.158880,129.161480,KR,BCH
Songjeonghaesuyokjang,35.179150,129.200240,KR,BCH
Nongsomongdolhaesuyokjang,35.007350,128.703750,KR,BCH
Heungnamhaesuyokjang,34.955980,128.716400,KR,BCH
Dwitjangseulhaesuyokjang,37.633050,126.242710,KR,BCH
Sidohaesuyokjang,37.540760,126.424350,KR,BCH
Sugihaesuyokjang,37.544880,126.431790,KR,BCH
Handeulhaesuyokjang,37.528570,126.345160,KR,BCH
Ongamhaesuyokjang,37.529450,126.373760,KR,BCH
Wangsanhaesuyokjang,37.456060,126.368790,KR,BCH
Eulwanghaesuyokjang,37.446740,126.372570,KR,BCH
Keunmalhaesuyokjang,37.252260,126.302050,KR,BCH
Janggolhaesuyokjang,37.245860,126.310400,KR,BCH
Palmidohaesuyokjang,37.359530,126.513510,KR,BCH
Simnipohaesuyokjang,37.281020,126.481870,KR,BCH
Oborihaesuyokjang,36.439300,129.433180,KR,BCH
Daetanhaesuyokjang,36.436730,129.433590,KR,BCH
Namhohaesuyokjang,36.328910,129.379900,KR,BCH
Jangsahaesuyokjang,36.283940,129.375830,KR,BCH
Hwajinhaesuyokjang,36.254080,129.373200,KR,BCH
Wolpohaesuyokjang,36.201500,129.371370,KR,BCH
Chilpohaesuyokjang,36.131960,129.400100,KR,BCH
Bukbuhaesuyokjang,36.059550,129.379920,KR,BCH
Songdohaesuyokjang,36.037190,129.379240,KR,BCH
Guryongpohaesuyokjang,35.997410,129.566610,KR,BCH
Oryuhaesuyokjang,35.820170,129.509970,KR,BCH
Jeonchonhaesuyokjang,35.788330,129.491770,KR,BCH
Najeonghaesuyokjang,35.782430,129.491720,KR,BCH
Geumgaphaesuyokjang,34.395700,126.278130,KR,BCH
Gagyehaesuyokjang,34.433580,126.353650,KR,BCH
Songpyeonghaesuyokjang,34.431430,126.475070,KR,BCH
Sagumihaesuyokjang,34.320000,126.585900,KR,BCH
Geumhohaesuyokjang,34.693810,126.359770,KR,BCH
Sumunhaesuyokjang,34.634840,127.034390,KR,BCH
Yulpohaesuyokjang,34.670110,127.092190,KR,BCH
Pungnyuhaesuyokjang,34.663640,127.229430,KR,BCH
Daejeonhaesuyokjang,34.713920,127.272610,KR,BCH
Geumhohaesuyokjang,34.640730,127.188520,KR,BCH
Yongdonghaesuyokjang,34.633530,127.183790,KR,BCH
As Sīf,29.436110,47.777780,KW,BCH
Seven Mile Beach,19.350000,-81.383330,KY,BCH
Prospect Beach,19.273350,-81.334830,KY,BCH
Clarinda Beach,19.300000,-81.150000,KY,BCH
Bats Cave Beach,19.266670,-81.316670,KY,BCH
Rum Point Beach,19.372900,-81.270460,KY,BCH
Yâroûti,33.701650,35.439410,LB,BCH
Ebriêl,33.294170,35.220000,LB,BCH
Vigie Beach,14.024700,-60.984650,LC,BCH
Marisule Beach,14.047400,-60.972510,LC,BCH
La Pointe Beach,13.789710,-61.067520,LC,BCH
Choc Beach,14.032820,-60.975740,LC,BCH
Malabar Beach,14.025790,-60.983260,LC,BCH
Wewakanda,6.113900,81.082600,LK,BCH
Wannakanveli,9.462800,80.170400,LK,BCH
Urindimunai,9.703100,79.839000,LK,BCH
Sinna Muhattuvaram,7.183100,81.859000,LK,BCH
Periya Muhattuvaram,7.153500,81.857500,LK,BCH
Pasarchenal,6.830200,81.829800,LK,BCH
Marakkalagoda,6.018900,80.790800,LK,BCH
Malala Modera,6.156300,81.177400,LK,BCH
Keelikudah,8.000000,81.500000,LK,BCH
Kadalanchiya,6.616000,81.759100,LK,BCH
Mt Lavinia Beach,6.840060,79.862620,LK,BCH
Homco Beach,6.416670,-10.816670,LR,BCH
Coopers Beach,6.233330,-10.683330,LR,BCH
Bernard Beach,6.266670,-10.766670,LR,BCH
Parventas pludmale,57.425940,21.587580,LV,BCH
Zīvartiņš,57.073890,23.284110,LV,BCH
Jurmala Beach,56.963930,23.630780,LV,BCH
Vecaki beach,57.081290,24.104910,LV,BCH
Lilastes Pludmale,57.188340,24.326990,LV,BCH
Saulkrastu pludmale,57.297500,24.407030,LV,BCH
Shāţi’ Wādī Murquş,32.866670,22.250000,LY,BCH
Shāţi’ Wādī aḑ Ḑab‘,32.872740,22.269750,LY,BCH
Shāţi’ Umm al A‘lām,32.871410,22.299280,LY,BCH
Shāţi’ ash Sha‘rāyah,32.873570,22.323200,LY,BCH
Sāḩil Kirissah,32.850000,22.433330,LY,BCH
Shāţi’ Julyānah,32.075500,20.042060,LY,BCH
Plage de Temara,33.930480,-6.958950,MA,BCH
Playa de Tamajarusch,29.550000,-10.060000,MA,BCH
Plage Souani,35.196640,-3.844690,MA,BCH
Plage de Skhirat,33.869860,-7.053110,MA,BCH
Plage de Sidi Kacem,35.737980,-5.944330,MA,BCH
Plage de Sidi Driss,35.228850,-3.596660,MA,BCH
Playa del Sfiha,35.200000,-3.900000,MA,BCH
Plage des Nations,34.152240,-6.739500,MA,BCH
Plage Sidi Qanqouch,35.831970,-5.700060,MA,BCH
Id Bouchini,29.530000,-10.060000,MA,BCH
Playa del Harch,35.200000,-3.800000,MA,BCH
Plage Rosa Marin,33.887260,-7.016940,MA,BCH
Plage Blanche,28.870000,-10.780000,MA,BCH
Plage Beni Maadane,35.585860,-5.260580,MA,BCH
Plage de Hawziya,33.307460,-8.355900,MA,BCH
Plage Abdouna,35.194590,-3.316370,MA,BCH
Plage Mhibet,35.423210,-6.062630,MA,BCH
Plage Tayt,35.202910,-3.875980,MA,BCH
Plage Salina,35.200130,-3.816940,MA,BCH
Plage Tanda,35.203510,-3.803220,MA,BCH
Plage Baddou,35.209990,-3.788020,MA,BCH
Plage Lharach,35.217430,-3.776550,MA,BCH
Plage Isri,35.219910,-3.912950,MA,BCH
Plage Sfiha,35.208450,-3.893800,MA,BCH
Plage Oued Lihoud,35.794300,-5.834530,MA,BCH
Mgad El Ain,32.494710,-9.246670,MA,BCH
Aouli,32.490120,-9.243420,MA,BCH
Legsayeb,32.482480,-9.235780,MA,BCH
Bouznad,32.479190,-9.232140,MA,BCH
Lahouioua,32.468450,-9.232800,MA,BCH
Erriha,32.458340,-9.233440,MA,BCH
Mgad Jmel,32.444670,-9.237830,MA,BCH
Faryat,32.436840,-9.240690,MA,BCH
Lbarkou,32.427930,-9.245880,MA,BCH
Jaajae,32.424560,-9.247250,MA,BCH
Labbir,32.485700,-9.239570,MA,BCH
Jhir,32.572480,-9.241510,MA,BCH
Ouljat Oulad Ali,32.654880,-9.130990,MA,BCH
Ouljat Ezzaouia,32.636730,-9.154270,MA,BCH
Ouljat Oulad Said,32.626090,-9.167710,MA,BCH
Kofe Hmam,34.925620,-6.276120,MA,BCH
Hofret Jmal,34.909790,-6.282630,MA,BCH
Hjar Lamaarrad,34.903390,-6.285590,MA,BCH
Plage Sidi Boughaba,34.218690,-6.698290,MA,BCH
Choudir,33.782130,-7.256310,MA,BCH
Laghouichi,33.780060,-7.264480,MA,BCH
Loualja,33.775340,-7.271390,MA,BCH
Lamaayden,33.772050,-7.278170,MA,BCH
Ben Arayba,33.769510,-7.281430,MA,BCH
Lmoumna,33.763600,-7.287360,MA,BCH
Brimila,33.757250,-7.298790,MA,BCH
Mersset Chama,33.750350,-7.307300,MA,BCH
Touddmine,31.157440,-9.829720,MA,BCH
Tassaksout n-Tahna,31.154920,-9.832460,MA,BCH
Taftast Ouaoulil,31.123450,-9.834110,MA,BCH
Tagzirt,31.170910,-9.824690,MA,BCH
Tamda Isseemmoumene,31.176550,-9.821240,MA,BCH
Imouftas,31.179560,-9.819440,MA,BCH
Iftane,31.194720,-9.815250,MA,BCH
Bizergane,31.219290,-9.819710,MA,BCH
Tabakechoult,31.242020,-9.817280,MA,BCH
Plage Ras Rmel,35.211090,-6.147330,MA,BCH
Plage Sidi-Rbat,30.094330,-9.665790,MA,BCH
Plage Chlihat,34.274430,-6.667390,MA,BCH
Plage Sanaoubar,33.794240,-7.236740,MA,BCH
Plage Bouznika,33.820500,-7.150050,MA,BCH
Plage Said,33.816840,-7.160800,MA,BCH
Plage Azrou,31.317770,-9.794730,MA,BCH
Plage Takaouch,31.279340,-9.800760,MA,BCH
Ord Omar,31.479180,-9.778070,MA,BCH
Lkarkoura,31.458400,-9.788990,MA,BCH
El Ma Lahlou,31.429850,-9.814990,MA,BCH
Ich Orane,31.403550,-9.836170,MA,BCH
Tagrioualet,31.382060,-9.813990,MA,BCH
Bou Drioua,31.386710,-9.835850,MA,BCH
And Tikinet,31.392650,-9.841090,MA,BCH
Martil,35.627200,-5.273080,MA,BCH
Kourmila,35.155970,-4.396040,MA,BCH
Plage Boukmour,34.494340,-6.510720,MA,BCH
Plage Rouge,35.104580,-2.480090,MA,BCH
Lmechchal,35.136980,-2.406060,MA,BCH
Ifris Ou Gharrabou,35.190860,-3.321370,MA,BCH
Mrah Sebiti,35.649690,-5.972540,MA,BCH
Plage Marqala,35.794020,-5.834080,MA,BCH
Plage Chaqqar,35.777120,-5.931070,MA,BCH
Plage Bakoura,35.767890,-5.935360,MA,BCH
Plage Oued Allyene,35.827460,-5.648740,MA,BCH
Plage Des Amiraux,35.824490,-5.722650,MA,BCH
Plage Lamrissa,35.827300,-5.352870,MA,BCH
Plage El Amine,35.808670,-5.351530,MA,BCH
Soulia Plage,35.800730,-5.350510,MA,BCH
Eden Plage,35.798850,-5.350550,MA,BCH
Plage Al Amine,35.784720,-5.348810,MA,BCH
Plage Dalya,35.904930,-5.476930,MA,BCH
Plage Oued Tamassint,35.904550,-5.446330,MA,BCH
Plage Lhammam,35.909170,-5.392480,MA,BCH
Lqassarine,35.919530,-5.400110,MA,BCH
Plage Taghassa,35.222050,-4.732630,MA,BCH
Lahouat,35.205280,-4.644180,MA,BCH
Plage Sbae Bibane,35.156510,-4.332390,MA,BCH
Plage Badis,35.170650,-4.293830,MA,BCH
Plage Torres,35.157620,-4.325990,MA,BCH
Marsat Gaayad,34.566060,-6.462210,MA,BCH
Azrau Zouggaghne,29.790720,-9.849540,MA,BCH
Amane Imodane,29.798820,-9.841450,MA,BCH
El Mkitaa,32.907040,-8.830910,MA,BCH
Baïlet,32.864750,-8.876880,MA,BCH
Mers Olad. Rbia,32.810680,-8.942540,MA,BCH
Fetissa,32.789540,-8.971460,MA,BCH
Plage du Larvotto,43.746560,7.434040,MC,BCH
'Boka' beach (Bijela vila),42.451320,18.532520,ME,BCH
'Žaba' Beach,42.452590,18.529580,ME,BCH
'Kod tunela' beach,42.453270,18.527800,ME,BCH
'Lazaret' beach,42.451670,18.531660,ME,BCH
'Yachting Club' Beach,42.451820,18.530600,ME,BCH
'Žalo' beach,42.449950,18.535170,ME,BCH
Hotel 'Topla' beach,42.454470,18.525820,ME,BCH
'Milašinović' beach,42.456190,18.523390,ME,BCH
Hotel 'Plaža' beach,42.450440,18.541740,ME,BCH
Petite Plage,18.109920,-63.053200,MF,BCH
Ducks Beach,18.116280,-63.046490,MF,BCH
Coconut Grove,18.072020,-63.019980,MF,BCH
Le Gallon,18.078770,-63.013560,MF,BCH
Coralita Beach,18.059890,-63.012920,MF,BCH
Orient Beach,18.089850,-63.021780,MF,BCH
Plage d’ Amborovy,-15.633330,46.333330,MG,BCH
Andilana,-13.252600,48.185560,MG,BCH
Palm,-13.379430,48.194060,MG,BCH
Ngwe Saung Beach,16.857530,94.388090,MM,BCH
Ngapali Beach,18.444970,94.314570,MM,BCH
Unai Achugao,15.245270,145.763150,MP,BCH
Unai Baput,15.161670,145.760830,MP,BCH
Unai Chiget,15.061140,145.655210,MP,BCH
Unai Dandan,15.135690,145.741910,MP,BCH
Unai Dangkolo,15.035560,145.646110,MP,BCH
Unai Dikike Matuis,15.262490,145.783720,MP,BCH
Unai Halaihai,15.184180,145.781050,MP,BCH
Kammer Beach,14.963610,145.623060,MP,BCH
Unai Chalan Kiya,15.161390,145.704170,MP,BCH
Unai Lamlam,15.086670,145.630280,MP,BCH
Unai Laolao Kattan,15.174720,145.785960,MP,BCH
Unai I Hasngot,15.209890,145.778540,MP,BCH
Unai Laolao,15.159720,145.751110,MP,BCH
Unai Makpe,15.270730,145.790510,MP,BCH
Opyan,15.105880,145.738510,MP,BCH
Unai Peo,15.107720,145.716650,MP,BCH
Pau Pau Beach,15.252140,145.775790,MP,BCH
Taga Beach,14.956390,145.627500,MP,BCH
Unai Tanapag,15.236110,145.745280,MP,BCH
Tarage,18.170000,145.793890,MP,BCH
Teteto Beach,14.172220,145.188890,MP,BCH
Black Sand Beaches on Southwestern Coast,18.740180,145.651500,MP,BCHS
Micro Beach,15.218730,145.716590,MP,BCH
Nord Plage,14.878000,-61.147320,MQ,BCH
Anse Madame,14.617510,-61.103810,MQ,BCH
Club Nautique Schoelcher,14.617010,-61.103130,MQ,BCH
Maya Beach Club,14.427410,-60.886030,MQ,BCH
Plage du Goliath,20.600000,-16.433330,MR,BCH
Ir-Ramla tal-Pwales,35.946390,14.382780,MT,BCH
Ir-Ramla tal Mixquqa,35.933610,14.342220,MT,BCH
Ix-Xtajta tal-Qawra,35.956390,14.424720,MT,BCH
Ix-Xtajta ta’ Buġibba,35.954440,14.416940,MT,BCH
Ix-Xtajta,36.062780,14.279440,MT,BCH
Ramla taż-Żewwieqa,36.026670,14.298610,MT,BCH
Sliema beach,35.911530,14.507450,MT,BCH
Mont Choisy,-20.015190,57.556460,MU,BCH
Playa Washington,25.833330,-97.150000,MX,BCH
Playa Villa del Mar,19.182880,-96.124560,MX,BCH
Playa Hornos,19.183330,-96.116670,MX,BCH
Playa Costa-Verde,19.168420,-96.112150,MX,BCH
Playa Norte,18.658690,-91.846220,MX,BCH
Playa Palancar,20.351180,-87.021730,MX,BCH
Playa Chen Río,20.381940,-86.883330,MX,BCH
Playa San Francisco,20.400680,-87.017770,MX,BCH
Playa del Carmen,20.622220,-87.069440,MX,BCH
Playa Norte,18.663970,-91.831710,MX,BCH
Playa Bahamita,18.695470,-91.706850,MX,BCH
Playa Ancha,21.136110,-86.754170,MX,BCH
Playa Caracol,21.139360,-86.749510,MX,BCH
Playa Tortugas,21.139620,-86.769150,MX,BCH
Playa Palancar,20.200000,-87.016670,MX,BCH
Playa Chen Río,20.366670,-86.866670,MX,BCH
Playa Garrafón,21.204170,-86.718060,MX,BCH
Playa El Cocal,21.260560,-86.754170,MX,BCH
Playa Nixche,19.016670,-91.150000,MX,BCH
Playas San Benito,21.321570,-89.459460,MX,BCH
Playa Kantenah,20.445230,-87.283440,MX,BCH
Playa Norte,21.016670,-97.325000,MX,BCH
Playas Antón Lizardo,19.058330,-96.050000,MX,BCH
Playa Los Halcones,27.104180,-110.092670,MX,BCH
Playa Bruja,23.290150,-106.477590,MX,BCH
Playa Ceuta,23.915690,-106.971390,MX,BCH
Playas Los Buenos,32.438270,-117.101650,MX,BCH
Playas de Tijuana,32.518810,-117.124140,MX,BCH
Playa Taiti,32.450000,-117.100000,MX,BCH
Playa San Juan,26.026370,-109.421090,MX,BCH
Playa San Antonio del Mar,31.100000,-116.300000,MX,BCH
Playa Saliboca,26.266670,-109.200000,MX,BCH
Playa El Naranjo,21.085420,-105.230080,MX,BCH
Playa Los Muertos,20.598630,-105.239310,MX,BCH
Playa La Biznaga,26.078530,-109.393990,MX,BCH
Playa Huatabampito,26.696070,-109.609690,MX,BCH
Playa Hermosa,31.321080,-113.565280,MX,BCH
Playa La Garza Blanca,20.554340,-105.264530,MX,BCH
