NAME,DISCIPLINE,DISCIPLINE_LABEL,CITY,STATE,LAT,LNG
KEELER TAVERN MUSEUM,HSC,Historical Society or Historic Preservation,,,41.29926,-73.49832
KEENEY MEMORIAL CULTURE CENTER,GMU,General Museum,,,41.7105,-72.65378
KEEPERS OF INDIGENOUS WAYS,HST,History Museum,,,33.73931,-118.31334
KEEPERS OF THE PATOS LIGHT,HSC,Historical Society or Historic Preservation,,,48.48949,-122.88667
KEESING MUSEUM OF ANTHROPOLOGY,NAT,Natural History or Natural Science Museum,,,37.4089,-122.15183
KEEWATIN MARITIME MUSEUM,GMU,General Museum,,,42.6425,-86.20977
KEITH SCHOOL MUSEUM,GMU,General Museum,,,32.9261,-79.86076
KEKOSKEE WILLIAMSTOWN HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,43.49562,-88.54381
KELLER GALLERY,ART,Art Museum,,,32.71971,-117.24953
KELLOGG FARM AND DAIRY,GMU,General Museum,,,42.7356,-84.49352
KELLOGG LAKE NATURE CENTER AND PRESERVE,BOT,"Arboretum, Botanical Garden, or Nature Center",,,37.19374,-94.27664
KELLOGG PHOTOGRAPHY GALLERY,ART,Art Museum,,,43.003,-87.96773
KELLOGGSVILLE HERITAGE,HSC,Historical Society or Historic Preservation,,,41.86297,-80.61806
KELLY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,34.47013,-78.30818
KELLY'S CLASSIC AUTO,GMU,General Museum,,,35.11195,-79.47148
KELPUIS SOCIETY,HSC,Historical Society or Historic Preservation,,,39.94712,-75.17835
KELSEY MUSEUM OF ARCHAEOLOGY,NAT,Natural History or Natural Science Museum,,,42.25286,-83.7389
KELSO MUSEUM OF NEAR EASTERN ARCHAEOLOGY,GMU,General Museum,,,40.46743,-79.92101
KELTON HOUSE MUSEUM AND GARDEN,BOT,"Arboretum, Botanical Garden, or Nature Center",,,39.96089,-82.98524
KEMAH HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,29.53649,-95.03417
KEMERER MUSEUM OF DECORATIVE ARTS,ART,Art Museum,,,40.62271,-75.38139
KEMERER MUSEUM-DECORATIVE ARTS,ART,Art Museum,,,40.62271,-75.38139
KEMP MINERAL RESOURCES MUSEUM,GMU,General Museum,,,46.78226,-92.1387
KEMPER COUNTY HISTORICAL ASSOCIATION,HSC,Historical Society or Historic Preservation,,,32.76493,-88.62281
KEMPER MEMORIAL PARK PRESERVATION FUND,HSC,Historical Society or Historic Preservation,,,40.9388,-73.76526
KEMPER MUSEUM OF CONTEMPORARY ART AND DESIGN,ART,Art Museum,,,39.04661,-94.58433
KEMPF HOUSE,HSC,Historical Society or Historic Preservation,,,42.27878,-83.74416
KEMPTON RAILROAD HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,40.60502,-75.46884
KENAI BICENTENNIAL VISITORS AND CULT. CENTER,GMU,General Museum,,,60.55468,-151.26121
KENAI FJORDS NATIONAL PARK HEADQUARTERS,HSC,Historical Society or Historic Preservation,,,60.20885,-149.38716
KENDALL CAMPUS ART GALLERY,ART,Art Museum,,,25.77758,-80.19122
KENDALL COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,41.65771,-88.44936
KENDALL WHALING MUSEUM,GMU,General Museum,,,42.12878,-71.19311
KENDALLVILLE HERITAGE ASSOCIATION,HSC,Historical Society or Historic Preservation,,,41.45382,-85.25516
KENFIELD GALLERY,ART,Art Museum,,,41.12976,-101.71668
KENILWORTH AQUATIC GARDENS,HSC,Historical Society or Historic Preservation,,,38.89909,-77.05252
KENILWORTH HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,42.08669,-87.71607
KENILWORTH HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,40.67618,-74.28942
KENMORE ASSOCIATION,HSC,Historical Society or Historic Preservation,,,38.30375,-77.46676
KENMORE HERITAGE SOCIETY,HSC,Historical Society or Historic Preservation,,,47.75544,-122.24301
KENMORE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,41.04,-81.55878
KENNEBUNKPORT HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,43.38005,-70.47683
KENNEDALE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,32.64809,-97.22548
KENNEDY ART CENTER GALLERY,ART,Art Museum,,,37.79831,-122.18465
KENNEDY HEIGHTS ARTS,ART,Art Museum,,,39.188,-84.4152
KENNEDY MUSEUM OF ART,ART,Art Museum,,,39.3191,-82.10165
KENNEDY SPACE CENTER VISITOR COMPLEX,SCI,Science & Technology Museum or Planetarium,,,28.61168,-80.67769
KENNEDY STONE HOUSE,HSC,Historical Society or Historic Preservation,,,39.78725,-81.9507
KENNESAW HISTORICAL SOCIETY,GMU,General Museum,,,34.0235,-84.61463
KENNESAW MOUNTAIN HISTORICAL ASSOCIATION,HSC,Historical Society or Historic Preservation,,,33.98366,-84.57865
KENNESAW MOUNTAIN NBP,HSC,Historical Society or Historic Preservation,,,33.98366,-84.57865
KENNESAW MUSEUM,HST,History Museum,,,34.0235,-84.61463
KENNETH BERGER HEARING AID MUSEUM & ARCHIVE,GMU,General Museum,,,41.1536,-81.34993
KENNETT UNDERGROUND RAILROAD CENTER,HSC,Historical Society or Historic Preservation,,,39.85647,-75.7059
KENOSHA GARDEN RAILROAD SOCIETY,BOT,"Arboretum, Botanical Garden, or Nature Center",,,42.53544,-87.85704
KENOSHA MILITARY MUSEUM,HST,History Museum,,,42.49113,-87.92518
KENOSHA PUBLIC MUSEUM,GMU,General Museum,,,42.58663,-87.82166
KENOSHA STREETCAR SOCIETY,HSC,Historical Society or Historic Preservation,,,42.58443,-87.82207
KENSINGTON AREA HERITAGE SOCIETY,HST,History Museum,,,45.79479,-95.67631
KENSINGTON HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,39.02817,-77.07656
KENT CAMPUS GALLERY,ART,Art Museum,,,30.33441,-81.66218
KENT COUNTY MUSEUM,GMU,General Museum,,,39.35364,-75.9858
KENT DELORD HOUSE MUSEUM,GMU,General Museum,,,44.70092,-73.44707
KENT HISTORICAL MUSEUM,HSC,Historical Society or Historic Preservation,,,47.38047,-122.23734
KENT PLANTATION HOUSE,HSC,Historical Society or Historic Preservation,,,31.30366,-92.48402
KENT STATE UNIVERSITY MUSEUM,GMU,General Museum,,,41.1536,-81.34993
KENT STATE UNIVERSITY PLANETARIUM,SCI,Science & Technology Museum or Planetarium,,,41.1536,-81.34993
KENTFIELD-GREENBRAE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,37.95347,-122.54852
KENTLER INTERNATIONAL DRAWING SPACE,ART,Art Museum,,,40.67686,-74.01314
KENTON COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,39.06884,-84.53293
KENTON-SIDNAW HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,46.46895,-88.96152
KENTUCK ART CENTER & MUSEUM,ART,Art Museum,,,33.21904,-87.57842
KENTUCKY AGRICULTURE HERITAGE,GMU,General Museum,,,37.83061,-85.0511
KENTUCKY AVIATION HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,38.2229,-85.66774
KENTUCKY DERBY MUSEUM,GMU,General Museum,,,38.20561,-85.77054
KENTUCKY DOLL AND TOY MUSEUM,GMU,General Museum,,,38.31207,-84.02782
KENTUCKY FOLK ART CENTER,ART,Art Museum,,,38.18242,-83.43281
KENTUCKY GATEWAY MUSEUM CENTER,GMU,General Museum,,,38.6478,-83.76702
KENTUCKY GOLF FOUNDATION,GMU,General Museum,,,38.28136,-85.44723
KENTUCKY HISTORICAL SOCIETY,GMU,General Museum,,,38.00067,-84.44447
KENTUCKY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,38.19849,-84.87408
KENTUCKY LIBRARY AND MUSEUM,GMU,General Museum,,,37.00607,-86.43796
KENTUCKY LINCOLN HERITAGE TRAIL ALLIANCE,HSC,Historical Society or Historic Preservation,,,37.57406,-85.74044
KENTUCKY MANSION,HSC,Historical Society or Historic Preservation,,,38.03696,-84.66084
KENTUCKY MUSEUM,GMU,General Museum,,,37.00607,-86.43796
KENTUCKY MUSEUM ART & CRAFT,GMU,General Museum,,,38.25727,-85.76172
KENTUCKY MUSEUM OF AIR & LAND TRANSPORTATION,GMU,General Museum,,,38.28335,-85.47559
KENTUCKY MUSEUM OF NATURAL HISTORY,NAT,Natural History or Natural Science Museum,,,38.04571,-84.49808
KENTUCKY PRO FOOTBALL HALL OF FAME FACILITY,GMU,General Museum,,,37.87629,-84.57445
KENTUCKY RENAISSANCE PHARMACY MUSEUM AND FOUNTAIN,GMU,General Museum,,,38.02186,-84.55671
KENTUCKY REPTILE ZOO,ZAW,"Zoo, Aquarium, or Wildlife Conservation",,,37.78755,-83.6932
KENTUCKY VETERAN & PATRIOT MUSEUM AND PARK,BOT,"Arboretum, Botanical Garden, or Nature Center",,,36.94517,-88.97982
KENYON AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,44.27008,-92.98759
KEOKUK RIVER MUSEUM,GMU,General Museum,,,40.40701,-91.39515
KEOWEE-TOXAWAY STATE NATURAL AREA,GMU,General Museum,,,34.93196,-82.88655
KERN ANTELOPE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,34.86047,-118.20752
KERN COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,35.37538,-119.02155
KERN EXIHIBITION AREA,GMU,General Museum,,,40.79792,-77.86267
KERNERSVILLE HISTORICAL PRESERVATION SOCIETY,HSC,Historical Society or Historic Preservation,,,36.11666,-80.07731
KERNSTOWN BATTLEFIELD ASSOCIATION,HSC,Historical Society or Historic Preservation,,,39.18715,-78.15462
KERR COUNTY HISTORICAL COMMISSION,HSC,Historical Society or Historic Preservation,,,30.04553,-99.14657
KERR MANSION,GMU,General Museum,,,35.0601,-94.62035
KERR MUSEUM,GMU,General Museum,,,40.51726,-79.84019
KERR PLACE,HSC,Historical Society or Historic Preservation,,,37.71133,-75.74482
KETCHAM INN,HSC,Historical Society or Historic Preservation,,,40.8798,-72.91232
KETCHUM/SUN VALLEY HERITAGE AND SKI MUSEUM,GMU,General Museum,,,43.68085,-114.36895
KETNERS MILLS FOUNDATION,HSC,Historical Society or Historic Preservation,,,35.04293,-85.30444
KETTLE MORAINE NATURAL HISTORY MUSEUM,HST,History Museum,,,42.87816,-88.47102
KEWANEE HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,41.2413,-89.92793
KEWAUNEE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,44.45838,-87.50179
KEWEENAW CHILDREN'S MUSEUM,CMU,Children's Museum,,,47.11535,-88.58852
KEWEENAW COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,47.45511,-88.12233
KEWEENAW NATIONAL HISTORICAL PARK,HSC,Historical Society or Historic Preservation,,,47.24357,-88.45169
KEY BISCAYNE HISTORICAL AND HERITAGE SOCIETY,HSC,Historical Society or Historic Preservation,,,25.69554,-80.16305
KEY PENINSULA HISTORIC SOCIETY,HSC,Historical Society or Historic Preservation,,,47.33681,-122.76837
KEY WEST ART & HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,24.55862,-81.80807
KEY WEST ART CENTER,ART,Art Museum,,,24.55924,-81.80658
KEY WEST BOTANICAL GARDEN SOCIETY,BOT,"Arboretum, Botanical Garden, or Nature Center",,,24.57469,-81.74921
KEY WEST LIGHTHOUSE MUSEUM,GMU,General Museum,,,24.55045,-81.80085
KEYPORT FIRE MUSEUM,GMU,General Museum,,,40.43915,-74.19616
KEYSTONE AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,43.88698,-103.38515
KEYSTONE CROSSROADS HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,36.09265,-96.38947
KEYSTONE SQUARE MUSEUM,GMU,General Museum,,,31.06563,-98.17925
KEYSTONE TRACTOR MUSEUM,GMU,General Museum,,,37.25127,-77.39535
KHMER CULTURE,HSC,Historical Society or Historic Preservation,,,41.97989,-73.19582
KIACA GALLERY,ART,Art Museum,,,40.09436,-83.01825
KIBBE HANCOCK HERITAGE MUSEUM,GMU,General Museum,,,40.42575,-91.13257
KID SENSES CHILDREN'S MUSEUM,CMU,Children's Museum,,,35.36478,-81.95802
KID ZONE MUSEUM,GMU,General Museum,,,33.74677,-116.96956
KID'S FIREHOUSE MUSEUM,GMU,General Museum,,,27.89183,-82.77087
KIDDER COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,46.87959,-99.9216
KIDS 'N' STUFF CHILDREN'S MUSEUM,GMU,General Museum,,,42.24338,-84.75304
KIDS DISCOVERY MUSEUM,CMU,Children's Museum,,,47.63918,-122.57493
KIDS IN MOTION PLAYHOUSE DISCOVERY MUSEUM,CMU,Children's Museum,,,29.61938,-90.78958
KIDSBRIDGE,CMU,Children's Museum,,,40.1775,-74.66866
KIDSCOMMONS - COLUMBUS' COMMUNITY CHILDREN'S MUSEUM,CMU,Children's Museum,,,39.20162,-85.92093
KIDSPACE A PARTICIPATORY MUSEUM,CMU,Children's Museum,,,34.15266,-118.16646
KIDSPORT CHILDREN MUSEUM,CMU,Children's Museum,,,47.77143,-122.67894
KIDSQUEST CHILDREN'S MUSEUM,CMU,Children's Museum,,,47.57596,-122.16953
KIDZONE MUSEUM,CMU,Children's Museum,,,39.3248,-120.2155
KIEL AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,43.91613,-88.02572
KIESTER AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,43.53685,-93.7137
KIHOLO LOKO IA,HSC,Historical Society or Historic Preservation,,,19.65289,-155.98443
KIKA SILVA PLA PLANETARIUM,SCI,Science & Technology Museum or Planetarium,,,29.67445,-82.40582
KILIAN COMMUNITY COLLEGE GALLERY,ART,Art Museum,,,43.55131,-96.72242
KILLEN HISTORICAL COMMISSION,HSC,Historical Society or Historic Preservation,,,34.85189,-87.55926
KILLINGWORTH HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,41.37357,-72.56839
KIMBALL AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,45.33236,-94.3077
KIMBALL ART CENTER,ART,Art Museum,,,40.65999,-111.49809
KIMBALL ARTS CENTER GALLERY,ART,Art Museum,,,41.18815,-111.94247
KIMBALL HOUSE HISTORICAL MUSEUM,HSC,Historical Society or Historic Preservation,,,42.32202,-85.17566
KIMBALL-JENKINS ESTATE,HSC,Historical Society or Historic Preservation,,,43.21497,-71.54098
KIMBELL ART FOUNDATION,ART,Art Museum,,,32.7554,-97.33021
KIMURA GALLERY,ART,Art Museum,,,64.81712,-147.87837
KINARD ANNEX,GMU,General Museum,,,34.68163,-82.82688
KIND HEART ALASKA MUSEUM,GMU,General Museum,,,64.77904,-147.3687
KINDALEW ENTERPRISES,GMU,General Museum,,,38.93238,-77.07307
KING ARTHUR FLOUR BAKING EDUCATION CENTER,GMU,General Museum,,,43.71625,-72.30093
KING GALLERY,ART,Art Museum,,,36.9071,-80.04658
KING GEORGE COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,38.34792,-77.05612
KING MANOR ASSOCIATION OF LONG ISLAND,HST,History Museum,,,40.70487,-73.79946
KING STREET GALLERY,ART,Art Museum,,,39.10259,-77.15549
KING WILLIAM HISTORICAL MUSEUM,HSC,Historical Society or Historic Preservation,,,37.69107,-77.06989
KING-TISDELL COTTAGE FOUNDATION,HST,History Museum,,,32.07242,-81.08794
KINGDOM HISTORICAL TRUST,HSC,Historical Society or Historic Preservation,,,37.84712,-122.27573
KINGDOM OF ARAGON,HSC,Historical Society or Historic Preservation,,,36.12283,-115.09206
KINGDOM OF LEVANT,HSC,Historical Society or Historic Preservation,,,32.5255,-100.25168
KINGMAN AIRSHOW,HSC,Historical Society or Historic Preservation,,,35.20594,-114.03429
KINGMAN ARMY AIR FIELD HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,35.21233,-113.78626
KINGMAN COUNTY HISTORICAL MUSEUM,HSC,Historical Society or Historic Preservation,,,35.19034,-114.0623
KINGMAN COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,37.64005,-98.10805
KINGMAN MUSEUM,NAT,Natural History or Natural Science Museum,,,42.3388,-85.21011
KINGMAN VETERANS MEMORIAL TRUST,HSC,Historical Society or Historic Preservation,,,35.20466,-114.0314
KINGS COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,36.33021,-119.64759
KINGS COUNTY MUSEUM,HST,History Museum,,,36.33021,-119.64759
KINGS COUNTY MUSEUM AT BURRIS PARK,GMU,General Museum,,,36.36277,-119.64165
KINGS HILL,HSC,Historical Society or Historic Preservation,,,41.59391,-74.13392
KINGS MILLS UNION HALL ASSOCIATION,HSC,Historical Society or Historic Preservation,,,44.21452,-69.60964
KINGS MOUNTAIN NATIONAL MILITARY PARK,HSC,Historical Society or Historic Preservation,,,35.14167,-81.38705
KINGSBURG HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,36.51404,-119.54834
KINGSTON TRIO LEGACY PROJECT,GMU,General Museum,,,32.68394,-117.1779
KINNELON HISTORICAL COMMISSION,HSC,Historical Society or Historic Preservation,,,41.00163,-74.34358
KINNEY PIONEER MUSEUM,GMU,General Museum,,,43.15372,-93.19933
KINROSS HERATAGE SOCIETY,HSC,Historical Society or Historic Preservation,,,46.26862,-84.49979
KINSALE MUSEUMS,GMU,General Museum,,,38.04906,-76.58413
KIOWA COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,37.60161,-99.29271
KIOWA COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,35.02271,-99.09303
KIOWA COUNTY MUSEUM,GMU,General Museum,,,35.02271,-99.09303
KIOWA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,37.01721,-98.48537
KIPP GALLERY,ART,Art Museum,,,40.61659,-79.15824
KIRBYVILLE AREA HERITAGE SOCIETY,GMU,General Museum,,,30.65953,-93.89165
KIRBYVILLE VETERANS MEMORIAL ORGANIZATION,HSC,Historical Society or Historic Preservation,,,30.72451,-93.95152
KIRKLAND ARTS CENTER,ART,Art Museum,,,47.67977,-122.2096
KIRKLAND HERITAGE SOCIETY,HSC,Historical Society or Historic Preservation,,,47.67795,-122.20947
KIRKLAND MUSEUM OF FINE & DECORATIVE ART,ART,Art Museum,,,39.73715,-104.9802
KIRKMAN HOUSE MUSEUM,GMU,General Museum,,,46.06928,-118.33956
KIRKWOOD HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,42.07001,-75.79721
KISHACOQUILLAS VALLEY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,40.51922,-77.82873
KISHWAUKEE COLLEGE ART GALLERY,ART,Art Museum,,,41.94152,-88.87725
KISHWAUKEE VALLEY HERITAGE SOCIETY,HSC,Historical Society or Historic Preservation,,,42.09833,-88.7
KIT CARSON HISTORIC MUSEUMS ARCHIVES,HSC,Historical Society or Historic Preservation,,,36.40387,-105.56505
KIT CARSON HOME & MUSEUM,HST,History Museum,,,36.40702,-105.57252
KITSAP COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,47.56579,-122.6248
KITSAP COUNTY HISTORICAL SOCIETY MUSEUM,HSC,Historical Society or Historic Preservation,,,47.56579,-122.6248
KITTERY HISTORICAL AND NAVAL MUSEUM,HSC,Historical Society or Historic Preservation,,,43.10059,-70.74185
KITTINGER F-4 PARK,HSC,Historical Society or Historic Preservation,,,28.54513,-81.36492
KITTITAS COUNTY HERITAGE CENTER ASSOCIATION,HSC,Historical Society or Historic Preservation,,,46.98938,-120.60155
KITTITAS COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,46.99439,-120.54601
KITTREDGE GALLERY,ART,Art Museum,,,47.262,-122.48121
KITTSON COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,48.73541,-96.66871
KLAMATH AND WESTERN RAILROAD,HSC,Historical Society or Historic Preservation,,,42.47357,-121.39839
KLAMATH COUNTY BALDWIN MUSEUM,GMU,General Museum,,,42.22022,-121.78836
KLAMATH COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,42.22841,-121.77544
KLAMATH COUNTY MUSEUMS,GMU,General Museum,,,42.22841,-121.77544
KLEIN MUSEUM,GMU,General Museum,,,45.54037,-100.43439
KLEINHANS MUSIC HALL,HSC,Historical Society or Historic Preservation,,,42.90127,-78.88323
KLEMM GALLERY,ART,Art Museum,,,41.90528,-84.0135
KLINE MUSEUM,GMU,General Museum,,,41.05331,-94.60159
KLINK OBSERVATORY,SCI,Science & Technology Museum or Planetarium,,,37.78762,-79.47168
KLONDIKE GOLD RUSH NATIONAL HISTORICAL PARK,HSC,Historical Society or Historic Preservation,,,59.45637,-135.31356
KLONDIKE GOLD RUSH NHP - SEATTLE UNIT,HSC,Historical Society or Historic Preservation,,,47.59988,-122.33166
KLUGE RUHE ABORIGINAL ART MUSEUM,ART,Art Museum,,,38.03595,-78.50493
KLUGE-RUHE ABORIGINAL ART COLLECTION,ART,Art Museum,,,38.02954,-78.44578
KLUTZNICK NATIONAL JEWISH MUSEUM,GMU,General Museum,,,38.90211,-77.04599
KMM HISTORICAL COMMITTE,HSC,Historical Society or Historic Preservation,,,46.34325,-93.99235
KNAPP CHESNUT BECKER HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,40.09489,-89.57578
KNAPPTON COVE HERITAGE CENTER,GMU,General Museum,,,45.98986,-123.90896
KNICKERBOCKER HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,42.92029,-73.60187
KNIFE RIVER INDIAN VILLAGES NATIONAL HISTORIC SITE,HSC,Historical Society or Historic Preservation,,,47.27626,-101.40036
KNIGHT GALLERY,ART,Art Museum,,,41.71719,-71.47921
KNIGHT MUSEUM,GMU,General Museum,,,41.15044,-104.82743
KNIGHTS FERRY HISTORY & MUSEUM,HST,History Museum,,,37.76694,-120.84556
KNOTT COUNTY HISTORICAL & GENEALOGICAL SOCIETY & LIBRARY,HSC,Historical Society or Historic Preservation,,,37.30009,-82.98855
KNOTT HOUSE,HSC,Historical Society or Historic Preservation,,,30.43695,-84.28129
KNOTT HOUSE MUSEUM,GMU,General Museum,,,30.44193,-84.27937
KNOWLTON ICE MUSEUM,GMU,General Museum,,,42.97755,-82.42301
KNOX COUNTY HISTORICAL COMMISSION,HSC,Historical Society or Historic Preservation,,,33.58487,-99.79161
KNOX COUNTY HISTORICAL SITES,HSC,Historical Society or Historic Preservation,,,40.94734,-90.36289
KNOX COUNTY HISTORICAL SITES,HSC,Historical Society or Historic Preservation,,,40.90783,-90.28505
KNOX CREEK HERITAGE CENTER,GMU,General Museum,,,45.53986,-90.1061
KNOX HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,44.51029,-69.24727
KNOX TRAIL HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,42.09883,-72.43505
KNOXVILLE BOTANICAL GARDENS AND ARBORETUM,BOT,"Arboretum, Botanical Garden, or Nature Center",,,35.98172,-83.88583
KNOXVILLE CIVIL WAR ROUNDTABLE,HSC,Historical Society or Historic Preservation,,,35.94309,-84.01117
KNOXVILLE MUSEUM OF ART,ART,Art Museum,,,35.96169,-83.92516
KNOXVILLE MUSEUM OF ART FOUNDATION,ART,Art Museum,,,35.96169,-83.92516
KOA ART GALLERY,ART,Art Museum,,,40.44158,-79.95837
KOA GALLERY,ART,Art Museum,,,21.27058,-157.80007
KODIAK HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,57.7885,-152.39915
KODIAK MILITARY HISTORY MUSEUM,HST,History Museum,,,57.79856,-152.38722
KOEHNLINE MUSEUM OF ART,ART,Art Museum,,,42.05454,-87.88766
KOGER GALLERY,ART,Art Museum,,,30.31738,-81.39729
KOHEFUSS HOUSE,HSC,Historical Society or Historic Preservation,,,43.2968,-87.98866
KOHL CHILDREN'S MUSEUM OF GREATER CHICAGO,CMU,Children's Museum,,,42.10032,-87.82431
KOHL GALLERY,ART,Art Museum,,,39.21617,-76.06665
KOKEE DISCOVERY CENTER ASSOCIATION,CMU,Children's Museum,,,21.97606,-159.36748
KONNAROCK RETREAT HOUSE,HSC,Historical Society or Historic Preservation,,,36.68552,-81.40334
KOOCHICHING COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,48.60359,-93.40826
KOOTENAI COUNTY GENEALOGICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,47.74853,-116.78675
KOREA WAR VETERANS MEMORIAL COMMITTEE OF JOHNSON COUNTY,HSC,Historical Society or Historic Preservation,,,38.90651,-94.64669
KOREA-VIETNAM MEMORIAL,HSC,Historical Society or Historic Preservation,,,40.59354,-75.66077
KOREAN AMERICAN HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,47.59825,-122.323
KOREAN AMERICAN MUSEUM,GMU,General Museum,,,34.06098,-118.30166
KOREAN WAR MEMORIAL OF CENTRAL MASS,HSC,Historical Society or Historic Preservation,,,42.27109,-71.80974
KOREAN WAR VETERANS ASSOCIATION,HSC,Historical Society or Historic Preservation,,,45.38099,-122.59495
KORESHAN STATE HISTORICAL SITE,HSC,Historical Society or Historic Preservation,,,26.64429,-81.87245
KORNER'S FOLLY,HSC,Historical Society or Historic Preservation,,,36.11499,-80.07925
KOSCIUSDKO ATTALA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,33.04122,-89.58367
KOSCIUSKO COUNTY HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,41.23701,-85.86012
KOSHARE INDIAN MUSEUM,GMU,General Museum,,,37.986,-103.5451
KOSHKONONG AREA HISTORICAL SOCIETY,HSC,Historical Society or Historic Preservation,,,36.56654,-91.70174
KOSMOSDALE ORAL HISTORY PROJECT,HSC,Historical Society or Historic Preservation,,,37.75971,-87.12005
KOSSUTH COUNTY AGRICULTURE & MOTORSPORTS MUSEUM,GMU,General Museum,,,43.06049,-94.22706
KOTEL MUSEUM,GMU,General Museum,,,40.5793,-73.95938
KOUSSEVITZKY ART GALLERY,ART,Art Museum,,,42.46266,-73.31448
KRANNERT ART MUSEUM AND KINKEAD PAVILION,ART,Art Museum,,,40.11685,-88.22875
KRANTZ ART GALLERY,ART,Art Museum,,,38.25255,-85.75315
KRASL ART CENTER,ART,Art Museum,,,42.10675,-86.48542
KRAUS PRESERVE,ZAW,"Zoo, Aquarium, or Wildlife Conservation",,,40.29709,-83.06782
KREBS HERITAGE MUSEUM,GMU,General Museum,,,34.9311,-95.76974
KREGEL WINDMILL MUSEUM COMPANY,GMU,General Museum,,,40.67063,-95.86658
KREMER HOUSE LIBRARY AND MUSEUM,GMU,General Museum,,,43.84299,-93.83251
KRESGE & PASCAL GALLERIES,ART,Art Museum,,,41.08262,-74.17839
KRESGE GALLERY,ART,Art Museum,,,35.77896,-91.62714
KRIEBEL HERBARIUM,BOT,"Arboretum, Botanical Garden, or Nature Center",,,40.4185,-86.91035
KRISTIN MICHELLE MASON ART GALLERY,ART,Art Museum,,,28.81095,-81.87519
KRISTIN WIGLEY-FLEMING GALLERY,ART,Art Museum,,,43.3146,-91.80091
KRUCKEBERG BOTANIC GARDEN,BOT,"Arboretum, Botanical Garden, or Nature Center",,,47.77112,-122.38237
KRUGER STREET TOY AND TRAIN MUSEUM,GMU,General Museum,,,40.04037,-80.6574
KRUGLAK GALLERY,ART,Art Museum,,,33.18868,-117.30624
KRUK GALLERY,ART,Art Museum,,,46.68253,-92.08489
